,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.18999999999999995,0.8
B5-e003Coalescence-mBHI-p3,0.3,0.692
B5-e003Coalescence-mBHI-p5,0.333,0.692
B5-e003Coalescence-mBHI-p7,0.18799999999999994,1.0
B5-e003Coalescence-mGAM-p3,0.2885,0.7
B5-e003Coalescence-mGAM-p5,0.35,0.643
B5-e003Coalescence-mGAM-p7,0.0,1.0
D3-e003Coalescence-Inoculumn-mBHI,0.216,0.775
D3-e003Coalescence-mBHI-p5,0.5,0.5
D3-e003Coalescence-mBHI-p7,0.16,0.84
D3-e003Coalescence-mGAM-p3,0.0,0.917
D3-e003Coalescence-mGAM-p5,0.226,0.757
