,index,fixed_diffs,comparisons,sample1,species_id
0,B9-e003Coalescence-mBHI-p5,0,2510662,B9-e003Coalescence-mBHI-p5,100071
1,B9-e003Coalescence-mBHI-p7,4,1677422,B9-e003Coalescence-mBHI-p5,100071
2,F9-e003Coalescence-mBHI-p5_S18,39,2115803,B9-e003Coalescence-mBHI-p5,100071
3,F100-e003Coalescence-mBHI-p7_S115,51,1857622,B9-e003Coalescence-mBHI-p5,100071
4,G9-e003Coalescence-mBHI-p5_S30,37,1555975,B9-e003Coalescence-mBHI-p5,100071
5,B9-e003Coalescence-mBHI-p1_S757,104,2500430,B9-e003Coalescence-mBHI-p5,100071
6,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,96,2534376,B9-e003Coalescence-mBHI-p5,100071
7,Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,90,2530566,B9-e003Coalescence-mBHI-p5,100071
8,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,65,2184316,B9-e003Coalescence-mBHI-p5,100071
9,Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,41,1520069,B9-e003Coalescence-mBHI-p5,100071
10,C4-e003Assembly-mBHI-p5,53714,2392525,B9-e003Coalescence-mBHI-p5,100071
11,C4-e003GlycerolRevival-mBHI-p2,54123,2406068,B9-e003Coalescence-mBHI-p5,100071
12,Assembly-G7-C3-ACPP-mBHI-3_S698,53,1811034,B9-e003Coalescence-mBHI-p5,100071
13,Assembly-G2-B3-ACPP-mBHI-3_S693,127,2637315,B9-e003Coalescence-mBHI-p5,100071
14,Assembly-G8-C4-AE-mBHI-3_S699,49303,2255207,B9-e003Coalescence-mBHI-p5,100071
15,D_B2_e003Assembly_S302,103,1913164,B9-e003Coalescence-mBHI-p5,100071
16,D_B6_e003Assembly_S306,38,1405886,B9-e003Coalescence-mBHI-p5,100071
17,D_B11_e003Assembly_S311,41764,1944062,B9-e003Coalescence-mBHI-p5,100071
18,D_F2_e003Assembly_S350,84,2199491,B9-e003Coalescence-mBHI-p5,100071
19,C_C6_e003Assembly_S222,52434,2354281,B9-e003Coalescence-mBHI-p5,100071
0,B9-e003Coalescence-mBHI-p5,4,2510662,B9-e003Coalescence-mBHI-p7,100071
1,B9-e003Coalescence-mBHI-p7,0,1677422,B9-e003Coalescence-mBHI-p7,100071
2,F9-e003Coalescence-mBHI-p5_S18,25,2115803,B9-e003Coalescence-mBHI-p7,100071
3,F100-e003Coalescence-mBHI-p7_S115,34,1857622,B9-e003Coalescence-mBHI-p7,100071
