,0
B5-e004Assembly-mBHI-p7,1.5107699009312638e-05
E5-e004Assembly-mGAM-p5,4.853089200977808e-05
BB-Fecal,0.00043337672996915063
E5-e004Assembly-mGAM-p7,5.171070298620394e-05
BF-Fecal,0.005372950328461113
AM-Fecal,9.64936886395512e-05
BG-Fecal,4.48805812641768e-05
F5-e004Assembly-epsilon-p3,1.5125818448582616e-05
E5-e004Assembly-mGAM-p3,1.2572887824694827e-05
BK-Fecal,3.0411430881675084e-05
BC-Fecal,7.192008490322371e-05
e004-inoculumn-fecal-BE,7.338902147971361e-05
BA-Fecal,0.00044814611254386335
