,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C12_C5_AF_AE_mBHI_mBHI_4_S36,13425,15148
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,13415,15126
A_D11_D4_AE_AF_mBHI_mBHI_4_S47,13413,15111
A_D3_D4_AE_AF_mBHI_mBHI_2_S39,13409,15128
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,13348,15046
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,13334,14988
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,13369,15080
B_C4_G5_AF_AE_mBHI_mBHI_2_S124,13190,14812
B_D3_H4_AE_AF_mBHI_mBHI_2_S135,13171,14742
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,12721,14318
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,12086,13443
C5-e003Coalescence-mBHI-inoculumn-redo,13426,15171
C5-e003Coalescence-mBHI-p1_S742,13381,15113
C5-e003Coalescence-mBHI-p3,13133,14784
C5-e003Coalescence-mBHI-p5,13416,15145
C5-e003Coalescence-mBHI-p7,13412,15125
C5-e003Coalescence-mGAM-p1_S746,12302,14004
C5-e003Coalescence-mGAM-p3,13416,15149
C5-e003Coalescence-mGAM-p7,13318,15004
C_C12_G5_AF_AE_mBHI_mBHI_4_S228,13288,14900
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,13358,15080
C_D11_H4_AE_AF_mBHI_mBHI_4_S239,13406,15130
C_D3_D4_AE_AF_mBHI_mBHI_6_S231,13356,15042
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,13210,14812
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,12498,14083
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,13248,14859
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,13255,14870
Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,13204,14891
D4-e003Coalescence-Inoculumn-mBHI,13426,15170
D4-e003Coalescence-mBHI-p1_S735,13419,15170
D4-e003Coalescence-mBHI-p3,13287,14978
D4-e003Coalescence-mBHI-p5,13332,15012
D4-e003Coalescence-mBHI-p7,13357,15042
D4-e003Coalescence-mGAM-p1_S739,13376,15133
D4-e003Coalescence-mGAM-p3,13407,15114
D4-e003Coalescence-mGAM-p5,13414,15135
D4-e003Coalescence-mGAM-p7,13298,15018
D_C4_C5_AF_AE_mBHI_mBHI_6_S316,13385,15039
D_D3_D4_AE_AF_mBHI_mBHI_6_S327,13332,14986
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,12479,13919
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,13397,15092
G5-e003Coalescence-mBHI-p1_S806,13330,15078
G5-e003Coalescence-mBHI-p3_S36,13263,14874
G5-e003Coalescence-mBHI-p5_S28,13388,15086
G5-e003Coalescence-mBHI-p7_S124,13310,14993
G5-e003Coalescence-mGAM-p1_S810,12639,14289
G5-e003Coalescence-mGAM-p3_S84,13360,15077
G5-e003Coalescence-mGAM-p5_S76,13333,15033
G5-e003Coalescence-mGAM-p7_S172,13374,15091
H4-e003Coalescence-mBHI-p1_S799,13405,15147
H4-e003Coalescence-mBHI-p3_S47,13370,15098
H4-e003Coalescence-mBHI-p5_S39,13375,15076
H4-e003Coalescence-mBHI-p7_S135,13374,15031
H4-e003Coalescence-mGAM-p1_S803,13268,14997
H4-e003Coalescence-mGAM-p3_S95,12702,14214
H4-e003Coalescence-mGAM-p5_S87,13288,14912
H4-e003Coalescence-mGAM-p7_S183,13377,15033
