,index,fixed_diffs,comparisons,sample1,species_id
0,e003-inoculumn-fecal-AF,0,1480880,e003-inoculumn-fecal-AF,103683
1,C_B1_e003Assembly_6_S205,10568,1675475,e003-inoculumn-fecal-AF,103683
2,C_B5_e003Assembly_6_S209,11200,1782010,e003-inoculumn-fecal-AF,103683
3,C_B9_e003Assembly_4_S213,9755,1567698,e003-inoculumn-fecal-AF,103683
4,C_F4_e003Assembly_6_S256,18,1750388,e003-inoculumn-fecal-AF,103683
5,C_F5_e003Assembly_6_S257,9721,1557254,e003-inoculumn-fecal-AF,103683
6,C_F8_e003Assembly_6_S260,18,1749907,e003-inoculumn-fecal-AF,103683
7,C_F9_e003Assembly_4_S261,9367,1517709,e003-inoculumn-fecal-AF,103683
8,C_F12_e003Assembly_4_S264,18,1754107,e003-inoculumn-fecal-AF,103683
9,D_F5_e003Assembly_S353,7714,1214523,e003-inoculumn-fecal-AF,103683
10,D_F8_e003Assembly_S356,12,1592841,e003-inoculumn-fecal-AF,103683
11,D_F9_e003Assembly_S357,10738,1697201,e003-inoculumn-fecal-AF,103683
12,D_F12_e003Assembly_S360,15,1613569,e003-inoculumn-fecal-AF,103683
0,e003-inoculumn-fecal-AF,10568,1480880,C_B1_e003Assembly_6_S205,103683
1,C_B1_e003Assembly_6_S205,0,1675475,C_B1_e003Assembly_6_S205,103683
2,C_B5_e003Assembly_6_S209,0,1782010,C_B1_e003Assembly_6_S205,103683
3,C_B9_e003Assembly_4_S213,0,1567698,C_B1_e003Assembly_6_S205,103683
4,C_F4_e003Assembly_6_S256,12364,1750388,C_B1_e003Assembly_6_S205,103683
5,C_F5_e003Assembly_6_S257,0,1557254,C_B1_e003Assembly_6_S205,103683
6,C_F8_e003Assembly_6_S260,12292,1749907,C_B1_e003Assembly_6_S205,103683
7,C_F9_e003Assembly_4_S261,2,1517709,C_B1_e003Assembly_6_S205,103683
8,C_F12_e003Assembly_4_S264,12457,1754107,C_B1_e003Assembly_6_S205,103683
9,D_F5_e003Assembly_S353,1,1214523,C_B1_e003Assembly_6_S205,103683
10,D_F8_e003Assembly_S356,10978,1592841,C_B1_e003Assembly_6_S205,103683
11,D_F9_e003Assembly_S357,0,1697201,C_B1_e003Assembly_6_S205,103683
12,D_F12_e003Assembly_S360,11194,1613569,C_B1_e003Assembly_6_S205,103683
0,e003-inoculumn-fecal-AF,11200,1480880,C_B5_e003Assembly_6_S209,103683
1,C_B1_e003Assembly_6_S205,0,1675475,C_B5_e003Assembly_6_S209,103683
2,C_B5_e003Assembly_6_S209,0,1782010,C_B5_e003Assembly_6_S209,103683
3,C_B9_e003Assembly_4_S213,0,1567698,C_B5_e003Assembly_6_S209,103683
4,C_F4_e003Assembly_6_S256,13045,1750388,C_B5_e003Assembly_6_S209,103683
5,C_F5_e003Assembly_6_S257,0,1557254,C_B5_e003Assembly_6_S209,103683
6,C_F8_e003Assembly_6_S260,12992,1749907,C_B5_e003Assembly_6_S209,103683
7,C_F9_e003Assembly_4_S261,0,1517709,C_B5_e003Assembly_6_S209,103683
8,C_F12_e003Assembly_4_S264,13139,1754107,C_B5_e003Assembly_6_S209,103683
9,D_F5_e003Assembly_S353,0,1214523,C_B5_e003Assembly_6_S209,103683
10,D_F8_e003Assembly_S356,11587,1592841,C_B5_e003Assembly_6_S209,103683
11,D_F9_e003Assembly_S357,0,1697201,C_B5_e003Assembly_6_S209,103683
12,D_F12_e003Assembly_S360,11798,1613569,C_B5_e003Assembly_6_S209,103683
0,e003-inoculumn-fecal-AF,9755,1480880,C_B9_e003Assembly_4_S213,103683
1,C_B1_e003Assembly_6_S205,0,1675475,C_B9_e003Assembly_4_S213,103683
2,C_B5_e003Assembly_6_S209,0,1782010,C_B9_e003Assembly_4_S213,103683
3,C_B9_e003Assembly_4_S213,0,1567698,C_B9_e003Assembly_4_S213,103683
4,C_F4_e003Assembly_6_S256,11322,1750388,C_B9_e003Assembly_4_S213,103683
5,C_F5_e003Assembly_6_S257,0,1557254,C_B9_e003Assembly_4_S213,103683
6,C_F8_e003Assembly_6_S260,11281,1749907,C_B9_e003Assembly_4_S213,103683
7,C_F9_e003Assembly_4_S261,3,1517709,C_B9_e003Assembly_4_S213,103683
8,C_F12_e003Assembly_4_S264,11423,1754107,C_B9_e003Assembly_4_S213,103683
9,D_F5_e003Assembly_S353,0,1214523,C_B9_e003Assembly_4_S213,103683
10,D_F8_e003Assembly_S356,10048,1592841,C_B9_e003Assembly_4_S213,103683
11,D_F9_e003Assembly_S357,2,1697201,C_B9_e003Assembly_4_S213,103683
12,D_F12_e003Assembly_S360,10277,1613569,C_B9_e003Assembly_4_S213,103683
0,e003-inoculumn-fecal-AF,18,1480880,C_F4_e003Assembly_6_S256,103683
1,C_B1_e003Assembly_6_S205,12364,1675475,C_F4_e003Assembly_6_S256,103683
2,C_B5_e003Assembly_6_S209,13045,1782010,C_F4_e003Assembly_6_S256,103683
3,C_B9_e003Assembly_4_S213,11322,1567698,C_F4_e003Assembly_6_S256,103683
4,C_F4_e003Assembly_6_S256,0,1750388,C_F4_e003Assembly_6_S256,103683
5,C_F5_e003Assembly_6_S257,11342,1557254,C_F4_e003Assembly_6_S256,103683
6,C_F8_e003Assembly_6_S260,0,1749907,C_F4_e003Assembly_6_S256,103683
7,C_F9_e003Assembly_4_S261,10872,1517709,C_F4_e003Assembly_6_S256,103683
8,C_F12_e003Assembly_4_S264,0,1754107,C_F4_e003Assembly_6_S256,103683
9,D_F5_e003Assembly_S353,8873,1214523,C_F4_e003Assembly_6_S256,103683
10,D_F8_e003Assembly_S356,0,1592841,C_F4_e003Assembly_6_S256,103683
11,D_F9_e003Assembly_S357,12513,1697201,C_F4_e003Assembly_6_S256,103683
12,D_F12_e003Assembly_S360,0,1613569,C_F4_e003Assembly_6_S256,103683
0,e003-inoculumn-fecal-AF,9721,1480880,C_F5_e003Assembly_6_S257,103683
1,C_B1_e003Assembly_6_S205,0,1675475,C_F5_e003Assembly_6_S257,103683
2,C_B5_e003Assembly_6_S209,0,1782010,C_F5_e003Assembly_6_S257,103683
3,C_B9_e003Assembly_4_S213,0,1567698,C_F5_e003Assembly_6_S257,103683
4,C_F4_e003Assembly_6_S256,11342,1750388,C_F5_e003Assembly_6_S257,103683
5,C_F5_e003Assembly_6_S257,0,1557254,C_F5_e003Assembly_6_S257,103683
6,C_F8_e003Assembly_6_S260,11297,1749907,C_F5_e003Assembly_6_S257,103683
7,C_F9_e003Assembly_4_S261,0,1517709,C_F5_e003Assembly_6_S257,103683
8,C_F12_e003Assembly_4_S264,11463,1754107,C_F5_e003Assembly_6_S257,103683
9,D_F5_e003Assembly_S353,2,1214523,C_F5_e003Assembly_6_S257,103683
10,D_F8_e003Assembly_S356,10108,1592841,C_F5_e003Assembly_6_S257,103683
11,D_F9_e003Assembly_S357,8,1697201,C_F5_e003Assembly_6_S257,103683
12,D_F12_e003Assembly_S360,10304,1613569,C_F5_e003Assembly_6_S257,103683
0,e003-inoculumn-fecal-AF,18,1480880,C_F8_e003Assembly_6_S260,103683
1,C_B1_e003Assembly_6_S205,12292,1675475,C_F8_e003Assembly_6_S260,103683
2,C_B5_e003Assembly_6_S209,12992,1782010,C_F8_e003Assembly_6_S260,103683
3,C_B9_e003Assembly_4_S213,11281,1567698,C_F8_e003Assembly_6_S260,103683
4,C_F4_e003Assembly_6_S256,0,1750388,C_F8_e003Assembly_6_S260,103683
5,C_F5_e003Assembly_6_S257,11297,1557254,C_F8_e003Assembly_6_S260,103683
6,C_F8_e003Assembly_6_S260,0,1749907,C_F8_e003Assembly_6_S260,103683
7,C_F9_e003Assembly_4_S261,10826,1517709,C_F8_e003Assembly_6_S260,103683
8,C_F12_e003Assembly_4_S264,0,1754107,C_F8_e003Assembly_6_S260,103683
9,D_F5_e003Assembly_S353,8840,1214523,C_F8_e003Assembly_6_S260,103683
10,D_F8_e003Assembly_S356,0,1592841,C_F8_e003Assembly_6_S260,103683
11,D_F9_e003Assembly_S357,12444,1697201,C_F8_e003Assembly_6_S260,103683
12,D_F12_e003Assembly_S360,0,1613569,C_F8_e003Assembly_6_S260,103683
0,e003-inoculumn-fecal-AF,9367,1480880,C_F9_e003Assembly_4_S261,103683
1,C_B1_e003Assembly_6_S205,2,1675475,C_F9_e003Assembly_4_S261,103683
2,C_B5_e003Assembly_6_S209,0,1782010,C_F9_e003Assembly_4_S261,103683
3,C_B9_e003Assembly_4_S213,3,1567698,C_F9_e003Assembly_4_S261,103683
4,C_F4_e003Assembly_6_S256,10872,1750388,C_F9_e003Assembly_4_S261,103683
5,C_F5_e003Assembly_6_S257,0,1557254,C_F9_e003Assembly_4_S261,103683
6,C_F8_e003Assembly_6_S260,10826,1749907,C_F9_e003Assembly_4_S261,103683
7,C_F9_e003Assembly_4_S261,0,1517709,C_F9_e003Assembly_4_S261,103683
8,C_F12_e003Assembly_4_S264,10936,1754107,C_F9_e003Assembly_4_S261,103683
9,D_F5_e003Assembly_S353,1,1214523,C_F9_e003Assembly_4_S261,103683
10,D_F8_e003Assembly_S356,9688,1592841,C_F9_e003Assembly_4_S261,103683
11,D_F9_e003Assembly_S357,5,1697201,C_F9_e003Assembly_4_S261,103683
12,D_F12_e003Assembly_S360,9873,1613569,C_F9_e003Assembly_4_S261,103683
0,e003-inoculumn-fecal-AF,18,1480880,C_F12_e003Assembly_4_S264,103683
1,C_B1_e003Assembly_6_S205,12457,1675475,C_F12_e003Assembly_4_S264,103683
2,C_B5_e003Assembly_6_S209,13139,1782010,C_F12_e003Assembly_4_S264,103683
3,C_B9_e003Assembly_4_S213,11423,1567698,C_F12_e003Assembly_4_S264,103683
4,C_F4_e003Assembly_6_S256,0,1750388,C_F12_e003Assembly_4_S264,103683
5,C_F5_e003Assembly_6_S257,11463,1557254,C_F12_e003Assembly_4_S264,103683
6,C_F8_e003Assembly_6_S260,0,1749907,C_F12_e003Assembly_4_S264,103683
7,C_F9_e003Assembly_4_S261,10936,1517709,C_F12_e003Assembly_4_S264,103683
8,C_F12_e003Assembly_4_S264,0,1754107,C_F12_e003Assembly_4_S264,103683
9,D_F5_e003Assembly_S353,8962,1214523,C_F12_e003Assembly_4_S264,103683
10,D_F8_e003Assembly_S356,0,1592841,C_F12_e003Assembly_4_S264,103683
11,D_F9_e003Assembly_S357,12619,1697201,C_F12_e003Assembly_4_S264,103683
12,D_F12_e003Assembly_S360,0,1613569,C_F12_e003Assembly_4_S264,103683
0,e003-inoculumn-fecal-AF,7714,1480880,D_F5_e003Assembly_S353,103683
1,C_B1_e003Assembly_6_S205,1,1675475,D_F5_e003Assembly_S353,103683
2,C_B5_e003Assembly_6_S209,0,1782010,D_F5_e003Assembly_S353,103683
3,C_B9_e003Assembly_4_S213,0,1567698,D_F5_e003Assembly_S353,103683
4,C_F4_e003Assembly_6_S256,8873,1750388,D_F5_e003Assembly_S353,103683
5,C_F5_e003Assembly_6_S257,2,1557254,D_F5_e003Assembly_S353,103683
6,C_F8_e003Assembly_6_S260,8840,1749907,D_F5_e003Assembly_S353,103683
7,C_F9_e003Assembly_4_S261,1,1517709,D_F5_e003Assembly_S353,103683
8,C_F12_e003Assembly_4_S264,8962,1754107,D_F5_e003Assembly_S353,103683
9,D_F5_e003Assembly_S353,0,1214523,D_F5_e003Assembly_S353,103683
10,D_F8_e003Assembly_S356,7903,1592841,D_F5_e003Assembly_S353,103683
11,D_F9_e003Assembly_S357,0,1697201,D_F5_e003Assembly_S353,103683
12,D_F12_e003Assembly_S360,8065,1613569,D_F5_e003Assembly_S353,103683
0,e003-inoculumn-fecal-AF,12,1480880,D_F8_e003Assembly_S356,103683
1,C_B1_e003Assembly_6_S205,10978,1675475,D_F8_e003Assembly_S356,103683
2,C_B5_e003Assembly_6_S209,11587,1782010,D_F8_e003Assembly_S356,103683
3,C_B9_e003Assembly_4_S213,10048,1567698,D_F8_e003Assembly_S356,103683
4,C_F4_e003Assembly_6_S256,0,1750388,D_F8_e003Assembly_S356,103683
5,C_F5_e003Assembly_6_S257,10108,1557254,D_F8_e003Assembly_S356,103683
6,C_F8_e003Assembly_6_S260,0,1749907,D_F8_e003Assembly_S356,103683
7,C_F9_e003Assembly_4_S261,9688,1517709,D_F8_e003Assembly_S356,103683
8,C_F12_e003Assembly_4_S264,0,1754107,D_F8_e003Assembly_S356,103683
9,D_F5_e003Assembly_S353,7903,1214523,D_F8_e003Assembly_S356,103683
10,D_F8_e003Assembly_S356,0,1592841,D_F8_e003Assembly_S356,103683
11,D_F9_e003Assembly_S357,11131,1697201,D_F8_e003Assembly_S356,103683
12,D_F12_e003Assembly_S360,0,1613569,D_F8_e003Assembly_S356,103683
0,e003-inoculumn-fecal-AF,10738,1480880,D_F9_e003Assembly_S357,103683
1,C_B1_e003Assembly_6_S205,0,1675475,D_F9_e003Assembly_S357,103683
2,C_B5_e003Assembly_6_S209,0,1782010,D_F9_e003Assembly_S357,103683
3,C_B9_e003Assembly_4_S213,2,1567698,D_F9_e003Assembly_S357,103683
4,C_F4_e003Assembly_6_S256,12513,1750388,D_F9_e003Assembly_S357,103683
5,C_F5_e003Assembly_6_S257,8,1557254,D_F9_e003Assembly_S357,103683
6,C_F8_e003Assembly_6_S260,12444,1749907,D_F9_e003Assembly_S357,103683
7,C_F9_e003Assembly_4_S261,5,1517709,D_F9_e003Assembly_S357,103683
8,C_F12_e003Assembly_4_S264,12619,1754107,D_F9_e003Assembly_S357,103683
9,D_F5_e003Assembly_S353,0,1214523,D_F9_e003Assembly_S357,103683
10,D_F8_e003Assembly_S356,11131,1592841,D_F9_e003Assembly_S357,103683
11,D_F9_e003Assembly_S357,0,1697201,D_F9_e003Assembly_S357,103683
12,D_F12_e003Assembly_S360,11338,1613569,D_F9_e003Assembly_S357,103683
0,e003-inoculumn-fecal-AF,15,1480880,D_F12_e003Assembly_S360,103683
1,C_B1_e003Assembly_6_S205,11194,1675475,D_F12_e003Assembly_S360,103683
2,C_B5_e003Assembly_6_S209,11798,1782010,D_F12_e003Assembly_S360,103683
3,C_B9_e003Assembly_4_S213,10277,1567698,D_F12_e003Assembly_S360,103683
4,C_F4_e003Assembly_6_S256,0,1750388,D_F12_e003Assembly_S360,103683
5,C_F5_e003Assembly_6_S257,10304,1557254,D_F12_e003Assembly_S360,103683
6,C_F8_e003Assembly_6_S260,0,1749907,D_F12_e003Assembly_S360,103683
7,C_F9_e003Assembly_4_S261,9873,1517709,D_F12_e003Assembly_S360,103683
8,C_F12_e003Assembly_4_S264,0,1754107,D_F12_e003Assembly_S360,103683
9,D_F5_e003Assembly_S353,8065,1214523,D_F12_e003Assembly_S360,103683
10,D_F8_e003Assembly_S356,0,1592841,D_F12_e003Assembly_S360,103683
11,D_F9_e003Assembly_S357,11338,1697201,D_F12_e003Assembly_S360,103683
12,D_F12_e003Assembly_S360,0,1613569,D_F12_e003Assembly_S360,103683
