,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,0.061000000000000054,0.924
A4-e003Coalescence-mBHI-p3,0.0,0.0
A4-e003Coalescence-mBHI-p5,0.0,0.0
A4-e003Coalescence-mBHI-p7,0.0,0.0
A4-e003Coalescence-mGAM-p5,0.882,0.0
C2-e003Coalescence-mBHI-inoculumn-redo,0.06000000000000005,0.929
C2-e003Coalescence-mBHI-p3,0.0,0.727
C2-e003Coalescence-mBHI-p5,0.0,0.0
C2-e003Coalescence-mGAM-p3,0.0,0.981
C2-e003Coalescence-mGAM-p5,0.0,1.0
C2-e003Coalescence-mGAM-p7,0.0,1.0
