,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,0.463,0.5549999999999999
C5-e003Coalescence-mBHI-p3,1.0,0.07399999999999995
C5-e003Coalescence-mBHI-p5,0.766,0.22199999999999998
C5-e003Coalescence-mBHI-p7,0.404,0.583
C5-e003Coalescence-mGAM-p3,0.842,0.15700000000000003
C5-e003Coalescence-mGAM-p7,0.583,0.40900000000000003
D4-e003Coalescence-Inoculumn-mBHI,0.478,0.526
D4-e003Coalescence-mBHI-p3,0.71,0.30600000000000005
D4-e003Coalescence-mBHI-p5,0.562,0.45199999999999996
D4-e003Coalescence-mBHI-p7,0.577,0.42300000000000004
D4-e003Coalescence-mGAM-p3,0.748,0.258
D4-e003Coalescence-mGAM-p5,0.539,0.45099999999999996
D4-e003Coalescence-mGAM-p7,0.41900000000000004,0.563
