,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-Inoculumn-mGAM,0.93,0.005897324646606042
C4-e003Coalescence-Inoculumn-mGAM,2.2279406518549303e-05,0.999927761169467
B10-e003Coalescence-mBHI-p3,0.571,0.375
B10-e003Coalescence-mBHI-p5,0.71,0.235
B10-e003Coalescence-mGAM-p3,0.8,0.19
B10-e003Coalescence-mGAM-p7,0.7347641945202248,0.25930894438333235
B4-e003Coalescence-Inoculumn-mGAM,0.483,0.457
C3-e003Coalescence-Inoculumn-mGAM,0.45199999999999996,0.4905
C9-e003Coalescence-mBHI-p3,0.645,0.308
C9-e003Coalescence-mBHI-p5,0.679,0.273
C9-e003Coalescence-mBHI-p7,0.727,0.231
C9-e003Coalescence-mGAM-p3,0.8,0.184
C9-e003Coalescence-mGAM-p5,0.875,0.111
C9-e003Coalescence-mGAM-p7,0.895,0.086
F100-e003Coalescence-mBHI-p7_S115,0.727,0.25
F100-e003Coalescence-mGAM-p3_S167,0.986438871305246,0.011999017510350754
F100-e003Coalescence-mGAM-p7_S163,0.43799999999999994,0.538
G9-e003Coalescence-mBHI-p3_S130,0.727,0.231
G9-e003Coalescence-mBHI-p5_S30,0.795,0.167
G9-e003Coalescence-mGAM-p3_S178,0.733,0.25
G9-e003Coalescence-mGAM-p5_S78,0.8432382327988375,0.14564538664293952
G9-e003Coalescence-mGAM-p7_S174,0.786,0.136
