,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,0.9999118437843934,-0.0
B3-e003Coalescence-Inoculumn-mGAM,0.008315284170976092,0.979538835955459
A3-e003Coalescence-Inoculumn-mGAM,0.10301576149155439,0.8753273888619972
A9-e003Coalescence-mBHI-p3,0.010761640453157596,0.86
A9-e003Coalescence-mBHI-p5,0.016019134745574943,0.965345109129767
A9-e003Coalescence-mBHI-p7,0.008196046636967028,0.87
A9-e003Coalescence-mGAM-p5,0.010399427909967701,0.889
A9-e003Coalescence-mGAM-p7,0.02563061559291991,0.9462008019693319
B2-e003Coalescence-Inoculumn-mGAM,0.188,0.7415
B8-e003Coalescence-mBHI-p5,0.015867979087057445,0.835
B8-e003Coalescence-mBHI-p7,0.011294930847805501,0.968750206461187
B8-e003Coalescence-mGAM-p5,0.01274209180336326,0.9812430941780997
B8-e003Coalescence-mGAM-p7,0.018325836935264243,0.957081498247687
E9-e003Coalescence-mBHI-p5_S6,0.016380651589692038,0.833
E9-e003Coalescence-mBHI-p7_S102,0.008084232197118714,0.9828436250167325
E9-e003Coalescence-mGAM-p3_S154,0.005079224549546253,0.9858037316577544
E9-e003Coalescence-mGAM-p5_S54,0.0649916875203806,0.9282163868786041
F8-e003Coalescence-mBHI-p3_S117,0.013026382650886861,0.9617720043165111
F8-e003Coalescence-mBHI-p5_S17,0.009404316316012053,0.9744548285423912
F8-e003Coalescence-mBHI-p7_S113,0.008780302600875116,0.9808962453697588
F8-e003Coalescence-mGAM-p5_S65,0.13841255326851565,0.8474941268452795
F8-e003Coalescence-mGAM-p7_S161,0.05303784346636737,0.9226739279890261
