,0.975,0.975
C4-e003Coalescence-Inoculumn-mGAM,1.0,0.0
D5-e003Coalescence-Inoculumn-mGAM,0.0,1.0
C11-e003Coalescence-mBHI-p3,1.0,0.588
C11-e003Coalescence-mBHI-p5,0.863,0.475
C11-e003Coalescence-mGAM-p3,0.138,1.0
C11-e003Coalescence-mGAM-p5,0.2,1.0
C11-e003Coalescence-mGAM-p7,0.308,1.0
C5-e003Coalescence-Inoculumn-mGAM,0.824,0.6448999999999997
D10-e003Coalescence-mBHI-p3,1.0,0.667
D10-e003Coalescence-mBHI-p5,1.0,1.0
D10-e003Coalescence-mBHI-p7,1.0,0.714
D10-e003Coalescence-mGAM-p3,0.636,1.0
D10-e003Coalescence-mGAM-p5,0.111,1.0
D10-e003Coalescence-mGAM-p7,0.174,1.0
D4-e003Coalescence-Inoculumn-mGAM,1.0,1.0
G111-e003Coalescence-mBHI-p5_S32,0.795449999999999,0.552
G111-e003Coalescence-mBHI-p7_S128,1.0,0.5031499999999923
G111-e003Coalescence-mGAM-p3_S180,0.25,1.0
G111-e003Coalescence-mGAM-p5_S80,0.2,1.0
H100-e003Coalescence-mBHI-p5_S43,0.756,0.667
H100-e003Coalescence-mBHI-p7_S139,0.86,0.491
