,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C4-e003Coalescence-Inoculumn-mGAM,0.9999147604191095,2.1813660898862027e-05
D5-e003Coalescence-Inoculumn-mGAM,3.358992499699559e-05,0.9999330655800974
C11-e003Coalescence-mBHI-p3,0.731,0.263
C11-e003Coalescence-mBHI-p5,0.707,0.282
C11-e003Coalescence-mGAM-p3,0.032,0.962
C11-e003Coalescence-mGAM-p5,0.0056884499304110095,0.9934153037763988
C11-e003Coalescence-mGAM-p7,0.013303316333375137,0.9847918931584908
C5-e003Coalescence-Inoculumn-mGAM,0.591,0.395
D10-e003Coalescence-mBHI-p3,0.611,0.375
D10-e003Coalescence-mBHI-p5,0.533,0.444
D10-e003Coalescence-mBHI-p7,0.583,0.4
D10-e003Coalescence-mGAM-p3,0.10354484690049266,0.8907627090555952
D10-e003Coalescence-mGAM-p5,0.0028689664438586284,0.9969198326877216
D10-e003Coalescence-mGAM-p7,0.006015306619659217,0.9932644884122743
D4-e003Coalescence-Inoculumn-mGAM,0.6,0.364
G111-e003Coalescence-mBHI-p5_S32,0.614,0.362
G111-e003Coalescence-mBHI-p7_S128,0.759,0.22199999999999998
G111-e003Coalescence-mGAM-p3_S180,0.008366518952875789,0.99021364685286
G111-e003Coalescence-mGAM-p5_S80,0.0061586255541743904,0.992432488326788
H100-e003Coalescence-mBHI-p5_S43,0.538,0.438
H100-e003Coalescence-mBHI-p7_S139,0.686,0.291
