,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9999710994341148,0.0006859609849696193
D5-e003Coalescence-Inoculumn-mBHI,0.0364193613581245,0.9926949152542374
A5-e003Coalescence-Inoculumn-mBHI,0.41086075181891674,0.2666331947553566
A5-e003Coalescence-mBHI-inoculumn-redo,0.5706831042845594,0.4188183562519987
A5-e003Coalescence-mGAM-p3,0.00178071948261924,0.9507614326830828
D2-e003Coalescence-Inoculumn-mBHI,0.4808789409862571,0.3915145506875599
D2-e003Coalescence-mBHI-p3,0.07591653193209377,0.9464342820594819
D2-e003Coalescence-mGAM-p5,0.0008908649959579627,0.6858010873041254
E5-e003Coalescence-mGAM-p3_S60,0.00934357316087308,0.9755890629996802
E5-e003Coalescence-mGAM-p7_S148,0.0019363379143088116,0.941000959385993
H2-e003Coalescence-mBHI-p3_S45,0.0007584882780921584,0.8053584905660377
H2-e003Coalescence-mGAM-p3_S93,0.002816289409862571,0.4409101375119924
H2-e003Coalescence-mGAM-p7_S181,0.0018213419563459985,0.8947710265430125
