,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,12429,17145
C9-e003Coalescence-mGAM-p3,12310,16924
D2-e004Assembly-mGAM-p7,10987,15199
C11-e003Coalescence-mBHI-p3,12458,17166
D11-e003Coalescence-mBHI-p5,12421,17145
C9-e003Coalescence-mGAM-p7,12276,16888
C8-e003Coalescence-mGAM-p7,12406,17158
D10-e003Coalescence-mBHI-p3,12471,17187
F3-e004Assembly-epsilon-p3,11276,15743
B2-e003Coalescence-mBHI-p3,12468,17185
A8-e003Coalescence-mBHI-p3,12155,16770
e004-inoculumn-fecal-BD,11059,15389
A4-e003Coalescence-mBHI-p7,12437,17172
B4-e003Coalescence-mBHI-p5,10880,15378
B9-e003Coalescence-mGAM-p5,12338,16978
A4-e003Coalescence-mBHI-inoculumn-redo,12450,17172
B3-e003Coalescence-mBHI-p3,12471,17177
D4-e003Coalescence-mBHI-p5,12465,17168
C2-e003Coalescence-mBHI-p5,12402,17108
B3-e004Assembly-mBHI-p7,11276,15752
D4-e003Coalescence-mBHI-p3,12465,17178
C4-e003GlycerolRevival-mBHI-p2,12398,17145
D10-e003Assembly-mGAM-p5,11352,15842
B2-e003Assembly-mBHI-p5,11975,16474
C3-e004Assembly-mBHI-p5,11279,15719
B2-e003Coalescence-mBHI-p5,12423,17135
B8-e003Assembly-mGAM-p5,11846,16340
F4-e004Assembly-epsilon-p5,11120,15479
C4-e003Coalescence-mGAM-p7,12324,17103
B12-e003Coalescence-mBHI-p3,12385,17070
D3-e004Assembly-mGAM-p7,11059,15468
C8-e003Assembly-mGAM-p3,11981,16559
C3-e003Coalescence-mGAM-p3,12467,17181
B4-e003Assembly-mBHI-p5,12334,17041
D4-e004Assembly-mGAM-p5,12023,16502
D3-e003Coalescence-Inoculumn-mBHI,12473,17185
C8-e003Assembly-mGAM-p5,11441,15736
C3-e003Coalescence-mBHI-p7,12465,17177
D11-e003Coalescence-mGAM-p5,12362,17062
A11-e003Coalescence-mGAM-p7,12305,16925
B8-e003Coalescence-mBHI-p5,12415,17075
B10-e003Assembly-mGAM-p5,12069,16898
C2-e003Coalescence-mGAM-p7,12406,17116
D3-e003Coalescence-mBHI-p5,12465,17173
B11-e003Coalescence-mGAM-p3,12459,17162
C4-e003Coalescence-mBHI-inoculumn-redo,12475,17188
B5-e003Assembly-mBHI-p5,12383,17030
D2-e003Coalescence-mBHI-p5,12431,17134
D8-e003Assembly-mGAM-p5,11716,16197
D5-e003Coalescence-mGAM-p5,12376,17041
B5-e003Coalescence-mBHI-p5,12463,17176
D5-e003Coalescence-mBHI-p7,12430,17132
C9-e003Coalescence-mBHI-p5,12449,17176
A10-e003Coalescence-mBHI-p3,12375,17102
A5-e003Coalescence-mGAM-p3,12398,17049
A2-e003Coalescence-Inoculumn-mGAM,12098,16683
D8-e003Coalescence-mGAM-p5,12364,17057
A12-e003Coalescence-mGAM-p3,12246,16838
C2-e003Coalescence-mBHI-p3,12373,17079
C4-e004Assembly-mBHI-p5,11996,16502
D9-e003Coalescence-mGAM-p7,12358,16988
D4-e003Coalescence-mBHI-p7,12446,17157
D8-e003Assembly-mGAM-p3,11781,16276
E4-e004Assembly-mGAM-p7,12006,16474
E3-e004Assembly-mGAM-p3,11283,15680
D2-e004Assembly-mGAM-p3,10825,14933
B10-e003Coalescence-mGAM-p3,12290,16931
A9-e003Coalescence-mGAM-p7,12358,17006
B5-e003Coalescence-Inoculumn-mGAM,12367,17031
D10-e003Coalescence-mBHI-p5,12460,17184
