,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,4878,19319
C9-e003Coalescence-mGAM-p3,4825,18983
D2-e004Assembly-mGAM-p7,4106,17109
C11-e003Coalescence-mBHI-p3,4885,19361
D11-e003Coalescence-mBHI-p5,4888,19299
C9-e003Coalescence-mGAM-p7,4806,18910
C8-e003Coalescence-mGAM-p7,4832,19345
D10-e003Coalescence-mBHI-p3,4890,19391
F3-e004Assembly-epsilon-p3,4030,17482
B2-e003Coalescence-mBHI-p3,4875,19372
A8-e003Coalescence-mBHI-p3,4739,18922
e004-inoculumn-fecal-BD,3831,16999
A4-e003Coalescence-mBHI-p7,4863,19364
B4-e003Coalescence-mBHI-p5,4102,17331
B9-e003Coalescence-mGAM-p5,4824,19033
A4-e003Coalescence-mBHI-inoculumn-redo,4813,19320
B3-e003Coalescence-mBHI-p3,4846,19319
D4-e003Coalescence-mBHI-p5,4890,19365
C2-e003Coalescence-mBHI-p5,4425,18907
B3-e004Assembly-mBHI-p7,4043,17512
D4-e003Coalescence-mBHI-p3,4886,19373
C4-e003GlycerolRevival-mBHI-p2,4704,19243
D10-e003Assembly-mGAM-p5,4293,17938
B2-e003Assembly-mBHI-p5,4660,18479
C3-e004Assembly-mBHI-p5,4016,17489
B2-e003Coalescence-mBHI-p5,4521,18928
B8-e003Assembly-mGAM-p5,4582,18285
F4-e004Assembly-epsilon-p5,4046,17364
C4-e003Coalescence-mGAM-p7,4661,19213
B12-e003Coalescence-mBHI-p3,4855,19176
D3-e004Assembly-mGAM-p7,3948,17178
C8-e003Assembly-mGAM-p3,4661,18585
C3-e003Coalescence-mGAM-p3,4865,19359
B4-e003Assembly-mBHI-p5,4223,18667
D4-e004Assembly-mGAM-p5,4655,18599
D3-e003Coalescence-Inoculumn-mBHI,4877,19359
C8-e003Assembly-mGAM-p5,4438,17631
C3-e003Coalescence-mBHI-p7,4827,19316
D11-e003Coalescence-mGAM-p5,4857,19133
A11-e003Coalescence-mGAM-p7,4844,18950
B8-e003Coalescence-mBHI-p5,4862,19206
B10-e003Assembly-mGAM-p5,4750,19174
C2-e003Coalescence-mGAM-p7,4298,18772
D3-e003Coalescence-mBHI-p5,4884,19366
B11-e003Coalescence-mGAM-p3,4885,19338
C4-e003Coalescence-mBHI-inoculumn-redo,4208,18570
B5-e003Assembly-mBHI-p5,4859,19179
D2-e003Coalescence-mBHI-p5,4884,19310
D8-e003Assembly-mGAM-p5,4528,18228
D5-e003Coalescence-mGAM-p5,4870,19094
B5-e003Coalescence-mBHI-p5,4884,19369
D5-e003Coalescence-mBHI-p7,4876,19276
C9-e003Coalescence-mBHI-p5,4874,19363
A10-e003Coalescence-mBHI-p3,4812,19298
A5-e003Coalescence-mGAM-p3,4875,19168
A2-e003Coalescence-Inoculumn-mGAM,4700,18780
D8-e003Coalescence-mGAM-p5,4863,19160
A12-e003Coalescence-mGAM-p3,4834,18768
C2-e003Coalescence-mBHI-p3,4285,18719
C4-e004Assembly-mBHI-p5,4647,18594
D9-e003Coalescence-mGAM-p7,4839,19054
D4-e003Coalescence-mBHI-p7,4884,19344
D8-e003Assembly-mGAM-p3,4565,18221
E4-e004Assembly-mGAM-p7,4624,18521
E3-e004Assembly-mGAM-p3,4051,17457
D2-e004Assembly-mGAM-p3,3951,16865
B10-e003Coalescence-mGAM-p3,4807,18945
A9-e003Coalescence-mGAM-p7,4843,19063
B5-e003Coalescence-Inoculumn-mGAM,4860,19096
D10-e003Coalescence-mBHI-p5,4889,19387
D5-e003Coalescence-mBHI-p3,4884,19306
C5-e003Coalescence-mBHI-p3,4871,19350
D9-e003Coalescence-mGAM-p5,4864,19174
C9-e003Coalescence-mBHI-p3,4877,19362
D10-e003Coalescence-mGAM-p5,4877,19256
C8-e003Coalescence-mBHI-p7,4560,19134
B11-e003Assembly-mGAM-p5,4821,18807
G3-e004Assembly-epsilon-p7,4051,17565
B4-e003Coalescence-mGAM-p5,4839,19205
D4-e003Coalescence-mGAM-p5,4878,19279
C3-e004Assembly-mBHI-p7,4047,17506
B5-e003Coalescence-mGAM-p5,4830,18881
B5-e003Coalescence-Inoculumn-mBHI,4867,19352
G3-e004Assembly-epsilon-p3,4074,17522
C2-e003Coalescence-mGAM-p3,4321,18676
B5-e003Coalescence-mGAM-p7,4694,18402
D8-e003Coalescence-mBHI-p5,4883,19235
C10-e003Assembly-mGAM-p3,4557,18162
B10-e003Coalescence-mBHI-p5,4881,19371
D5-e003Coalescence-Inoculumn-mGAM,4891,19391
F2-e004Assembly-epsilon-p3,4066,17414
B3-e004Assembly-mBHI-p5,4035,17518
B5-e003Coalescence-mBHI-p3,4890,19377
G4-e004Assembly-epsilon-p5,4008,17280
C4-e003Coalescence-mGAM-p5,4643,19178
C5-e003Coalescence-mGAM-p7,4842,18998
C5-e003Coalescence-mBHI-inoculumn-redo,4850,19318
A2-e003Coalescence-mBHI-p7,4724,18903
A10-e003Coalescence-mBHI-p5,4780,19321
D2-e003Coalescence-mBHI-p7,3510,13313
B8-e003Assembly-mGAM-p3,4569,18148
A4-e003Coalescence-mGAM-p5,4885,19331
D5-e003Coalescence-mBHI-p5,4835,19280
D3-e003Assembly-mBHI-p3,4799,18831
D4-e003Coalescence-mGAM-p7,4883,19270
E4-e004Assembly-mGAM-p3,4290,16936
A8-e003Coalescence-mBHI-p7,4730,18901
E3-e004Assembly-mGAM-p7,3950,17040
B9-e003GlycerolRevival-mGAM-p2,4625,18199
C4-e003Coalescence-mGAM-p3,4468,18981
B2-e003Coalescence-Inoculumn-mGAM,4818,19090
D5-e003Coalescence-mGAM-p7,4637,17917
C5-e003Coalescence-mBHI-p5,4891,19391
C5-e003Coalescence-mGAM-p3,4885,19324
A3-e003Coalescence-mBHI-inoculumn-redo,4789,19212
D9-e003Assembly-mGAM-p5,4697,18498
B12-e003Coalescence-mGAM-p3,4850,19103
A11-e003Coalescence-mBHI-p7,4859,19052
A3-e003Coalescence-Inoculumn-mGAM,4803,18953
D10-e003Assembly-mGAM-p3,4459,18325
C3-e003Coalescence-mGAM-p5,4832,19224
B4-e004Assembly-mBHI-p5,4653,18624
C10-e003GlycerolRevival-mGAM-p2,4717,18807
D3-e003Assembly-mBHI-p5,4806,18915
A10-e003Coalescence-mGAM-p3,4858,19367
A9-e003Coalescence-mBHI-p3,4847,19210
A2-e003Coalescence-Inoculumn-mBHI,4734,18874
D3-e003Coalescence-mBHI-p7,4871,19361
C3-e003Coalescence-mBHI-p5,4847,19341
D2-e003Assembly-mBHI-p3,4701,18791
B3-e003Assembly-mBHI-p5,4803,19252
A9-e003Coalescence-mBHI-p5,4831,19139
D5-e003Coalescence-Inoculumn-mBHI,4888,19341
B2-e003Coalescence-mGAM-p3,4650,19085
B4-e003Assembly-mBHI-p3,4379,18887
C11-e003Coalescence-mGAM-p5,4877,19164
G4-e004Assembly-epsilon-p3,3883,17102
B3-e003Coalescence-Inoculumn-mBHI,4538,18971
A8-e003Coalescence-mBHI-p5,4722,18858
C2-e003Assembly-mBHI-p5,4676,18663
D9-e003Coalescence-mBHI-p3,4771,18606
D5-e003Assembly-mBHI-p5,4850,19179
A5-e003Coalescence-mBHI-p7,4885,19324
G2-e004Assembly-epsilon-p3,4092,17448
BG-Fecal,3903,17209
D2-e003Coalescence-mGAM-p5,4880,19252
B9-e003Assembly-mGAM-p5,4718,18402
D3-e003Coalescence-mGAM-p3,4880,19324
D9-e003Coalescence-mGAM-p3,4867,19219
E2-e004Assembly-mGAM-p7,4098,17270
D3-e003Coalescence-mGAM-p5,4875,19311
C10-e003Coalescence-mGAM-p3,4816,19314
A5-e003Coalescence-mBHI-inoculumn-redo,4867,19256
B11-e003Assembly-mGAM-p3,4392,16740
D2-e003Assembly-mBHI-p5,4658,18610
B9-e003Coalescence-mGAM-p7,4794,18875
B11-e003Coalescence-mGAM-p7,4824,18918
C3-e003Coalescence-Inoculumn-mGAM,4859,19305
B5-e003Coalescence-mBHI-p7,4888,19380
A3-e003Coalescence-mGAM-p7,4614,18963
D4-e003Coalescence-Inoculumn-mBHI,4855,19327
A4-e003Coalescence-mBHI-p5,4860,19370
B3-e003Coalescence-mBHI-p7,4762,19213
C2-e004Assembly-mBHI-p7,4582,18608
D10-e003Coalescence-mGAM-p7,4888,19327
C12-e003Coalescence-mGAM-p3,4753,18778
C11-e003Coalescence-mGAM-p3,4888,19368
A10-e003Coalescence-mBHI-p7,4697,19253
C10-e003Coalescence-mBHI-p7,4531,19084
B9-e003Coalescence-mBHI-p5,4843,19142
F4-e004Assembly-epsilon-p3,3885,17161
B10-e003Coalescence-mBHI-p3,4870,19365
C11-e003Coalescence-mBHI-p5,4891,19390
A2-e003Coalescence-mGAM-p7,4682,18627
C5-e003Assembly-mBHI-p3,4876,19209
E3-e004Assembly-mGAM-p5,4027,17393
E2-e004Assembly-mGAM-p5,4051,17332
C3-e003GlycerolRevival-mBHI-p2,4817,19026
D10-e003Coalescence-mGAM-p3,4866,19247
B10-e003Coalescence-mGAM-p7,4651,18209
C4-e004Assembly-mBHI-p3,4659,18724
A9-e003Coalescence-mBHI-p7,4865,19240
C2-e003Coalescence-Inoculumn-mGAM,4836,19264
B3-e003Coalescence-Inoculumn-mGAM,4796,18888
D11-e003Coalescence-mGAM-p7,4878,19268
D5-e003Coalescence-mGAM-p3,4882,19307
D4-e004Assembly-mGAM-p3,4200,16465
