,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.763,0.151
C9-e003Coalescence-mGAM-p3,0.9909311685112436,0.0033641938776174177
D2-e004Assembly-mGAM-p7,0.214,0.043558209450510914
C11-e003Coalescence-mBHI-p3,0.77,0.15
D11-e003Coalescence-mBHI-p5,0.985,0.0018573964273158126
C9-e003Coalescence-mGAM-p7,0.9901949110734598,0.0031334297836995103
C8-e003Coalescence-mGAM-p7,0.41500000000000004,0.529
D10-e003Coalescence-mBHI-p3,0.6970000000000001,0.207
F3-e004Assembly-epsilon-p3,0.0026164446206062416,0.006225959561783013
B2-e003Coalescence-mBHI-p3,0.495,0.431
A8-e003Coalescence-mBHI-p3,0.9999543831001286,1.4439718208828547e-05
e004-inoculumn-fecal-BD,0.0019198217443783035,0.0026387130039765326
A4-e003Coalescence-mBHI-p7,0.573,0.38
B4-e003Coalescence-mBHI-p5,0.333,0.5
B9-e003Coalescence-mGAM-p5,0.9964038903093598,0.0010650006556244783
A4-e003Coalescence-mBHI-inoculumn-redo,0.46199999999999997,0.497
B3-e003Coalescence-mBHI-p3,0.345,0.588
D4-e003Coalescence-mBHI-p5,0.639,0.209
C2-e003Coalescence-mBHI-p5,0.21899999999999997,0.747
B3-e004Assembly-mBHI-p7,0.003698775057089728,0.008865478636631088
D4-e003Coalescence-mBHI-p3,0.55,0.281
C4-e003GlycerolRevival-mBHI-p2,0.29800000000000004,0.653
D10-e003Assembly-mGAM-p5,0.381,0.5
B2-e003Assembly-mBHI-p5,0.9987885959361559,0.0004918577072530163
C3-e004Assembly-mBHI-p5,0.00412215872561295,0.009882828644113344
B2-e003Coalescence-mBHI-p5,0.17100000000000004,0.762
B8-e003Assembly-mGAM-p5,0.9972856822490703,0.0013715676220053988
F4-e004Assembly-epsilon-p5,0.05300000000000005,0.00663072597624017
C4-e003Coalescence-mGAM-p7,0.31699999999999995,0.623
B12-e003Coalescence-mBHI-p3,0.9905041746932655,0.0029881007206643156
D3-e004Assembly-mGAM-p7,0.015440954917372919,0.034661981524567585
C8-e003Assembly-mGAM-p3,0.9991466245930095,0.0003476783225252066
C3-e003Coalescence-mGAM-p3,0.33699999999999997,0.539
B4-e003Assembly-mBHI-p5,0.16200000000000003,0.801
D4-e004Assembly-mGAM-p5,0.9886839684051005,0.004399147984231925
D3-e003Coalescence-Inoculumn-mBHI,0.352,0.517
C8-e003Assembly-mGAM-p5,0.9921497128714545,0.004996565618178028
C3-e003Coalescence-mBHI-p7,0.29700000000000004,0.592
D11-e003Coalescence-mGAM-p5,0.993288399394272,0.0022512256439276694
A11-e003Coalescence-mGAM-p7,0.9851334291108805,0.004876202646311381
B8-e003Coalescence-mBHI-p5,0.987,0.001049895786711529
B10-e003Assembly-mGAM-p5,0.583,0.333
C2-e003Coalescence-mGAM-p7,0.18000000000000005,0.794
D3-e003Coalescence-mBHI-p5,0.507,0.291
B11-e003Coalescence-mGAM-p3,0.997576756071932,0.0007530242976229091
C4-e003Coalescence-mBHI-inoculumn-redo,0.126,0.854
B5-e003Assembly-mBHI-p5,0.83,0.006953003969065201
D2-e003Coalescence-mBHI-p5,0.9955242520468541,0.002049590921754061
D8-e003Assembly-mGAM-p5,0.9966747877100135,0.0020445847415978807
D5-e003Coalescence-mGAM-p5,0.9892008066004415,0.0035192027188649016
