,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,17638,2784
C9-e003Coalescence-mGAM-p3,17442,2743
D2-e004Assembly-mGAM-p7,15785,2397
C11-e003Coalescence-mBHI-p3,17686,2795
D11-e003Coalescence-mBHI-p5,17531,2767
C9-e003Coalescence-mGAM-p7,17417,2747
C8-e003Coalescence-mGAM-p7,17777,2804
D10-e003Coalescence-mBHI-p3,17778,2815
F3-e004Assembly-epsilon-p3,16226,2344
B2-e003Coalescence-mBHI-p3,17782,2824
A8-e003Coalescence-mBHI-p3,17624,2811
e004-inoculumn-fecal-BD,15781,2153
A4-e003Coalescence-mBHI-p7,17777,2816
B4-e003Coalescence-mBHI-p5,15947,2378
B9-e003Coalescence-mGAM-p5,17511,2745
A4-e003Coalescence-mBHI-inoculumn-redo,17749,2812
B3-e003Coalescence-mBHI-p3,17744,2798
D4-e003Coalescence-mBHI-p5,17768,2819
C2-e003Coalescence-mBHI-p5,17522,2584
B3-e004Assembly-mBHI-p7,16272,2357
D4-e003Coalescence-mBHI-p3,17781,2822
C4-e003GlycerolRevival-mBHI-p2,17738,2750
D10-e003Assembly-mGAM-p5,16501,2471
B2-e003Assembly-mBHI-p5,17013,2776
C3-e004Assembly-mBHI-p5,16252,2337
B2-e003Coalescence-mBHI-p5,17529,2617
B8-e003Assembly-mGAM-p5,16832,2735
F4-e004Assembly-epsilon-p5,16198,2341
C4-e003Coalescence-mGAM-p7,17710,2716
B12-e003Coalescence-mBHI-p3,17511,2754
D3-e004Assembly-mGAM-p7,15977,2322
C8-e003Assembly-mGAM-p3,17185,2784
C3-e003Coalescence-mGAM-p3,17773,2808
B4-e003Assembly-mBHI-p5,17278,2398
D4-e004Assembly-mGAM-p5,17156,2704
D3-e003Coalescence-Inoculumn-mBHI,17777,2818
C8-e003Assembly-mGAM-p5,16194,2670
C3-e003Coalescence-mBHI-p7,17734,2798
D11-e003Coalescence-mGAM-p5,17401,2748
A11-e003Coalescence-mGAM-p7,17300,2735
B8-e003Coalescence-mBHI-p5,17644,2787
