,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C4-e003Coalescence-mBHI-inoculumn-redo,19777,12011
B5-e003Assembly-mBHI-p5,19434,11833
D2-e003Coalescence-mBHI-p5,19552,11920
D8-e003Assembly-mGAM-p5,18633,11582
D5-e003Coalescence-mGAM-p5,19368,11835
B5-e003Coalescence-mBHI-p5,19761,11990
D5-e003Coalescence-mBHI-p7,19551,11887
C9-e003Coalescence-mBHI-p5,19758,11983
A10-e003Coalescence-mBHI-p3,19689,11939
A5-e003Coalescence-mGAM-p3,19440,11886
A2-e003Coalescence-Inoculumn-mGAM,19417,11931
D8-e003Coalescence-mGAM-p5,19397,11817
A12-e003Coalescence-mGAM-p3,19077,11686
C2-e003Coalescence-mBHI-p3,19750,11991
C4-e004Assembly-mBHI-p5,19008,11711
D9-e003Coalescence-mGAM-p7,19510,11872
D4-e003Coalescence-mBHI-p7,19678,11950
D8-e003Assembly-mGAM-p3,18686,11639
E4-e004Assembly-mGAM-p7,18963,11720
E3-e004Assembly-mGAM-p3,18175,10951
D2-e004Assembly-mGAM-p3,17354,10480
B10-e003Coalescence-mGAM-p3,19396,11817
A9-e003Coalescence-mGAM-p7,19476,11877
B5-e003Coalescence-Inoculumn-mGAM,19483,11873
D10-e003Coalescence-mBHI-p5,19763,11991
D5-e003Coalescence-mBHI-p3,19586,11900
C5-e003Coalescence-mBHI-p3,19738,11981
D9-e003Coalescence-mGAM-p5,19587,11920
C9-e003Coalescence-mBHI-p3,19753,11983
D10-e003Coalescence-mGAM-p5,19511,11865
C8-e003Coalescence-mBHI-p7,19767,11999
B11-e003Assembly-mGAM-p5,19108,11647
G3-e004Assembly-epsilon-p7,18307,10991
B4-e003Coalescence-mGAM-p5,19572,11869
D4-e003Coalescence-mGAM-p5,19505,11872
C3-e004Assembly-mBHI-p7,18229,10947
B5-e003Coalescence-mGAM-p5,19322,11798
B5-e003Coalescence-Inoculumn-mBHI,19763,12006
G3-e004Assembly-epsilon-p3,18236,10955
C2-e003Coalescence-mGAM-p3,19655,11923
B5-e003Coalescence-mGAM-p7,18893,11529
D8-e003Coalescence-mBHI-p5,19478,11847
C10-e003Assembly-mGAM-p3,18183,11162
B10-e003Coalescence-mBHI-p5,19763,11994
D5-e003Coalescence-Inoculumn-mGAM,19239,11755
F2-e004Assembly-epsilon-p3,18100,10779
B3-e004Assembly-mBHI-p5,18217,10964
B5-e003Coalescence-mBHI-p3,19754,11996
G4-e004Assembly-epsilon-p5,18000,10682
C4-e003Coalescence-mGAM-p5,19707,11968
C5-e003Coalescence-mGAM-p7,19320,11768
C5-e003Coalescence-mBHI-inoculumn-redo,19776,12009
A2-e003Coalescence-mBHI-p7,19519,11942
A10-e003Coalescence-mBHI-p5,19765,11986
D2-e003Coalescence-mBHI-p7,13885,9103
B8-e003Assembly-mGAM-p3,18625,11635
A4-e003Coalescence-mGAM-p5,19538,11880
D5-e003Coalescence-mBHI-p5,19524,11849
D3-e003Assembly-mBHI-p3,19291,11780
D4-e003Coalescence-mGAM-p7,19582,11908
E4-e004Assembly-mGAM-p3,17270,10832
A8-e003Coalescence-mBHI-p7,19568,11973
E3-e004Assembly-mGAM-p7,17733,10672
B9-e003GlycerolRevival-mGAM-p2,18652,11415
C4-e003Coalescence-mGAM-p3,19752,11982
B2-e003Coalescence-Inoculumn-mGAM,19640,11978
D5-e003Coalescence-mGAM-p7,18250,11217
C5-e003Coalescence-mBHI-p5,19773,11997
C5-e003Coalescence-mGAM-p3,19584,11921
A3-e003Coalescence-mBHI-inoculumn-redo,19671,11927
D9-e003Assembly-mGAM-p5,19021,11650
B12-e003Coalescence-mGAM-p3,19468,11842
A11-e003Coalescence-mBHI-p7,19321,11809
A3-e003Coalescence-Inoculumn-mGAM,19480,11927
D10-e003Assembly-mGAM-p3,18604,11252
C3-e003Coalescence-mGAM-p5,19589,11877
B4-e004Assembly-mBHI-p5,19033,11739
C10-e003GlycerolRevival-mGAM-p2,18942,11535
D3-e003Assembly-mBHI-p5,19373,11795
A10-e003Coalescence-mGAM-p3,19726,11948
A9-e003Coalescence-mBHI-p3,19629,11936
A2-e003Coalescence-Inoculumn-mBHI,19777,12011
D3-e003Coalescence-mBHI-p7,19774,12009
C3-e003Coalescence-mBHI-p5,19776,12009
D2-e003Assembly-mBHI-p3,19435,11940
B3-e003Assembly-mBHI-p5,19746,11979
A9-e003Coalescence-mBHI-p5,19551,11904
D5-e003Coalescence-Inoculumn-mBHI,19619,11913
B2-e003Coalescence-mGAM-p3,19710,11962
B4-e003Assembly-mBHI-p3,19643,11911
C11-e003Coalescence-mGAM-p5,19428,11834
G4-e004Assembly-epsilon-p3,18094,10748
B3-e003Coalescence-Inoculumn-mBHI,19750,11985
A8-e003Coalescence-mBHI-p5,19519,11961
C2-e003Assembly-mBHI-p5,19253,11883
D9-e003Coalescence-mBHI-p3,19028,11631
D5-e003Assembly-mBHI-p5,19559,11900
A5-e003Coalescence-mBHI-p7,19576,11941
G2-e004Assembly-epsilon-p3,18101,10805
BG-Fecal,18230,10920
D2-e003Coalescence-mGAM-p5,19584,11934
B9-e003Assembly-mGAM-p5,18950,11595
D3-e003Coalescence-mGAM-p3,19667,11935
D9-e003Coalescence-mGAM-p3,19591,11898
E2-e004Assembly-mGAM-p7,17871,10762
D3-e003Coalescence-mGAM-p5,19710,11978
C10-e003Coalescence-mGAM-p3,19559,11792
A5-e003Coalescence-mBHI-inoculumn-redo,19727,11996
B11-e003Assembly-mGAM-p3,17152,10508
D2-e003Assembly-mBHI-p5,19207,11865
B9-e003Coalescence-mGAM-p7,19341,11801
B11-e003Coalescence-mGAM-p7,19362,11813
C3-e003Coalescence-Inoculumn-mGAM,19641,11915
B5-e003Coalescence-mBHI-p7,19776,12010
A3-e003Coalescence-mGAM-p7,19573,11879
D4-e003Coalescence-Inoculumn-mBHI,19776,12004
A4-e003Coalescence-mBHI-p5,19774,12004
B3-e003Coalescence-mBHI-p7,19758,11995
C2-e004Assembly-mBHI-p7,19098,11558
D10-e003Coalescence-mGAM-p7,19547,11890
C12-e003Coalescence-mGAM-p3,19116,11644
C11-e003Coalescence-mGAM-p3,19678,11943
A10-e003Coalescence-mBHI-p7,19765,11993
C10-e003Coalescence-mBHI-p7,19770,11989
B9-e003Coalescence-mBHI-p5,19576,11914
F4-e004Assembly-epsilon-p3,18119,10783
B10-e003Coalescence-mBHI-p3,19739,11978
C11-e003Coalescence-mBHI-p5,19752,11991
A2-e003Coalescence-mGAM-p7,19188,11856
C5-e003Assembly-mBHI-p3,19511,11872
E3-e004Assembly-mGAM-p5,18218,10967
E2-e004Assembly-mGAM-p5,18000,10734
C3-e003GlycerolRevival-mBHI-p2,19454,11857
D10-e003Coalescence-mGAM-p3,19560,11873
B10-e003Coalescence-mGAM-p7,18732,11469
C4-e004Assembly-mBHI-p3,19223,11791
A9-e003Coalescence-mBHI-p7,19672,11951
C2-e003Coalescence-Inoculumn-mGAM,19670,11957
B3-e003Coalescence-Inoculumn-mGAM,19330,11798
D11-e003Coalescence-mGAM-p7,19453,11840
D5-e003Coalescence-mGAM-p3,19543,11873
D4-e004Assembly-mGAM-p3,16713,10593
E4-e004Assembly-mGAM-p5,18871,11645
D2-e003Coalescence-Inoculumn-mBHI,19710,12000
B4-e003Coalescence-Inoculumn-mGAM,19720,11980
F2-e004Assembly-epsilon-p7,18045,10754
A10-e003Coalescence-mGAM-p7,19702,11914
B2-e003Assembly-mBHI-p3,19135,11865
F4-e004Assembly-epsilon-p7,18008,10676
D9-e003Coalescence-mBHI-p5,19620,11937
C4-e003Coalescence-Inoculumn-mGAM,19505,11757
D4-e003Coalescence-mGAM-p3,19529,11875
B9-e003Coalescence-mBHI-p7,19564,11892
A2-e003Coalescence-mGAM-p5,19343,11893
D11-e003Assembly-mGAM-p5,18645,11467
C3-e003Coalescence-mGAM-p7,19503,11805
B11-e003GlycerolRevival-mGAM-p2,19075,11670
B3-e003Coalescence-mGAM-p5,19604,11879
D9-e003Coalescence-mBHI-p7,19524,11889
B10-e003Assembly-mGAM-p3,19160,11587
D3-e004Assembly-mGAM-p5,17986,10789
C5-e003Coalescence-mBHI-p7,19603,11902
D12-e003Coalescence-mBHI-p3,19248,11759
E2-e004Assembly-mGAM-p3,11260,6987
D4-e004Assembly-mGAM-p7,19236,11784
C11-e003Coalescence-mGAM-p7,19417,11844
C11-e003Assembly-mGAM-p3,12090,7887
D10-e003Coalescence-mBHI-p7,19752,11969
C9-e003Coalescence-mBHI-p7,19710,11972
A2-e003Coalescence-mBHI-p3,19526,11957
B8-e003Coalescence-mGAM-p5,19334,11823
C3-e004Assembly-mBHI-p3,18188,10923
C11-e003Assembly-mGAM-p5,7383,4928
B10-e003GlycerolRevival-mGAM-p2,19190,11627
B3-e003Coalescence-mBHI-p5,19753,11990
C2-e003Coalescence-mBHI-inoculumn-redo,19775,12008
A8-e003Coalescence-mGAM-p7,19250,11876
C11-e003GlycerolRevival-mGAM-p2,19093,11683
B2-e003Coalescence-Inoculumn-mBHI,19667,11924
A11-e003Coalescence-mBHI-p5,19421,11838
C10-e003Coalescence-mGAM-p5,19435,11723
C4-e003Assembly-mBHI-p5,19727,11953
C9-e003Assembly-mGAM-p5,19220,11731
A5-e003Coalescence-Inoculumn-mGAM,19639,11982
A3-e003Coalescence-mBHI-p3,19777,12011
D4-e003Coalescence-Inoculumn-mGAM,18988,11519
A2-e003Coalescence-mBHI-p5,19495,11958
G2-e004Assembly-epsilon-p5,18242,10892
C5-e003Assembly-mBHI-p5,19236,11688
C10-e003Coalescence-mBHI-p5,19768,11980
B9-e003Coalescence-mBHI-p3,19450,11840
C3-e003Coalescence-mBHI-inoculumn-redo,19762,11995
e004-inoculumn-fecal-AR,8664,5127
B5-e003Coalescence-mGAM-p3,19366,11778
C3-e003Assembly-mBHI-p5,19324,11801
F2-e004Assembly-epsilon-p5,18056,10770
A5-e003Coalescence-mBHI-p3,19436,11884
C4-e004Assembly-mBHI-p7,19322,11763
A4-e003Coalescence-mBHI-p3,19753,11990
C9-e003GlycerolRevival-mGAM-p2,19196,11714
B2-e004Assembly-mBHI-p7,18996,11654
B4-e004Assembly-mBHI-p3,18484,11359
F3-e004Assembly-epsilon-p5,18261,10956
C9-e003Coalescence-mGAM-p5,19400,11825
A2-e003Coalescence-mBHI-inoculumn-redo,19654,11979
C2-e003Coalescence-mGAM-p5,19734,11970
B8-e003GlycerolRevival-mGAM-p2,19164,11836
C8-e003Coalescence-mBHI-p5,19773,11994
B8-e003Coalescence-mGAM-p7,19519,11909
B4-e003Coalescence-Inoculumn-mBHI,19761,11993
D2-e003Coalescence-Inoculumn-mGAM,19592,11962
B8-e003Coalescence-mBHI-p7,19623,11935
B3-e004Assembly-mBHI-p3,18168,10932
D3-e003Coalescence-Inoculumn-mGAM,19471,11861
B11-e003Coalescence-mBHI-p3,19524,11888
C5-e003Coalescence-Inoculumn-mGAM,19734,11977
C4-e003Coalescence-mBHI-p5,19767,11991
B2-e004Assembly-mBHI-p3,19313,11728
G3-e004Assembly-epsilon-p5,18218,10934
A11-e003Coalescence-mBHI-p3,19559,11899
B2-e004Assembly-mBHI-p5,19381,11815
B4-e004Assembly-mBHI-p7,19164,11746
B2-e003Coalescence-mBHI-p7,19536,11811
A4-e003Coalescence-Inoculumn-mGAM,19742,11995
B4-e003Coalescence-mBHI-p3,19761,11994
A5-e003Coalescence-Inoculumn-mBHI,19460,11904
C2-e003Coalescence-mBHI-p7,19454,11762
A9-e003Coalescence-mGAM-p5,19474,11888
C10-e003Coalescence-mGAM-p7,19516,11771
F3-e004Assembly-epsilon-p7,18255,10960
A11-e003Coalescence-mGAM-p3,19440,11834
C10-e003Coalescence-mBHI-p3,19772,11990
D2-e003Coalescence-mBHI-p3,19583,11932
C5-e003GlycerolRevival-mBHI-p2,19438,11822
H5-e003Coalescence-mBHI-p5_S40,19575,11902
E2-e003Coalescence-mGAM-p7_S145,18805,11809
G5-e003Coalescence-mBHI-p7_S124,19716,11988
H111-e003Coalescence-mGAM-p7_S188,19319,11830
H4-e003Coalescence-mGAM-p7_S183,19475,11919
F5-e003Coalescence-mGAM-p5_S64,19444,11890
F5-e003Coalescence-mGAM-p7_S160,19532,11903
F8-e003Coalescence-mBHI-p3_S117,19195,11816
H3-e003Coalescence-mBHI-p3_S46,19745,11998
H2-e003Coalescence-mBHI-p7_S133,19334,11883
E5-e003Coalescence-mBHI-p3_S12,19409,11873
F100-e003Coalescence-mGAM-p7_S163,19111,11746
F9-e003Coalescence-mBHI-p5_S18,19188,11789
H3-e003Coalescence-mBHI-p7_S134,19767,12001
E3-e003Coalescence-mGAM-p3_S58,19692,11941
G4-e003Coalescence-mBHI-p5_S27,19729,11962
E8-e003Coalescence-mBHI-p5_S5,19024,11877
G2-e003Coalescence-mBHI-p3_S33,19725,11986
E9-e003Coalescence-mBHI-p5_S6,19288,11845
H111-e003Coalescence-mBHI-p3_S144,19274,11810
G111-e003Coalescence-mGAM-p5_S80,19171,11768
G100-e003Coalescence-mGAM-p3_S179,19292,11675
F111-e003Coalescence-mGAM-p5_S68,19102,11735
G111-e003Coalescence-mBHI-p5_S32,19759,11998
G5-e003Coalescence-mBHI-p3_S36,19764,11997
H2-e003Coalescence-mGAM-p7_S181,19468,11922
H9-e003Coalescence-mGAM-p3_S190,18620,11482
F2-e003Coalescence-mBHI-p7_S109,12716,6986
E3-e003Coalescence-mBHI-p3_S10,19751,11995
H2-e003Coalescence-mGAM-p5_S85,17548,11146
G8-e003Coalescence-mGAM-p3_S177,19385,11739
F2-e003Coalescence-mGAM-p7_S157,19689,11955
H3-e003Coalescence-mGAM-p3_S94,19306,11844
H4-e003Coalescence-mGAM-p3_S95,19187,11699
E5-e003Coalescence-mBHI-p7_S100,19237,11847
G111-e003Coalescence-mBHI-p3_S132,14249,8969
F3-e003Coalescence-mGAM-p3_S70,15822,9252
E100-e003Coalescence-mBHI-p7_S103,19623,11859
F9-e003Coalescence-mGAM-p5_S66,19100,11733
G111-e003Coalescence-mGAM-p7_S176,10243,6677
H100-e003Coalescence-mGAM-p7_S187,18682,11573
E100-e003Coalescence-mGAM-p3_S155,19620,11889
E3-e003Coalescence-mGAM-p5_S50,19723,11969
F5-e003Coalescence-mGAM-p3_S72,18427,11361
E9-e003Coalescence-mBHI-p7_S102,19346,11885
E5-e003Coalescence-mBHI-p5_S4,19213,11837
F111-e003Coalescence-mGAM-p7_S164,18936,11707
E111-e003Coalescence-mBHI-p5_S8,19179,11793
H100-e003Coalescence-mBHI-p5_S43,19740,11991
F2-e003Coalescence-mGAM-p5_S61,19700,11961
F5-e003Coalescence-mBHI-p5_S16,19744,11993
F8-e003Coalescence-mGAM-p5_S65,18946,11653
H8-e003Coalescence-mBHI-p7_S137,19147,11782
G9-e003Coalescence-mGAM-p5_S78,18900,11674
E2-e003Coalescence-mBHI-p5_S1,19037,11878
E2-e003Coalescence-mBHI-p3_S9,19066,11886
G8-e003Coalescence-mGAM-p5_S77,19651,11855
G3-e003Coalescence-mBHI-p3_S34,19757,11976
G100-e003Coalescence-mBHI-p5_S31,19760,11956
F9-e003Coalescence-mBHI-p3_S118,17407,11042
E111-e003Coalescence-mBHI-p3_S108,18642,11602
G3-e003Coalescence-mBHI-p5_S26,19772,12002
G5-e003Coalescence-mBHI-p5_S28,19763,12002
H111-e003Coalescence-mGAM-p5_S92,19085,11788
G4-e003Coalescence-mBHI-p3_S35,19729,11949
H9-e003Coalescence-mGAM-p5_S90,19183,11798
H2-e003Coalescence-mBHI-p3_S45,19338,11876
E8-e003Coalescence-mBHI-p7_S101,19556,11968
E4-e003Coalescence-mBHI-p5_S3,19776,12005
H2-e003Coalescence-mGAM-p3_S93,19198,11831
E4-e003Coalescence-mGAM-p5_S51,18767,11531
G9-e003Coalescence-mGAM-p7_S174,19115,11727
F2-e003Coalescence-mBHI-p3_S21,19766,12005
E8-e003Coalescence-mGAM-p3_S153,19746,11938
G111-e003Coalescence-mGAM-p3_S180,19485,11855
G5-e003Coalescence-mGAM-p3_S84,19270,11849
H8-e003Coalescence-mBHI-p5_S41,19206,11785
E100-e003Coalescence-mBHI-p5_S7,19762,11963
G100-e003Coalescence-mGAM-p7_S175,19198,11608
F9-e003Coalescence-mGAM-p7_S162,18889,11665
E2-e003Coalescence-mBHI-p7_S97,18305,11614
F8-e003Coalescence-mGAM-p7_S161,18917,11692
F3-e003Coalescence-mBHI-p3_S22,19758,11983
G3-e003Coalescence-mBHI-p7_S122,19768,11987
G5-e003Coalescence-mGAM-p5_S76,18976,11639
G5-e003Coalescence-mGAM-p7_S172,19393,11877
G4-e003Coalescence-mGAM-p5_S75,19737,11938
G8-e003Coalescence-mBHI-p3_S129,19746,11950
E5-e003Coalescence-mGAM-p3_S60,18967,11727
G2-e003Coalescence-mGAM-p5_S73,19750,11940
E5-e003Coalescence-mGAM-p7_S148,19469,11952
H9-e003Coalescence-mGAM-p7_S186,19326,11826
E100-e003Coalescence-mGAM-p5_S55,19310,11696
E8-e003Coalescence-mGAM-p5_S53,18910,11855
H5-e003Coalescence-mGAM-p3_S96,19017,11707
G4-e003Coalescence-mGAM-p3_S83,19619,11866
F4-e003Coalescence-mBHI-p7_S111,19757,11994
H3-e003Coalescence-mGAM-p7_S182,19487,11904
H5-e003Coalescence-mGAM-p5_S88,19052,11736
F4-e003Coalescence-mGAM-p5_S63,19680,11943
G4-e003Coalescence-mGAM-p7_S171,19641,11864
H8-e003Coalescence-mGAM-p5_S89,19054,11733
F3-e003Coalescence-mBHI-p5_S14,19747,11985
F100-e003Coalescence-mBHI-p7_S115,19757,11993
E3-e003Coalescence-mGAM-p7_S146,19725,11981
F100-e003Coalescence-mGAM-p3_S167,18293,11400
G100-e003Coalescence-mBHI-p3_S131,18464,11754
G4-e003Coalescence-mBHI-p7_S123,19730,11935
E9-e003Coalescence-mGAM-p3_S154,19141,11788
F3-e003Coalescence-mGAM-p5_S62,19675,11928
H4-e003Coalescence-mBHI-p7_S135,19734,11987
E3-e003Coalescence-mBHI-p5_S2,19771,12009
G111-e003Coalescence-mBHI-p7_S128,19747,11983
H3-e003Coalescence-mBHI-p5_S38,19759,12000
G3-e003Coalescence-mGAM-p3_S82,19540,11851
F111-e003Coalescence-mGAM-p3_S168,19063,11742
F3-e003Coalescence-mGAM-p7_S158,19475,11769
F8-e003Coalescence-mBHI-p7_S113,19192,11820
G2-e003Coalescence-mBHI-p7_S121,19677,11940
H4-e003Coalescence-mBHI-p3_S47,19728,11951
F3-e003Coalescence-mBHI-p7_S110,19662,11917
F100-e003Coalescence-mGAM-p5_S67,18753,11595
G8-e003Coalescence-mBHI-p7_S125,19747,11963
F4-e003Coalescence-mBHI-p5_S15,19754,11985
H111-e003Coalescence-mBHI-p5_S44,19168,11793
E111-e003Coalescence-mBHI-p7_S104,19031,11740
E2-e003Coalescence-mGAM-p3_S57,18958,11833
F2-e003Coalescence-mBHI-p5_S13,19773,12008
F4-e003Coalescence-mBHI-p3_S23,19740,11989
F2-e003Coalescence-mGAM-p3_S69,19649,11943
E9-e003Coalescence-mGAM-p5_S54,18907,11693
G3-e003Coalescence-mGAM-p5_S74,19493,11896
E111-e003Coalescence-mGAM-p5_S56,18920,11657
G100-e003Coalescence-mGAM-p5_S79,19431,11735
H100-e003Coalescence-mGAM-p5_S91,19080,11794
G9-e003Coalescence-mBHI-p3_S130,19489,11899
E4-e003Coalescence-mGAM-p7_S147,19219,11765
E4-e003Coalescence-mGAM-p3_S59,19580,11855
H4-e003Coalescence-mBHI-p5_S39,19754,12003
F4-e003Coalescence-mGAM-p3_S71,19718,11968
H100-e003Coalescence-mBHI-p7_S139,19757,12004
G8-e003Coalescence-mBHI-p5_S29,19762,11976
G2-e003Coalescence-mBHI-p5_S25,19749,11987
G8-e003Coalescence-mGAM-p7_S173,19743,11970
E4-e003Coalescence-mBHI-p3_S11,19767,12000
E2-e003Coalescence-mGAM-p5_S49,18900,11833
H9-e003Coalescence-mBHI-p5_S42,19346,11876
H111-e003Coalescence-mGAM-p3_S192,19189,11781
F5-e003Coalescence-mBHI-p3_S24,19755,12005
E8-e003Coalescence-mBHI-p3_S105,18419,11752
E8-e003Coalescence-mGAM-p7_S149,18994,11866
H5-e003Coalescence-mBHI-p7_S136,19279,11824
G9-e003Coalescence-mBHI-p5_S30,19761,12000
F111-e003Coalescence-mBHI-p7_S116,19266,11843
F5-e003Coalescence-mBHI-p7_S112,19756,11994
F4-e003Coalescence-mGAM-p7_S159,19725,11965
F111-e003Coalescence-mBHI-p3_S120,19131,11777
H3-e003Coalescence-mGAM-p5_S86,19299,11853
E4-e003Coalescence-mBHI-p7_S99,19626,11959
H4-e003Coalescence-mGAM-p5_S87,19310,11845
E100-e003Coalescence-mGAM-p7_S151,19401,11712
G9-e003Coalescence-mGAM-p3_S178,19249,11789
H9-e003Coalescence-mBHI-p7_S138,19336,11862
H8-e003Coalescence-mGAM-p7_S185,19282,11823
G2-e003Coalescence-mGAM-p3_S81,19643,11887
F111-e003Coalescence-mBHI-p5_S20,19190,11823
F8-e003Coalescence-mBHI-p5_S17,19289,11843
G100-e003Coalescence-mBHI-p7_S127,19738,11935
E5-e003Coalescence-mGAM-p5_S52,19251,11851
