,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.041,0.782
C9-e003Coalescence-mGAM-p3,0.00644835527741717,0.913
D2-e004Assembly-mGAM-p7,0.05465774071387886,0.04012838057285389
C11-e003Coalescence-mBHI-p3,0.05300000000000005,0.78
D11-e003Coalescence-mBHI-p5,0.0009855424161058974,0.99
C9-e003Coalescence-mGAM-p7,0.0031760460697919076,0.9905407947016219
C8-e003Coalescence-mGAM-p7,0.337,0.004220030542926539
D10-e003Coalescence-mBHI-p3,0.133,0.611
F3-e004Assembly-epsilon-p3,0.0036864712063658885,0.0036141541533294976
B2-e003Coalescence-mBHI-p3,0.38,0.201
A8-e003Coalescence-mBHI-p3,0.999933231006389,1.286362672041737e-05
e004-inoculumn-fecal-BD,0.0020411504767512013,0.0022513181095354814
A4-e003Coalescence-mBHI-p7,0.524,0.0030035248763673576
B4-e003Coalescence-mBHI-p5,0.06084499118974281,0.05444292292596179
B9-e003Coalescence-mGAM-p5,0.001113243803721369,0.9966146737075116
A4-e003Coalescence-mBHI-inoculumn-redo,0.475,0.002586770964289228
B3-e003Coalescence-mBHI-p3,0.005,0.389
D4-e003Coalescence-mBHI-p5,0.14,0.55
C2-e003Coalescence-mBHI-p5,0.211,0.00226117624000072
B3-e004Assembly-mBHI-p7,0.005186662760909338,0.00509106573932148
D4-e003Coalescence-mBHI-p3,0.195,0.386
C4-e003GlycerolRevival-mBHI-p2,0.233,0.0026343549409045264
D10-e003Assembly-mGAM-p5,0.059080001222925484,0.03738711288627957
B2-e003Assembly-mBHI-p5,0.998587606289098,0.0004195212825868867
C3-e004Assembly-mBHI-p5,0.005817467308183951,0.005688086775425586
B2-e003Coalescence-mBHI-p5,0.0037781660109108134,0.21
B8-e003Assembly-mGAM-p5,0.996791816656714,0.0013259518277391673
F4-e004Assembly-epsilon-p5,0.009486567663940682,0.006501109592247227
C4-e003Coalescence-mGAM-p7,0.246,0.005603697534125661
B12-e003Coalescence-mBHI-p3,0.0025110166351244466,0.992193744496634
D3-e004Assembly-mGAM-p7,0.021137368436050595,0.020398489574790048
C8-e003Assembly-mGAM-p3,0.9989428487458172,0.0003062540999215369
C3-e003Coalescence-mGAM-p3,0.185,0.239
B4-e003Assembly-mBHI-p5,0.132,0.003083578666397078
D4-e004Assembly-mGAM-p5,0.885,0.007819726283952113
D3-e003Coalescence-Inoculumn-mBHI,0.001511156411219511,0.436
C8-e003Assembly-mGAM-p5,0.9919764237753043,0.004567482647017357
C3-e003Coalescence-mBHI-p7,0.12,0.261
D11-e003Coalescence-mGAM-p5,0.00015339062855668448,0.9996841565537916
A11-e003Coalescence-mGAM-p7,0.0005289875702161978,0.9991866589607892
B8-e003Coalescence-mBHI-p5,0.078,0.887
B10-e003Assembly-mGAM-p5,0.241,0.01429259410921568
C2-e003Coalescence-mGAM-p7,0.155,0.0010051619508036841
D3-e003Coalescence-mBHI-p5,0.00531701253947635,0.586
B11-e003Coalescence-mGAM-p3,0.0006510828461581332,0.9979607003494245
C4-e003Coalescence-mBHI-inoculumn-redo,0.10599999999999998,0.003926915466506875
B5-e003Assembly-mBHI-p5,0.0026419352393664552,0.915
D2-e003Coalescence-mBHI-p5,0.158,0.823
D8-e003Assembly-mGAM-p5,0.9957593262068333,0.0017384921028248093
D5-e003Coalescence-mGAM-p5,0.0006807273981515613,0.9973757311872526
B5-e003Coalescence-mBHI-p5,0.005558433662701559,0.608
D5-e003Coalescence-mBHI-p7,0.0011956727570823947,0.953
C9-e003Coalescence-mBHI-p5,0.17,0.461
A10-e003Coalescence-mBHI-p3,0.349,0.008645956378285033
A5-e003Coalescence-mGAM-p3,0.20799999999999996,0.769
A2-e003Coalescence-Inoculumn-mGAM,0.9996977836572626,5.767187064007558e-05
D8-e003Coalescence-mGAM-p5,0.0005878246293607212,0.9992022737747235
A12-e003Coalescence-mGAM-p3,0.0034767365072869622,0.9958543000460426
C2-e003Coalescence-mBHI-p3,0.169,0.004
C4-e004Assembly-mBHI-p5,0.762,0.008780845723366642
D9-e003Coalescence-mGAM-p7,0.0015460515297653261,0.9953091353907512
D4-e003Coalescence-mBHI-p7,0.085,0.703
D8-e003Assembly-mGAM-p3,0.9966493229215952,0.0014224276535963714
E4-e004Assembly-mGAM-p7,0.889,0.007745514731987864
E3-e004Assembly-mGAM-p3,0.011797149445950568,0.011602249027439247
D2-e004Assembly-mGAM-p3,0.03613767030530888,0.0320321578822088
B10-e003Coalescence-mGAM-p3,0.00724810962891965,0.915
A9-e003Coalescence-mGAM-p7,0.111,0.818
B5-e003Coalescence-Inoculumn-mGAM,0.0029658011557167313,0.9908602281705465
D10-e003Coalescence-mBHI-p5,0.142,0.506
D5-e003Coalescence-mBHI-p3,0.0012569531716612888,0.853
C5-e003Coalescence-mBHI-p3,0.141,0.491
D9-e003Coalescence-mGAM-p5,0.001464409005401297,0.9955271731677234
C9-e003Coalescence-mBHI-p3,0.157,0.46699999999999997
D10-e003Coalescence-mGAM-p5,0.006986561975979905,0.897
C8-e003Coalescence-mBHI-p7,0.22,0.0019477221469332757
B11-e003Assembly-mGAM-p5,0.0006553507664701057,0.9990094131349653
G3-e004Assembly-epsilon-p7,0.003944571132202307,0.0038862956370198758
B4-e003Coalescence-mGAM-p5,0.222,0.321
D4-e003Coalescence-mGAM-p5,0.0048987274865202185,0.38
C3-e004Assembly-mBHI-p7,0.0022704237935417897,0.002224187777570261
