,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.7110000000000001,0.3
C9-e003Coalescence-mGAM-p3,0.921,0.096
D2-e004Assembly-mGAM-p7,0.21399999999999997,0.06468801156486849
C11-e003Coalescence-mBHI-p3,0.719,0.307
D11-e003Coalescence-mBHI-p5,0.979,0.021
C9-e003Coalescence-mGAM-p7,0.9884856035455355,0.010155023383743307
C8-e003Coalescence-mGAM-p7,0.394,0.933
D10-e003Coalescence-mBHI-p3,0.581,0.458
F3-e004Assembly-epsilon-p3,0.0030917465874917296,0.006072075837702184
B2-e003Coalescence-mBHI-p3,0.505,0.4005
A8-e003Coalescence-mBHI-p3,0.9999551109545167,2.1137491124811844e-05
e004-inoculumn-fecal-BD,0.0021368535046045562,0.0035371555630058006
A4-e003Coalescence-mBHI-p7,0.556,0.611
B4-e003Coalescence-mBHI-p5,0.30000000000000004,0.9473314360850275
B9-e003Coalescence-mGAM-p5,0.9957430765576524,0.003958972309104685
A4-e003Coalescence-mBHI-inoculumn-redo,0.46299999999999997,0.508
B3-e003Coalescence-mBHI-p3,0.34099999999999997,0.579
D4-e003Coalescence-mBHI-p5,0.516,0.524
C2-e003Coalescence-mBHI-p5,0.21799999999999997,0.8294999999999999
B3-e004Assembly-mBHI-p7,0.004345707851717887,0.008512243216648832
D4-e003Coalescence-mBHI-p3,0.427,0.6585000000000001
C4-e003GlycerolRevival-mBHI-p2,0.28400000000000003,0.9977924037840374
D10-e003Assembly-mGAM-p5,0.33299999999999996,0.971395031289159
B2-e003Assembly-mBHI-p5,0.9986818686488391,0.0005722651964449293
C3-e004Assembly-mBHI-p5,0.004854306281446015,0.009592945828768113
B2-e003Coalescence-mBHI-p5,0.17300000000000004,0.746
B8-e003Assembly-mGAM-p5,0.997223033327293,0.0017109538952397123
F4-e004Assembly-epsilon-p5,0.052000000000000046,0.042
C4-e003Coalescence-mGAM-p7,0.30200000000000005,0.9954377577155804
B12-e003Coalescence-mBHI-p3,0.9887766151162031,0.010901483658984638
D3-e004Assembly-mGAM-p7,0.017737960322652575,0.032899292678527856
C8-e003Assembly-mGAM-p3,0.9991418124476409,0.0004181287069862815
C3-e003Coalescence-mGAM-p3,0.32099999999999995,0.7455
B4-e003Assembly-mBHI-p5,0.15700000000000003,0.9969077588264191
D4-e004Assembly-mGAM-p5,0.9872728076613059,0.014157507264566677
D3-e003Coalescence-Inoculumn-mBHI,0.351,0.5165
C8-e003Assembly-mGAM-p5,0.9921712481202403,0.00489175106660004
C3-e003Coalescence-mBHI-p7,0.29100000000000004,0.718
D11-e003Coalescence-mGAM-p5,0.9919586046969711,0.007768400155334591
A11-e003Coalescence-mGAM-p7,0.9822071785669148,0.017136176813238067
B8-e003Coalescence-mBHI-p5,0.957,0.015
B10-e003Assembly-mGAM-p5,0.467,0.9908323779400247
C2-e003Coalescence-mGAM-p7,0.17500000000000004,0.966
D3-e003Coalescence-mBHI-p5,0.452,0.378
B11-e003Coalescence-mGAM-p3,0.9864999999999999,0.002785986963347056
C4-e003Coalescence-mBHI-inoculumn-redo,0.122,0.9959974593935104
B5-e003Assembly-mBHI-p5,0.7969999999999999,0.091
D2-e003Coalescence-mBHI-p5,0.98,0.004437332240591772
D8-e003Assembly-mGAM-p5,0.9965534394793619,0.0024328917964825045
D5-e003Coalescence-mGAM-p5,0.957,0.010398989706509668
B5-e003Coalescence-mBHI-p5,0.477,0.356
D5-e003Coalescence-mBHI-p7,0.899,0.051000000000000045
C9-e003Coalescence-mBHI-p5,0.481,0.54
A10-e003Coalescence-mBHI-p3,0.429,0.955
A5-e003Coalescence-mGAM-p3,0.9884524920154373,0.011164734750723779
A2-e003Coalescence-Inoculumn-mGAM,0.9999589270764728,3.32506045764781e-05
D8-e003Coalescence-mGAM-p5,0.9913971896392301,0.008379725017953065
A12-e003Coalescence-mGAM-p3,0.9773915959217379,0.021461646306871612
C2-e003Coalescence-mBHI-p3,0.18100000000000005,0.888
C4-e004Assembly-mBHI-p5,0.929,0.015547997518088663
D9-e003Coalescence-mGAM-p7,0.977,0.006359148445504085
D4-e003Coalescence-mBHI-p7,0.667,0.362
D8-e003Assembly-mGAM-p3,0.9970146004385069,0.0018393707700860684
E4-e004Assembly-mGAM-p7,0.9875473183630713,0.014061929231630776
