,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.754,0.224
C9-e003Coalescence-mGAM-p3,0.955,0.846
D2-e004Assembly-mGAM-p7,0.23099999999999998,0.053355119535007045
C11-e003Coalescence-mBHI-p3,0.762,0.2185
D11-e003Coalescence-mBHI-p5,0.984,0.014
C9-e003Coalescence-mGAM-p7,0.9888284749568701,0.9873642271293248
C8-e003Coalescence-mGAM-p7,0.42200000000000004,0.554
D10-e003Coalescence-mBHI-p3,0.681,0.292
F3-e004Assembly-epsilon-p3,0.003042472568753256,0.00663157389494306
B2-e003Coalescence-mBHI-p3,0.51,0.514
A8-e003Coalescence-mBHI-p3,0.9999474889870061,2.3565602344022217e-05
e004-inoculumn-fecal-BD,0.0021139366899498675,0.0034242657842481045
A4-e003Coalescence-mBHI-p7,0.579,0.396
B4-e003Coalescence-mBHI-p5,0.357,0.615
B9-e003Coalescence-mGAM-p5,0.9958875917911133,0.971
A4-e003Coalescence-mBHI-inoculumn-redo,0.471,0.511
B3-e003Coalescence-mBHI-p3,0.35,0.984
D4-e003Coalescence-mBHI-p5,0.622,0.3105
C2-e003Coalescence-mBHI-p5,0.22599999999999998,0.76
B3-e004Assembly-mBHI-p7,0.00428198982157767,0.009160808357408918
D4-e003Coalescence-mBHI-p3,0.5469999999999999,0.382
C4-e003GlycerolRevival-mBHI-p2,0.30400000000000005,0.676
D10-e003Assembly-mGAM-p5,0.391,0.571
B2-e003Assembly-mBHI-p5,0.9986642476468027,0.000857411327722783
C3-e004Assembly-mBHI-p5,0.004778488493516472,0.010363340569531608
B2-e003Coalescence-mBHI-p5,0.17900000000000005,0.944
B8-e003Assembly-mGAM-p5,0.9970518891142767,0.0022556607935905657
F4-e004Assembly-epsilon-p5,0.05500000000000005,0.00818501279574631
C4-e003Coalescence-mGAM-p7,0.325,0.651
B12-e003Coalescence-mBHI-p3,0.9892477303847474,0.122
D3-e004Assembly-mGAM-p7,0.017671769446298783,0.03566245989657523
C8-e003Assembly-mGAM-p3,0.9990606142372972,0.0006671549368824663
C3-e003Coalescence-mGAM-p3,0.353,0.671
B4-e003Assembly-mBHI-p5,0.16800000000000004,0.821
D4-e004Assembly-mGAM-p5,0.9886639856287243,0.008031508239997787
D3-e003Coalescence-Inoculumn-mBHI,0.364,0.646
