,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,3587,17657
C9-e003Coalescence-mGAM-p3,3420,17389
D2-e004Assembly-mGAM-p7,3149,15571
C11-e003Coalescence-mBHI-p3,3607,17679
D11-e003Coalescence-mBHI-p5,3576,17641
C9-e003Coalescence-mGAM-p7,3404,17355
C8-e003Coalescence-mGAM-p7,3598,17656
D10-e003Coalescence-mBHI-p3,3607,17701
F3-e004Assembly-epsilon-p3,3200,16015
B2-e003Coalescence-mBHI-p3,3602,17696
A8-e003Coalescence-mBHI-p3,3460,17263
e004-inoculumn-fecal-BD,3024,15692
A4-e003Coalescence-mBHI-p7,3595,17675
B4-e003Coalescence-mBHI-p5,3091,15802
B9-e003Coalescence-mGAM-p5,3444,17453
A4-e003Coalescence-mBHI-inoculumn-redo,3577,17672
B3-e003Coalescence-mBHI-p3,3602,17699
D4-e003Coalescence-mBHI-p5,3604,17673
C2-e003Coalescence-mBHI-p5,3532,17543
B3-e004Assembly-mBHI-p7,3241,16012
D4-e003Coalescence-mBHI-p3,3604,17684
C4-e003GlycerolRevival-mBHI-p2,3599,17631
D10-e003Assembly-mGAM-p5,3231,16323
B2-e003Assembly-mBHI-p5,3360,16927
C3-e004Assembly-mBHI-p5,3224,15987
B2-e003Coalescence-mBHI-p5,3546,17618
B8-e003Assembly-mGAM-p5,3325,16797
F4-e004Assembly-epsilon-p5,3232,15808
C4-e003Coalescence-mGAM-p7,3582,17589
B12-e003Coalescence-mBHI-p3,3540,17557
D3-e004Assembly-mGAM-p7,3167,15706
C8-e003Assembly-mGAM-p3,3362,17014
C3-e003Coalescence-mGAM-p3,3606,17694
B4-e003Assembly-mBHI-p5,3421,17444
D4-e004Assembly-mGAM-p5,3389,16977
D3-e003Coalescence-Inoculumn-mBHI,3609,17700
C8-e003Assembly-mGAM-p5,3179,16189
C3-e003Coalescence-mBHI-p7,3605,17695
D11-e003Coalescence-mGAM-p5,3541,17532
A11-e003Coalescence-mGAM-p7,3526,17414
B8-e003Coalescence-mBHI-p5,3539,17547
B10-e003Assembly-mGAM-p5,3504,17372
C2-e003Coalescence-mGAM-p7,3490,17503
D3-e003Coalescence-mBHI-p5,3605,17685
B11-e003Coalescence-mGAM-p3,3592,17657
C4-e003Coalescence-mBHI-inoculumn-redo,3367,17429
B5-e003Assembly-mBHI-p5,3557,17505
D2-e003Coalescence-mBHI-p5,3578,17645
D8-e003Assembly-mGAM-p5,3267,16679
