,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.171,0.804
C9-e003Coalescence-mGAM-p3,0.06,0.962
D2-e004Assembly-mGAM-p7,0.06369183117078535,0.05663855010021161
C11-e003Coalescence-mBHI-p3,0.16800000000000004,0.804
D11-e003Coalescence-mBHI-p5,0.009,0.992
C9-e003Coalescence-mGAM-p7,0.004315390769450022,0.9936489479934556
C8-e003Coalescence-mGAM-p7,0.93,0.32599999999999996
D10-e003Coalescence-mBHI-p3,0.3055,0.706
F3-e004Assembly-epsilon-p3,0.005087237963301252,0.003062117866255938
B2-e003Coalescence-mBHI-p3,0.413,0.399
A8-e003Coalescence-mBHI-p3,0.9981371080532142,0.9981528443665998
e004-inoculumn-fecal-BD,0.00274922908671844,0.0021152993757966618
A4-e003Coalescence-mBHI-p7,0.669,0.347
B4-e003Coalescence-mBHI-p5,0.75,0.263
B9-e003Coalescence-mGAM-p5,0.001458120511953887,0.9978713706845445
A4-e003Coalescence-mBHI-inoculumn-redo,0.569,0.358
B3-e003Coalescence-mBHI-p3,0.39,0.385
D4-e003Coalescence-mBHI-p5,0.357,0.642
C2-e003Coalescence-mBHI-p5,0.756,0.15300000000000002
B3-e004Assembly-mBHI-p7,0.007158624856271137,0.004308940771667528
D4-e003Coalescence-mBHI-p3,0.485,0.529
C4-e003GlycerolRevival-mBHI-p2,0.9963182829203491,0.241
D10-e003Assembly-mGAM-p5,0.9531773238798718,0.05913047633976554
B2-e003Assembly-mBHI-p5,0.9799317045793476,0.9796648752054207
C3-e004Assembly-mBHI-p5,0.008122516082621425,0.0048294946357614965
B2-e003Coalescence-mBHI-p5,0.45999999999999996,0.21099999999999997
B8-e003Assembly-mGAM-p5,0.9639851853063082,0.9640179390611807
F4-e004Assembly-epsilon-p5,0.035,0.03400000000000003
C4-e003Coalescence-mGAM-p7,0.992385626397337,0.25
B12-e003Coalescence-mBHI-p3,0.003335605795071088,0.9950857589394559
D3-e004Assembly-mGAM-p7,0.02880870284571003,0.017587756562045007
C8-e003Assembly-mGAM-p3,0.9828080565893689,0.9828652379346351
C3-e003Coalescence-mGAM-p3,0.565,0.33699999999999997
B4-e003Assembly-mBHI-p5,0.9953818530566881,0.133
D4-e004Assembly-mGAM-p5,0.06499999999999995,0.952
D3-e003Coalescence-Inoculumn-mBHI,0.19,0.43100000000000005
C8-e003Assembly-mGAM-p5,0.9370897886853187,0.9364686808452602
C3-e003Coalescence-mBHI-p7,0.463,0.31499999999999995
D11-e003Coalescence-mGAM-p5,0.00015354203535950038,0.999677072442084
A11-e003Coalescence-mGAM-p7,0.00044229051072178113,0.999144347065986
B8-e003Coalescence-mBHI-p5,0.052,0.944
B10-e003Assembly-mGAM-p5,0.9830786786909512,0.30200000000000005
C2-e003Coalescence-mGAM-p7,0.952,0.14900000000000002
D3-e003Coalescence-mBHI-p5,0.173,0.593
B11-e003Coalescence-mGAM-p3,0.0008643453398255759,0.9987308710113465
C4-e003Coalescence-mBHI-inoculumn-redo,0.9940849042553535,0.10099999999999998
B5-e003Assembly-mBHI-p5,0.00328742917732691,0.903
D2-e003Coalescence-mBHI-p5,0.063,0.969
D8-e003Assembly-mGAM-p5,0.9591130765538022,0.9598549390043594
D5-e003Coalescence-mGAM-p5,0.0007329548444364284,0.9972080211126817
B5-e003Coalescence-mBHI-p5,0.133,0.612
D5-e003Coalescence-mBHI-p7,0.0015610274330785255,0.948
C9-e003Coalescence-mBHI-p5,0.443,0.562
A10-e003Coalescence-mBHI-p3,0.95,0.354
A5-e003Coalescence-mGAM-p3,0.053,0.9874438311067933
A2-e003Coalescence-Inoculumn-mGAM,0.9927519931007975,0.9928070776347755
D8-e003Coalescence-mGAM-p5,0.0003691282868720505,0.9995190041621198
A12-e003Coalescence-mGAM-p3,0.0018953678316436632,0.9972985775229415
C2-e003Coalescence-mBHI-p3,0.831,0.125
C4-e004Assembly-mBHI-p5,0.143,0.833
D9-e003Coalescence-mGAM-p7,0.002035004238852028,0.9970519915860229
D4-e003Coalescence-mBHI-p7,0.248,0.7615000000000001
D8-e003Assembly-mGAM-p3,0.9639431508355685,0.9636458739872534
E4-e004Assembly-mGAM-p7,0.01957044059257633,0.980908334538273
E3-e004Assembly-mGAM-p3,0.016104460712676533,0.009822280429049701
D2-e004Assembly-mGAM-p3,0.04253721304245764,0.03643843495869823
B10-e003Coalescence-mGAM-p3,0.061,0.9881513429707235
A9-e003Coalescence-mGAM-p7,0.016956570799915215,0.9823943503628922
B5-e003Coalescence-Inoculumn-mGAM,0.003926586969897336,0.9942169631176968
D10-e003Coalescence-mBHI-p5,0.435,0.63
D5-e003Coalescence-mBHI-p3,0.0016111771594492068,0.843
C5-e003Coalescence-mBHI-p3,0.385,0.56
D9-e003Coalescence-mGAM-p5,0.0019336542930751936,0.9971902642912615
C9-e003Coalescence-mBHI-p3,0.44,0.562
D10-e003Coalescence-mGAM-p5,0.11599999999999999,0.94
C8-e003Coalescence-mBHI-p7,0.8995,0.20899999999999996
B11-e003Assembly-mGAM-p5,0.0005800272706344925,0.9988358885520938
G3-e004Assembly-epsilon-p7,0.005450837438849701,0.0032666220153867885
B4-e003Coalescence-mGAM-p5,0.556,0.477
D4-e003Coalescence-mGAM-p5,0.627,0.454
C3-e004Assembly-mBHI-p7,0.003137508858184706,0.0018835759489723828
B5-e003Coalescence-mGAM-p5,0.011176478321857811,0.978916007549161
B5-e003Coalescence-Inoculumn-mBHI,0.18899999999999995,0.427
G3-e004Assembly-epsilon-p3,0.005684701197986663,0.003493952176839187
C2-e003Coalescence-mGAM-p3,0.943,0.122
B5-e003Coalescence-mGAM-p7,0.023646786048042323,0.833
D8-e003Coalescence-mBHI-p5,0.0007195165005729014,0.9991677489565816
C10-e003Assembly-mGAM-p3,0.9932996679704679,0.0518845368293883
B10-e003Coalescence-mBHI-p5,0.444,0.5509999999999999
D5-e003Coalescence-Inoculumn-mGAM,2.421034077596068e-05,0.9999410596855883
F2-e004Assembly-epsilon-p3,0.038,0.03700000000000003
B3-e004Assembly-mBHI-p5,0.009795699864453881,0.005860159449467839
B5-e003Coalescence-mBHI-p3,0.0865,0.702
G4-e004Assembly-epsilon-p5,0.006296721131713304,0.005288140256278028
C4-e003Coalescence-mGAM-p5,0.9924403762407225,0.23199999999999998
C5-e003Coalescence-mGAM-p7,0.194,0.893
C5-e003Coalescence-mBHI-inoculumn-redo,0.351,0.31799999999999995
A2-e003Coalescence-mBHI-p7,0.9965260866482383,0.9965799416820873
A10-e003Coalescence-mBHI-p5,0.948,0.29600000000000004
D2-e003Coalescence-mBHI-p7,0.06210208307329684,0.9306829821888103
B8-e003Assembly-mGAM-p3,0.9639851853063082,0.9636885361058826
A4-e003Coalescence-mGAM-p5,0.0008515631716802596,0.958
D5-e003Coalescence-mBHI-p5,0.87,0.246
D3-e003Assembly-mBHI-p3,0.0045790009668710985,0.9931483693945048
D4-e003Coalescence-mGAM-p7,0.4,0.708
E4-e004Assembly-mGAM-p3,0.07263085647208635,0.9282592144108999
A8-e003Coalescence-mBHI-p7,0.9989594217189292,0.9989791386635907
E3-e004Assembly-mGAM-p7,0.0392313945646721,0.024586741890558636
B9-e003GlycerolRevival-mGAM-p2,0.0173901616562069,0.9753680193425074
C4-e003Coalescence-mGAM-p3,0.984,0.18100000000000005
B2-e003Coalescence-Inoculumn-mGAM,0.5185,0.635
D5-e003Coalescence-mGAM-p7,0.004551455734512541,0.9920894801903066
C5-e003Coalescence-mBHI-p5,0.275,0.721
C5-e003Coalescence-mGAM-p3,0.608,0.472
A3-e003Coalescence-mBHI-inoculumn-redo,0.463,0.366
D9-e003Assembly-mGAM-p5,0.01069999071165501,0.9846627859942262
B12-e003Coalescence-mGAM-p3,0.005775167639032151,0.991575461316668
A11-e003Coalescence-mBHI-p7,0.0003941480344721001,0.9993705797865994
A3-e003Coalescence-Inoculumn-mGAM,0.476,0.629
D10-e003Assembly-mGAM-p3,0.9653394854103055,0.267
C3-e003Coalescence-mGAM-p5,0.559,0.5
B4-e004Assembly-mBHI-p5,0.015640667652318672,0.9852949370623175
C10-e003GlycerolRevival-mGAM-p2,0.9971093343631753,0.02010377783281679
D3-e003Assembly-mBHI-p5,0.0011961858994826225,0.9981980607229833
