,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,10460,9015
C9-e003Coalescence-mGAM-p3,10286,8844
D2-e004Assembly-mGAM-p7,9051,7809
C11-e003Coalescence-mBHI-p3,10474,9033
D11-e003Coalescence-mBHI-p5,10458,9011
C9-e003Coalescence-mGAM-p7,10298,8866
C8-e003Coalescence-mGAM-p7,10409,8984
D10-e003Coalescence-mBHI-p3,10485,9053
F3-e004Assembly-epsilon-p3,9050,7820
B2-e003Coalescence-mBHI-p3,10486,9054
A8-e003Coalescence-mBHI-p3,10320,9034
e004-inoculumn-fecal-BD,8752,7479
A4-e003Coalescence-mBHI-p7,10459,9039
B4-e003Coalescence-mBHI-p5,9291,8087
B9-e003Coalescence-mGAM-p5,10328,8865
A4-e003Coalescence-mBHI-inoculumn-redo,10400,9036
B3-e003Coalescence-mBHI-p3,10425,8995
D4-e003Coalescence-mBHI-p5,10486,9040
C2-e003Coalescence-mBHI-p5,9966,8654
B3-e004Assembly-mBHI-p7,9089,7848
D4-e003Coalescence-mBHI-p3,10484,9039
C4-e003GlycerolRevival-mBHI-p2,10292,8893
D10-e003Assembly-mGAM-p5,9558,8318
B2-e003Assembly-mBHI-p5,10002,8930
C3-e004Assembly-mBHI-p5,9072,7821
B2-e003Coalescence-mBHI-p5,10074,8653
B8-e003Assembly-mGAM-p5,9844,8824
F4-e004Assembly-epsilon-p5,9121,7698
C4-e003Coalescence-mGAM-p7,10249,8881
B12-e003Coalescence-mBHI-p3,10419,8970
D3-e004Assembly-mGAM-p7,8886,7692
C8-e003Assembly-mGAM-p3,10061,8950
C3-e003Coalescence-mGAM-p3,10465,9030
B4-e003Assembly-mBHI-p5,9718,8430
D4-e004Assembly-mGAM-p5,10013,8742
D3-e003Coalescence-Inoculumn-mBHI,10473,9024
C8-e003Assembly-mGAM-p5,9529,8578
C3-e003Coalescence-mBHI-p7,10407,8992
D11-e003Coalescence-mGAM-p5,10402,8947
A11-e003Coalescence-mGAM-p7,10380,8909
B8-e003Coalescence-mBHI-p5,10424,8953
B10-e003Assembly-mGAM-p5,10248,8874
C2-e003Coalescence-mGAM-p7,9863,8526
D3-e003Coalescence-mBHI-p5,10480,9037
B11-e003Coalescence-mGAM-p3,10463,9023
C4-e003Coalescence-mBHI-inoculumn-redo,9670,8403
B5-e003Assembly-mBHI-p5,10426,8940
D2-e003Coalescence-mBHI-p5,10476,9042
D8-e003Assembly-mGAM-p5,9728,8781
D5-e003Coalescence-mGAM-p5,10417,8942
B5-e003Coalescence-mBHI-p5,10475,9035
D5-e003Coalescence-mBHI-p7,10450,9007
C9-e003Coalescence-mBHI-p5,10470,9025
A10-e003Coalescence-mBHI-p3,10381,8961
A5-e003Coalescence-mGAM-p3,10435,8998
A2-e003Coalescence-Inoculumn-mGAM,10244,9017
D8-e003Coalescence-mGAM-p5,10411,8963
A12-e003Coalescence-mGAM-p3,10278,8796
C2-e003Coalescence-mBHI-p3,9784,8496
C4-e004Assembly-mBHI-p5,10017,8749
D9-e003Coalescence-mGAM-p7,10361,8891
D4-e003Coalescence-mBHI-p7,10469,9023
D8-e003Assembly-mGAM-p3,9817,8806
E4-e004Assembly-mGAM-p7,9991,8755
E3-e004Assembly-mGAM-p3,9079,7824
D2-e004Assembly-mGAM-p3,8796,7532
B10-e003Coalescence-mGAM-p3,10281,8845
A9-e003Coalescence-mGAM-p7,10372,8916
B5-e003Coalescence-Inoculumn-mGAM,10402,8935
D10-e003Coalescence-mBHI-p5,10484,9047
D5-e003Coalescence-mBHI-p3,10464,8999
C5-e003Coalescence-mBHI-p3,10456,9020
D9-e003Coalescence-mGAM-p5,10401,8954
C9-e003Coalescence-mBHI-p3,10460,9024
D10-e003Coalescence-mGAM-p5,10456,8991
C8-e003Coalescence-mBHI-p7,10174,8799
B11-e003Assembly-mGAM-p5,10311,8825
G3-e004Assembly-epsilon-p7,9116,7856
B4-e003Coalescence-mGAM-p5,10378,8940
D4-e003Coalescence-mGAM-p5,10401,8978
C3-e004Assembly-mBHI-p7,9089,7836
B5-e003Coalescence-mGAM-p5,10333,8840
B5-e003Coalescence-Inoculumn-mBHI,10454,9024
G3-e004Assembly-epsilon-p3,9125,7841
C2-e003Coalescence-mGAM-p3,9839,8464
B5-e003Coalescence-mGAM-p7,10087,8616
D8-e003Coalescence-mBHI-p5,10454,8995
C10-e003Assembly-mGAM-p3,9674,8542
B10-e003Coalescence-mBHI-p5,10465,9028
D5-e003Coalescence-Inoculumn-mGAM,10388,8876
F2-e004Assembly-epsilon-p3,9190,7744
B3-e004Assembly-mBHI-p5,9090,7855
B5-e003Coalescence-mBHI-p3,10481,9049
G4-e004Assembly-epsilon-p5,9086,7651
C4-e003Coalescence-mGAM-p5,10234,8839
C5-e003Coalescence-mGAM-p7,10365,8916
C5-e003Coalescence-mBHI-inoculumn-redo,10436,8987
A2-e003Coalescence-mBHI-p7,10316,9032
A10-e003Coalescence-mBHI-p5,10355,8965
D2-e003Coalescence-mBHI-p7,7083,6091
B8-e003Assembly-mGAM-p3,9799,8753
A4-e003Coalescence-mGAM-p5,10465,9019
D5-e003Coalescence-mBHI-p5,10354,8958
D3-e003Assembly-mBHI-p3,10269,8803
D4-e003Coalescence-mGAM-p7,10436,8987
E4-e004Assembly-mGAM-p3,9189,8118
A8-e003Coalescence-mBHI-p7,10334,9034
E3-e004Assembly-mGAM-p7,8846,7636
B9-e003GlycerolRevival-mGAM-p2,9926,8509
C4-e003Coalescence-mGAM-p3,10082,8664
B2-e003Coalescence-Inoculumn-mGAM,10395,8998
D5-e003Coalescence-mGAM-p7,9924,8480
C5-e003Coalescence-mBHI-p5,10489,9056
C5-e003Coalescence-mGAM-p3,10431,8984
A3-e003Coalescence-mBHI-inoculumn-redo,10369,8950
D9-e003Assembly-mGAM-p5,10100,8671
B12-e003Coalescence-mGAM-p3,10379,8918
A11-e003Coalescence-mBHI-p7,10372,8929
A3-e003Coalescence-Inoculumn-mGAM,10330,8980
D10-e003Assembly-mGAM-p3,9822,8532
C3-e003Coalescence-mGAM-p5,10376,8957
B4-e004Assembly-mBHI-p5,10005,8754
C10-e003GlycerolRevival-mGAM-p2,10095,8814
D3-e003Assembly-mBHI-p5,10271,8822
A10-e003Coalescence-mGAM-p3,10437,9005
A9-e003Coalescence-mBHI-p3,10388,8971
A2-e003Coalescence-Inoculumn-mBHI,10491,9056
D3-e003Coalescence-mBHI-p7,10470,9025
C3-e003Coalescence-mBHI-p5,10430,9011
D2-e003Assembly-mBHI-p3,10246,9021
B3-e003Assembly-mBHI-p5,10383,8943
A9-e003Coalescence-mBHI-p5,10365,8934
D5-e003Coalescence-Inoculumn-mBHI,10491,9056
B2-e003Coalescence-mGAM-p3,10196,8800
B4-e003Assembly-mBHI-p3,9950,8629
C11-e003Coalescence-mGAM-p5,10427,8953
G4-e004Assembly-epsilon-p3,8824,7540
B3-e003Coalescence-Inoculumn-mBHI,10080,8685
A8-e003Coalescence-mBHI-p5,10311,9022
C2-e003Assembly-mBHI-p5,10151,8967
D9-e003Coalescence-mBHI-p3,10229,8748
D5-e003Assembly-mBHI-p5,10413,8935
A5-e003Coalescence-mBHI-p7,10479,9046
G2-e004Assembly-epsilon-p3,9203,7777
BG-Fecal,8796,7650
D2-e003Coalescence-mGAM-p5,10467,9042
B9-e003Assembly-mGAM-p5,10057,8631
D3-e003Coalescence-mGAM-p3,10453,9019
D9-e003Coalescence-mGAM-p3,10439,8998
E2-e004Assembly-mGAM-p7,9142,7797
D3-e003Coalescence-mGAM-p5,10448,9006
C10-e003Coalescence-mGAM-p3,10341,8951
A5-e003Coalescence-mBHI-inoculumn-redo,10480,9056
B11-e003Assembly-mGAM-p3,9404,7981
D2-e003Assembly-mBHI-p5,10122,8950
B9-e003Coalescence-mGAM-p7,10262,8823
B11-e003Coalescence-mGAM-p7,10342,8857
C3-e003Coalescence-Inoculumn-mGAM,10421,8986
B5-e003Coalescence-mBHI-p7,10489,9043
A3-e003Coalescence-mGAM-p7,10125,8740
D4-e003Coalescence-Inoculumn-mBHI,10444,8988
A4-e003Coalescence-mBHI-p5,10451,9037
B3-e003Coalescence-mBHI-p7,10338,8897
C2-e004Assembly-mBHI-p7,10002,8585
D10-e003Coalescence-mGAM-p7,10468,9018
C12-e003Coalescence-mGAM-p3,10251,8783
C11-e003Coalescence-mGAM-p3,10472,9030
A10-e003Coalescence-mBHI-p7,10299,8910
C10-e003Coalescence-mBHI-p7,10164,8745
B9-e003Coalescence-mBHI-p5,10378,8919
F4-e004Assembly-epsilon-p3,8861,7596
B10-e003Coalescence-mBHI-p3,10459,9036
C11-e003Coalescence-mBHI-p5,10489,9049
A2-e003Coalescence-mGAM-p7,10129,8934
C5-e003Assembly-mBHI-p3,10438,8962
E3-e004Assembly-mGAM-p5,9025,7786
E2-e004Assembly-mGAM-p5,9104,7682
C3-e003GlycerolRevival-mBHI-p2,10301,8853
D10-e003Coalescence-mGAM-p3,10442,8988
B10-e003Coalescence-mGAM-p7,9927,8493
C4-e004Assembly-mBHI-p3,10099,8786
A9-e003Coalescence-mBHI-p7,10429,8980
C2-e003Coalescence-Inoculumn-mGAM,10421,9030
B3-e003Coalescence-Inoculumn-mGAM,10249,8811
D11-e003Coalescence-mGAM-p7,10454,9002
D5-e003Coalescence-mGAM-p3,10454,9008
D4-e004Assembly-mGAM-p3,8875,7906
E4-e004Assembly-mGAM-p5,9906,8716
D2-e003Coalescence-Inoculumn-mBHI,10454,9046
B4-e003Coalescence-Inoculumn-mGAM,10450,9014
F2-e004Assembly-epsilon-p7,9127,7703
A10-e003Coalescence-mGAM-p7,10336,8958
B2-e003Assembly-mBHI-p3,10092,8961
F4-e004Assembly-epsilon-p7,9078,7641
D9-e003Coalescence-mBHI-p5,10439,8967
C4-e003Coalescence-Inoculumn-mGAM,10315,8923
D4-e003Coalescence-mGAM-p3,10397,8967
B9-e003Coalescence-mBHI-p7,10402,8944
A2-e003Coalescence-mGAM-p5,10187,8984
D11-e003Assembly-mGAM-p5,10102,8611
C3-e003Coalescence-mGAM-p7,10347,8939
B11-e003GlycerolRevival-mGAM-p2,10307,8846
B3-e003Coalescence-mGAM-p5,10314,8883
D9-e003Coalescence-mBHI-p7,10377,8899
B10-e003Assembly-mGAM-p3,10116,8785
D3-e004Assembly-mGAM-p5,8968,7747
C5-e003Coalescence-mBHI-p7,10475,9035
D12-e003Coalescence-mBHI-p3,10355,8891
E2-e004Assembly-mGAM-p3,5669,4960
D4-e004Assembly-mGAM-p7,10113,8784
C11-e003Coalescence-mGAM-p7,10424,8963
C11-e003Assembly-mGAM-p3,6886,5715
D10-e003Coalescence-mBHI-p7,10472,9036
C9-e003Coalescence-mBHI-p7,10440,9023
A2-e003Coalescence-mBHI-p3,10311,9030
B8-e003Coalescence-mGAM-p5,10295,8838
C3-e004Assembly-mBHI-p3,9081,7814
C11-e003Assembly-mGAM-p5,4483,3239
B10-e003GlycerolRevival-mGAM-p2,10162,8842
B3-e003Coalescence-mBHI-p5,10278,8858
C2-e003Coalescence-mBHI-inoculumn-redo,10418,9037
A8-e003Coalescence-mGAM-p7,10153,8990
C11-e003GlycerolRevival-mGAM-p2,10281,8802
B2-e003Coalescence-Inoculumn-mBHI,10380,8983
A11-e003Coalescence-mBHI-p5,10439,8977
C10-e003Coalescence-mGAM-p5,10287,8914
C4-e003Assembly-mBHI-p5,10273,8886
C9-e003Assembly-mGAM-p5,10202,8782
A5-e003Coalescence-Inoculumn-mGAM,10450,9036
A3-e003Coalescence-mBHI-p3,10483,9055
D4-e003Coalescence-Inoculumn-mGAM,10108,8701
A2-e003Coalescence-mBHI-p5,10293,9024
G2-e004Assembly-epsilon-p5,9308,7852
C5-e003Assembly-mBHI-p5,10209,8665
C10-e003Coalescence-mBHI-p5,10194,8802
B9-e003Coalescence-mBHI-p3,10303,8854
C3-e003Coalescence-mBHI-inoculumn-redo,9948,8585
e004-inoculumn-fecal-AR,4399,3758
B5-e003Coalescence-mGAM-p3,10314,8847
C3-e003Assembly-mBHI-p5,10276,8836
F2-e004Assembly-epsilon-p5,9150,7721
A5-e003Coalescence-mBHI-p3,10420,8986
C4-e004Assembly-mBHI-p7,10181,8828
A4-e003Coalescence-mBHI-p3,10089,8749
C9-e003GlycerolRevival-mGAM-p2,10187,8731
B2-e004Assembly-mBHI-p7,10093,8768
B4-e004Assembly-mBHI-p3,9702,8527
F3-e004Assembly-epsilon-p5,9051,7829
C9-e003Coalescence-mGAM-p5,10324,8852
A2-e003Coalescence-mBHI-inoculumn-redo,10400,9044
C2-e003Coalescence-mGAM-p5,10168,8757
B8-e003GlycerolRevival-mGAM-p2,10070,8939
C8-e003Coalescence-mBHI-p5,10290,8930
B8-e003Coalescence-mGAM-p7,10368,8924
B4-e003Coalescence-Inoculumn-mBHI,9965,8633
D2-e003Coalescence-Inoculumn-mGAM,10419,9026
B8-e003Coalescence-mBHI-p7,10412,8967
B3-e004Assembly-mBHI-p3,9056,7822
D3-e003Coalescence-Inoculumn-mGAM,10393,8922
B11-e003Coalescence-mBHI-p3,10457,9011
C5-e003Coalescence-Inoculumn-mGAM,10474,9035
C4-e003Coalescence-mBHI-p5,10064,8667
B2-e004Assembly-mBHI-p3,10179,8795
G3-e004Assembly-epsilon-p5,9036,7785
A11-e003Coalescence-mBHI-p3,10472,9033
B2-e004Assembly-mBHI-p5,10245,8871
B4-e004Assembly-mBHI-p7,10056,8757
B2-e003Coalescence-mBHI-p7,10057,8681
A4-e003Coalescence-Inoculumn-mGAM,10462,9053
B4-e003Coalescence-mBHI-p3,10271,8874
A5-e003Coalescence-Inoculumn-mBHI,10375,8976
C2-e003Coalescence-mBHI-p7,9857,8632
A9-e003Coalescence-mGAM-p5,10374,8922
C10-e003Coalescence-mGAM-p7,10329,8929
F3-e004Assembly-epsilon-p7,9111,7846
A11-e003Coalescence-mGAM-p3,10413,8967
C10-e003Coalescence-mBHI-p3,10289,8909
D2-e003Coalescence-mBHI-p3,10482,9048
C5-e003GlycerolRevival-mBHI-p2,10353,8834
H5-e003Coalescence-mBHI-p5_S40,10464,8963
E2-e003Coalescence-mGAM-p7_S145,9966,8944
G5-e003Coalescence-mBHI-p7_S124,10485,9050
H111-e003Coalescence-mGAM-p7_S188,10423,8949
H4-e003Coalescence-mGAM-p7_S183,10448,9020
F5-e003Coalescence-mGAM-p5_S64,10408,8930
F5-e003Coalescence-mGAM-p7_S160,10409,8930
F8-e003Coalescence-mBHI-p3_S117,10289,8825
H3-e003Coalescence-mBHI-p3_S46,10479,9037
H2-e003Coalescence-mBHI-p7_S133,10463,9033
E5-e003Coalescence-mBHI-p3_S12,10478,9041
F100-e003Coalescence-mGAM-p7_S163,10245,8763
F9-e003Coalescence-mBHI-p5_S18,10325,8830
H3-e003Coalescence-mBHI-p7_S134,10472,9025
E3-e003Coalescence-mGAM-p3_S58,10115,8726
G4-e003Coalescence-mBHI-p5_S27,9903,8531
E8-e003Coalescence-mBHI-p5_S5,10075,9001
G2-e003Coalescence-mBHI-p3_S33,9675,8481
E9-e003Coalescence-mBHI-p5_S6,10377,8888
H111-e003Coalescence-mBHI-p3_S144,10431,8953
G111-e003Coalescence-mGAM-p5_S80,10400,8912
G100-e003Coalescence-mGAM-p3_S179,10204,8881
F111-e003Coalescence-mGAM-p5_S68,10318,8822
G111-e003Coalescence-mBHI-p5_S32,10485,9051
G5-e003Coalescence-mBHI-p3_S36,10481,9046
H2-e003Coalescence-mGAM-p7_S181,10484,9054
H9-e003Coalescence-mGAM-p3_S190,10081,8638
F2-e003Coalescence-mBHI-p7_S109,6291,5366
E3-e003Coalescence-mBHI-p3_S10,10437,9035
H2-e003Coalescence-mGAM-p5_S85,9467,8149
G8-e003Coalescence-mGAM-p3_S177,10283,8919
F2-e003Coalescence-mGAM-p7_S157,10080,8691
H3-e003Coalescence-mGAM-p3_S94,10382,8907
H4-e003Coalescence-mGAM-p3_S95,10302,8851
