,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.17350568024383486,0.810830876122691
C9-e003Coalescence-mGAM-p3,0.32039733998337483,0.7476050386940067
D2-e004Assembly-mGAM-p7,0.2625358825159324,0.3317808845958312
C11-e003Coalescence-mBHI-p3,0.17467442504848987,0.8123803875049427
D11-e003Coalescence-mBHI-p5,0.013108063175394848,0.9879031802519346
C9-e003Coalescence-mGAM-p7,0.3293225270157939,0.7541163079704004
C8-e003Coalescence-mGAM-p7,0.6285752285951788,0.3244600915099137
D10-e003Coalescence-mBHI-p3,0.2566769188140759,0.718354120770491
F3-e004Assembly-epsilon-p3,0.33895178719867003,0.16778738066994292
B2-e003Coalescence-mBHI-p3,0.5964585757827652,0.40152770716827657
A8-e003Coalescence-mBHI-p3,0.24181961762261014,0.6104696944020788
e004-inoculumn-fecal-BD,0.27199639789415353,0.26278065864542727
A4-e003Coalescence-mBHI-p7,0.5234026045996121,0.4040327628085635
B4-e003Coalescence-mBHI-p5,0.5331191465779994,0.3163567192001355
B9-e003Coalescence-mGAM-p5,0.32513604876697144,0.7622297915607523
A4-e003Coalescence-mBHI-inoculumn-redo,0.607597395400388,0.33455244873750206
B3-e003Coalescence-mBHI-p3,0.7542587974508174,0.33656352030729253
D4-e003Coalescence-mBHI-p5,0.26858270989193683,0.6773469468451675
C2-e003Coalescence-mBHI-p5,0.767623718481574,0.19727334350110154
B3-e004Assembly-mBHI-p7,0.3412108617345525,0.16780127661978197
D4-e003Coalescence-mBHI-p3,0.35003851482405096,0.5742219962718184
C4-e003GlycerolRevival-mBHI-p2,0.7102258243280687,0.25055657233237305
D10-e003Assembly-mGAM-p5,0.5368143530063729,0.3180081342145399
B2-e003Assembly-mBHI-p5,0.2348816846771959,0.5956539004688471
C3-e004Assembly-mBHI-p5,0.3415101136048767,0.1666604530305598
B2-e003Coalescence-mBHI-p5,0.8397666943751732,0.22077105575326217
B8-e003Assembly-mGAM-p5,0.23176614020504294,0.5920593684686212
F4-e004Assembly-epsilon-p5,0.27378553615960094,0.2823575100265492
C4-e003Coalescence-mGAM-p7,0.6855985037406483,0.2702815342032423
B12-e003Coalescence-mBHI-p3,0.06793377666943752,0.9460124272722138
D3-e004Assembly-mGAM-p7,0.3348381823219729,0.1642359487092583
C8-e003Assembly-mGAM-p3,0.23401662510390692,0.6001770886290458
C3-e003Coalescence-mGAM-p3,0.6731302299806041,0.3567451844320172
B4-e003Assembly-mBHI-p5,0.7933369354391799,0.16677783426537873
D4-e004Assembly-mGAM-p5,0.23352590745358823,0.6076911822854885
D3-e003Coalescence-Inoculumn-mBHI,0.5599224161817679,0.4467632604643281
C8-e003Assembly-mGAM-p5,0.2262629537267941,0.5676867762526124
C3-e003Coalescence-mBHI-p7,0.7171094486007203,0.3253037338304242
D11-e003Coalescence-mGAM-p5,0.007079246328622888,0.9898315539739028
A11-e003Coalescence-mGAM-p7,0.006707675256303685,0.9830939388804157
B8-e003Coalescence-mBHI-p5,0.2493513438625658,0.8005225667965883
B10-e003Assembly-mGAM-p5,0.47900221668052095,0.42867722984804835
C2-e003Coalescence-mGAM-p7,0.7983923524522029,0.1710882901203186
D3-e003Coalescence-mBHI-p5,0.37030119146577994,0.6048359600067785
B11-e003Coalescence-mGAM-p3,0.10269021889720145,0.927610743941705
C4-e003Coalescence-mBHI-inoculumn-redo,0.8210088667220836,0.14346760436084277
B5-e003Assembly-mBHI-p5,0.04259296203934607,0.9098999604586794
D2-e003Coalescence-mBHI-p5,0.04971681906345248,0.9278760662034685
D8-e003Assembly-mGAM-p5,0.2252222222222222,0.5868002033553635
D5-e003Coalescence-mGAM-p5,0.009926295372679412,0.9817242275320567
B5-e003Coalescence-mBHI-p5,0.3100426711000277,0.6419337400440602
D5-e003Coalescence-mBHI-p7,0.025984760321418676,0.9540308987177314
C9-e003Coalescence-mBHI-p5,0.41078193405375457,0.6041433090436649
A10-e003Coalescence-mBHI-p3,0.5809420892213909,0.3578295204202678
A5-e003Coalescence-mGAM-p3,0.05617871986699917,0.9050201095859459
A2-e003Coalescence-Inoculumn-mGAM,0.23749958437240232,0.6057338869118228
D8-e003Coalescence-mGAM-p5,0.006915489055139928,0.9899940123142971
A12-e003Coalescence-mGAM-p3,0.007532280410085896,0.9742073659831667
