,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,11126,9797
C9-e003Coalescence-mGAM-p3,11209,9787
D2-e004Assembly-mGAM-p7,9631,8676
C11-e003Coalescence-mBHI-p3,11150,9822
D11-e003Coalescence-mBHI-p5,11065,9710
C9-e003Coalescence-mGAM-p7,11190,9762
C8-e003Coalescence-mGAM-p7,11147,9824
D10-e003Coalescence-mBHI-p3,11237,9877
F3-e004Assembly-epsilon-p3,9296,8787
B2-e003Coalescence-mBHI-p3,11249,9883
A8-e003Coalescence-mBHI-p3,11092,9852
e004-inoculumn-fecal-BD,9381,8324
A4-e003Coalescence-mBHI-p7,11219,9869
B4-e003Coalescence-mBHI-p5,9998,8708
B9-e003Coalescence-mGAM-p5,11233,9828
A4-e003Coalescence-mBHI-inoculumn-redo,11155,9865
B3-e003Coalescence-mBHI-p3,11215,9818
D4-e003Coalescence-mBHI-p5,11232,9866
C2-e003Coalescence-mBHI-p5,10675,9472
B3-e004Assembly-mBHI-p7,9342,8823
D4-e003Coalescence-mBHI-p3,11233,9874
C4-e003GlycerolRevival-mBHI-p2,11015,9735
D10-e003Assembly-mGAM-p5,10277,9108
B2-e003Assembly-mBHI-p5,10736,9738
C3-e004Assembly-mBHI-p5,9302,8776
B2-e003Coalescence-mBHI-p5,10831,9462
B8-e003Assembly-mGAM-p5,10605,9611
F4-e004Assembly-epsilon-p5,9760,8639
C4-e003Coalescence-mGAM-p7,10956,9702
B12-e003Coalescence-mBHI-p3,11097,9682
D3-e004Assembly-mGAM-p7,9144,8641
C8-e003Assembly-mGAM-p3,10858,9764
C3-e003Coalescence-mGAM-p3,11213,9854
B4-e003Assembly-mBHI-p5,10433,9216
D4-e004Assembly-mGAM-p5,10803,9534
D3-e003Coalescence-Inoculumn-mBHI,11229,9865
C8-e003Assembly-mGAM-p5,10180,9336
C3-e003Coalescence-mBHI-p7,11192,9814
D11-e003Coalescence-mGAM-p5,11003,9657
A11-e003Coalescence-mGAM-p7,10989,9600
B8-e003Coalescence-mBHI-p5,11244,9862
B10-e003Assembly-mGAM-p5,10985,9688
C2-e003Coalescence-mGAM-p7,10561,9334
D3-e003Coalescence-mBHI-p5,11242,9871
B11-e003Coalescence-mGAM-p3,11203,9819
C4-e003Coalescence-mBHI-inoculumn-redo,10394,9187
B5-e003Assembly-mBHI-p5,11046,9670
D2-e003Coalescence-mBHI-p5,11102,9783
D8-e003Assembly-mGAM-p5,10508,9559
D5-e003Coalescence-mGAM-p5,11020,9650
B5-e003Coalescence-mBHI-p5,11237,9869
D5-e003Coalescence-mBHI-p7,11086,9734
C9-e003Coalescence-mBHI-p5,11251,9875
A10-e003Coalescence-mBHI-p3,11116,9803
A5-e003Coalescence-mGAM-p3,11080,9760
A2-e003Coalescence-Inoculumn-mGAM,11252,9886
D8-e003Coalescence-mGAM-p5,11022,9654
A12-e003Coalescence-mGAM-p3,10877,9477
C2-e003Coalescence-mBHI-p3,10499,9324
C4-e004Assembly-mBHI-p5,10800,9520
D9-e003Coalescence-mGAM-p7,11223,9811
D4-e003Coalescence-mBHI-p7,11188,9835
D8-e003Assembly-mGAM-p3,10552,9589
E4-e004Assembly-mGAM-p7,10776,9534
E3-e004Assembly-mGAM-p3,9318,8801
D2-e004Assembly-mGAM-p3,9381,8467
B10-e003Coalescence-mGAM-p3,11195,9777
A9-e003Coalescence-mGAM-p7,11162,9754
B5-e003Coalescence-Inoculumn-mGAM,11191,9739
D10-e003Coalescence-mBHI-p5,11242,9873
D5-e003Coalescence-mBHI-p3,11102,9748
C5-e003Coalescence-mBHI-p3,11209,9859
D9-e003Coalescence-mGAM-p5,11222,9834
C9-e003Coalescence-mBHI-p3,11248,9879
D10-e003Coalescence-mGAM-p5,11090,9709
C8-e003Coalescence-mBHI-p7,10891,9633
B11-e003Assembly-mGAM-p5,10914,9503
G3-e004Assembly-epsilon-p7,9363,8815
B4-e003Coalescence-mGAM-p5,11157,9793
D4-e003Coalescence-mGAM-p5,11150,9789
C3-e004Assembly-mBHI-p7,9336,8808
B5-e003Coalescence-mGAM-p5,11116,9666
B5-e003Coalescence-Inoculumn-mBHI,11206,9850
G3-e004Assembly-epsilon-p3,9359,8819
C2-e003Coalescence-mGAM-p3,10529,9316
B5-e003Coalescence-mGAM-p7,10892,9386
D8-e003Coalescence-mBHI-p5,11059,9693
C10-e003Assembly-mGAM-p3,10400,9300
B10-e003Coalescence-mBHI-p5,11248,9883
D5-e003Coalescence-Inoculumn-mGAM,10964,9573
F2-e004Assembly-epsilon-p3,9764,8732
B3-e004Assembly-mBHI-p5,9333,8796
B5-e003Coalescence-mBHI-p3,11233,9873
G4-e004Assembly-epsilon-p5,9707,8597
C4-e003Coalescence-mGAM-p5,10949,9683
C5-e003Coalescence-mGAM-p7,11030,9672
C5-e003Coalescence-mBHI-inoculumn-redo,11158,9817
A2-e003Coalescence-mBHI-p7,11087,9855
A10-e003Coalescence-mBHI-p5,11097,9806
D2-e003Coalescence-mBHI-p7,7701,6855
B8-e003Assembly-mGAM-p3,10521,9567
A4-e003Coalescence-mGAM-p5,11071,9727
D5-e003Coalescence-mBHI-p5,11110,9791
D3-e003Assembly-mBHI-p3,11186,9682
D4-e003Coalescence-mGAM-p7,11160,9801
E4-e004Assembly-mGAM-p3,9928,8818
A8-e003Coalescence-mBHI-p7,11100,9850
E3-e004Assembly-mGAM-p7,9096,8581
B9-e003GlycerolRevival-mGAM-p2,10841,9351
C4-e003Coalescence-mGAM-p3,10780,9500
B2-e003Coalescence-Inoculumn-mGAM,11195,9852
D5-e003Coalescence-mGAM-p7,10470,9113
C5-e003Coalescence-mBHI-p5,11247,9884
C5-e003Coalescence-mGAM-p3,11170,9810
A3-e003Coalescence-mBHI-inoculumn-redo,11133,9780
D9-e003Assembly-mGAM-p5,11028,9537
B12-e003Coalescence-mGAM-p3,11121,9713
A11-e003Coalescence-mBHI-p7,10959,9628
A3-e003Coalescence-Inoculumn-mGAM,11124,9815
D10-e003Assembly-mGAM-p3,10515,9321
C3-e003Coalescence-mGAM-p5,11163,9786
B4-e004Assembly-mBHI-p5,10808,9514
C10-e003GlycerolRevival-mGAM-p2,10848,9561
D3-e003Assembly-mBHI-p5,11206,9772
A10-e003Coalescence-mGAM-p3,11185,9841
A9-e003Coalescence-mBHI-p3,11241,9876
A2-e003Coalescence-Inoculumn-mBHI,11111,9852
D3-e003Coalescence-mBHI-p7,11228,9852
C3-e003Coalescence-mBHI-p5,11212,9840
D2-e003Assembly-mBHI-p3,10991,9838
B3-e003Assembly-mBHI-p5,11187,9755
A9-e003Coalescence-mBHI-p5,11229,9833
D5-e003Coalescence-Inoculumn-mBHI,11126,9761
B2-e003Coalescence-mGAM-p3,10981,9622
B4-e003Assembly-mBHI-p3,10657,9435
C11-e003Coalescence-mGAM-p5,11062,9686
G4-e004Assembly-epsilon-p3,9464,8391
B3-e003Coalescence-Inoculumn-mBHI,10855,9477
