,index,fixed_diffs,comparisons,sample1,species_id
0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,0,1417316,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,6,1079879,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
2,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,0,1427638,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
3,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,31,966462,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
4,A_D8_D11_AF_AF_mGAM_mBHI_2_S44,19385,1169381,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
5,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,24,1019189,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
6,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,14,1413231,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
7,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,17,712175,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
8,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,44,1416857,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
9,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,14,1411062,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
10,B_A5_E8_AA_AA_mGAM_mBHI_2_S101,1,1425704,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
11,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,10,1117375,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
12,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,2,1427518,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
13,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,16,1383768,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
14,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,12,1434911,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
15,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,17288,1052319,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
16,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,22769,1353892,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
17,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,19966,1203283,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
18,B_E5_E8_AA_AA_mGAM_mGAM_2_S149,20,946657,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
19,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,12,1444031,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,102316
