,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,9386,7802
C9-e003Coalescence-mGAM-p7,3228,2535
B2-e003Coalescence-mBHI-p3,9432,7920
A8-e003Coalescence-mBHI-p3,9340,7848
A4-e003Coalescence-mBHI-p7,9406,7900
B4-e003Coalescence-mBHI-p5,7997,7032
A3-e003Coalescence-mBHI-p7,9430,7917
B9-e003Coalescence-mGAM-p5,9452,7915
A4-e003Coalescence-mBHI-inoculumn-redo,4415,3710
B3-e003Coalescence-mBHI-p3,9443,7922
D4-e003Coalescence-mBHI-p5,9136,7655
C2-e003Coalescence-mBHI-p5,9385,7862
B3-e004Assembly-mBHI-p7,9002,7616
D4-e003Coalescence-mBHI-p3,8837,7474
C4-e003GlycerolRevival-mBHI-p2,8945,7511
C3-e004Assembly-mBHI-p5,8992,7574
B2-e003Coalescence-mBHI-p5,9412,7909
B8-e003Assembly-mGAM-p5,8409,7068
B12-e003Coalescence-mBHI-p3,9424,7861
C8-e003Assembly-mGAM-p3,9065,7554
C3-e003Coalescence-mGAM-p3,9395,7901
D3-e003Coalescence-Inoculumn-mBHI,9445,7922
C3-e003Coalescence-mBHI-p7,5761,5055
B8-e003Coalescence-mBHI-p5,9453,7922
C2-e003Coalescence-mGAM-p7,9401,7893
D3-e003Coalescence-mBHI-p5,9202,7696
B11-e003Coalescence-mGAM-p3,9450,7914
B5-e003Assembly-mBHI-p5,9150,7654
D2-e003Coalescence-mBHI-p5,9297,7811
D5-e003Coalescence-mGAM-p5,9202,7707
B5-e003Coalescence-mBHI-p5,9158,7670
D5-e003Coalescence-mBHI-p7,9198,7696
C9-e003Coalescence-mBHI-p5,9441,7889
A10-e003Coalescence-mBHI-p3,8707,7326
A5-e003Coalescence-mGAM-p3,9370,7852
D8-e003Coalescence-mGAM-p5,6904,5811
A12-e003Coalescence-mGAM-p3,6851,5789
C2-e003Coalescence-mBHI-p3,9385,7882
D9-e003Coalescence-mGAM-p7,9437,7885
D4-e003Coalescence-mBHI-p7,9088,7594
D8-e003Assembly-mGAM-p3,9005,7539
B10-e003Coalescence-mGAM-p3,9430,7862
A9-e003Coalescence-mGAM-p7,9441,7916
B5-e003Coalescence-Inoculumn-mGAM,9208,7570
D5-e003Coalescence-mBHI-p3,9119,7643
C5-e003Coalescence-mBHI-p3,9288,7764
D9-e003Coalescence-mGAM-p5,6088,4716
C9-e003Coalescence-mBHI-p3,9451,7916
C8-e003Coalescence-mBHI-p7,9381,7870
B4-e003Coalescence-mGAM-p5,9333,7896
D4-e003Coalescence-mGAM-p5,9157,7668
C3-e004Assembly-mBHI-p7,8975,7580
B5-e003Coalescence-mGAM-p5,4253,3815
B5-e003Coalescence-Inoculumn-mBHI,9449,7922
C2-e003Coalescence-mGAM-p3,8926,7525
B5-e003Coalescence-mGAM-p7,5893,5080
D8-e003Coalescence-mBHI-p5,9393,7875
B10-e003Coalescence-mBHI-p5,9451,7897
B3-e004Assembly-mBHI-p5,8901,7536
B5-e003Coalescence-mBHI-p3,9175,7679
C5-e003Coalescence-mBHI-inoculumn-redo,9248,7727
A2-e003Coalescence-mBHI-p7,9402,7873
A10-e003Coalescence-mBHI-p5,9363,7878
B8-e003Assembly-mGAM-p3,7972,6761
