,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,0.843,0.8405
B11-e003Coalescence-mGAM-p3,0.867,0.8175
B11-e003Coalescence-mGAM-p7,0.5,1.0
B5-e003Coalescence-Inoculumn-mGAM,0.836,0.8474999999999999
D3-e003Coalescence-Inoculumn-mGAM,1.0,0.7855
D9-e003Coalescence-mBHI-p3,0.9786597311522018,0.7715000000000001
D9-e003Coalescence-mBHI-p5,0.866,0.8045
D9-e003Coalescence-mBHI-p7,0.892,0.804
D9-e003Coalescence-mGAM-p3,1.0,1.0
D9-e003Coalescence-mGAM-p5,0.9774741606606575,0.8405
D9-e003Coalescence-mGAM-p7,0.891,0.8115
F111-e003Coalescence-mBHI-p3_S120,0.775,0.833
F111-e003Coalescence-mBHI-p5_S20,0.854,0.8585
F111-e003Coalescence-mBHI-p7_S116,0.872,0.869
F111-e003Coalescence-mGAM-p3_S168,0.643,0.8465
F111-e003Coalescence-mGAM-p5_S68,,0.9009789742057221
F111-e003Coalescence-mGAM-p7_S164,1.0,0.9375
H9-e003Coalescence-mBHI-p5_S42,0.745,0.846
H9-e003Coalescence-mBHI-p7_S138,0.7110000000000001,0.8025
H9-e003Coalescence-mGAM-p3_S190,0.9389659839628828,1.0
H9-e003Coalescence-mGAM-p5_S90,0.909,0.835
H9-e003Coalescence-mGAM-p7_S186,0.9225000000000001,0.8345
