,index,fixed_diffs,num_int_sites,sample1,species_id
0,e004-inoculumn-fecal-BD,0,1716887,e004-inoculumn-fecal-BD,104526
1,BF-Fecal,11191,1735554,e004-inoculumn-fecal-BD,104526
2,AM-Fecal,9521,1675152,e004-inoculumn-fecal-BD,104526
3,BG-Fecal,7430,1696011,e004-inoculumn-fecal-BD,104526
4,BC-Fecal,6487,1661660,e004-inoculumn-fecal-BD,104526
5,BA-Fecal,11453,1693295,e004-inoculumn-fecal-BD,104526
0,e004-inoculumn-fecal-BD,11176,1716887,BF-Fecal,104526
1,BF-Fecal,0,1735554,BF-Fecal,104526
2,AM-Fecal,9303,1675152,BF-Fecal,104526
3,BG-Fecal,7661,1696011,BF-Fecal,104526
4,BC-Fecal,10421,1661660,BF-Fecal,104526
5,BA-Fecal,5869,1693295,BF-Fecal,104526
0,e004-inoculumn-fecal-BD,9527,1716887,AM-Fecal,104526
1,BF-Fecal,9318,1735554,AM-Fecal,104526
2,AM-Fecal,0,1675152,AM-Fecal,104526
3,BG-Fecal,6647,1696011,AM-Fecal,104526
4,BC-Fecal,9393,1661660,AM-Fecal,104526
5,BA-Fecal,9619,1693295,AM-Fecal,104526
0,e004-inoculumn-fecal-BD,5006,1716887,BG-Fecal,104526
1,BF-Fecal,5778,1735554,BG-Fecal,104526
2,AM-Fecal,4321,1675152,BG-Fecal,104526
3,BG-Fecal,0,1696011,BG-Fecal,104526
4,BC-Fecal,5042,1661660,BG-Fecal,104526
5,BA-Fecal,5111,1693295,BG-Fecal,104526
0,e004-inoculumn-fecal-BD,6486,1716887,BC-Fecal,104526
1,BF-Fecal,10452,1735554,BC-Fecal,104526
2,AM-Fecal,9396,1675152,BC-Fecal,104526
3,BG-Fecal,7305,1696011,BC-Fecal,104526
4,BC-Fecal,0,1661660,BC-Fecal,104526
5,BA-Fecal,10665,1693295,BC-Fecal,104526
0,e004-inoculumn-fecal-BD,11436,1716887,BA-Fecal,104526
1,BF-Fecal,5835,1735554,BA-Fecal,104526
2,AM-Fecal,9587,1675152,BA-Fecal,104526
3,BG-Fecal,7391,1696011,BA-Fecal,104526
4,BC-Fecal,10626,1661660,BA-Fecal,104526
5,BA-Fecal,0,1693295,BA-Fecal,104526
