,index,fixed_diffs,num_int_sites,sample1,species_id
0,F3-e004Assembly-epsilon-p3,0,2731831,F3-e004Assembly-epsilon-p3,100162
1,C4-e003GlycerolRevival-mBHI-p2,21933,2416297,F3-e004Assembly-epsilon-p3,100162
2,C3-e004Assembly-mBHI-p5,29,2234610,F3-e004Assembly-epsilon-p3,100162
3,G3-e004Assembly-epsilon-p7,550,1080421,F3-e004Assembly-epsilon-p3,100162
4,C3-e004Assembly-mBHI-p7,34,924270,F3-e004Assembly-epsilon-p3,100162
5,G3-e004Assembly-epsilon-p3,27,2604162,F3-e004Assembly-epsilon-p3,100162
6,C11-e003GlycerolRevival-mGAM-p2,18955,1989198,F3-e004Assembly-epsilon-p3,100162
7,C4-e003Assembly-mBHI-p5,21933,2412536,F3-e004Assembly-epsilon-p3,100162
8,G2-e004Assembly-epsilon-p5,21936,2305834,F3-e004Assembly-epsilon-p3,100162
9,F3-e004Assembly-epsilon-p5,1312,2503097,F3-e004Assembly-epsilon-p3,100162
10,G3-e004Assembly-epsilon-p5,851,2634597,F3-e004Assembly-epsilon-p3,100162
11,F3-e004Assembly-epsilon-p7,819,893652,F3-e004Assembly-epsilon-p3,100162
0,F3-e004Assembly-epsilon-p3,21939,2731831,C4-e003GlycerolRevival-mBHI-p2,100162
1,C4-e003GlycerolRevival-mBHI-p2,0,2416297,C4-e003GlycerolRevival-mBHI-p2,100162
2,C3-e004Assembly-mBHI-p5,17980,2234610,C4-e003GlycerolRevival-mBHI-p2,100162
3,G3-e004Assembly-epsilon-p7,7709,1080421,C4-e003GlycerolRevival-mBHI-p2,100162
4,C3-e004Assembly-mBHI-p7,7430,924270,C4-e003GlycerolRevival-mBHI-p2,100162
5,G3-e004Assembly-epsilon-p3,20921,2604162,C4-e003GlycerolRevival-mBHI-p2,100162
6,C11-e003GlycerolRevival-mGAM-p2,4416,1989198,C4-e003GlycerolRevival-mBHI-p2,100162
7,C4-e003Assembly-mBHI-p5,6,2412536,C4-e003GlycerolRevival-mBHI-p2,100162
8,G2-e004Assembly-epsilon-p5,19737,2305834,C4-e003GlycerolRevival-mBHI-p2,100162
9,F3-e004Assembly-epsilon-p5,18574,2503097,C4-e003GlycerolRevival-mBHI-p2,100162
10,G3-e004Assembly-epsilon-p5,20152,2634597,C4-e003GlycerolRevival-mBHI-p2,100162
11,F3-e004Assembly-epsilon-p7,6212,893652,C4-e003GlycerolRevival-mBHI-p2,100162
0,F3-e004Assembly-epsilon-p3,10,2731831,C3-e004Assembly-mBHI-p5,100162
1,C4-e003GlycerolRevival-mBHI-p2,17956,2416297,C3-e004Assembly-mBHI-p5,100162
2,C3-e004Assembly-mBHI-p5,0,2234610,C3-e004Assembly-mBHI-p5,100162
3,G3-e004Assembly-epsilon-p7,441,1080421,C3-e004Assembly-mBHI-p5,100162
4,C3-e004Assembly-mBHI-p7,16,924270,C3-e004Assembly-mBHI-p5,100162
5,G3-e004Assembly-epsilon-p3,24,2604162,C3-e004Assembly-mBHI-p5,100162
6,C11-e003GlycerolRevival-mGAM-p2,15543,1989198,C3-e004Assembly-mBHI-p5,100162
7,C4-e003Assembly-mBHI-p5,17953,2412536,C3-e004Assembly-mBHI-p5,100162
8,G2-e004Assembly-epsilon-p5,18133,2305834,C3-e004Assembly-mBHI-p5,100162
9,F3-e004Assembly-epsilon-p5,1007,2503097,C3-e004Assembly-mBHI-p5,100162
10,G3-e004Assembly-epsilon-p5,648,2634597,C3-e004Assembly-mBHI-p5,100162
11,F3-e004Assembly-epsilon-p7,675,893652,C3-e004Assembly-mBHI-p5,100162
0,F3-e004Assembly-epsilon-p3,317,2731831,G3-e004Assembly-epsilon-p7,100162
1,C4-e003GlycerolRevival-mBHI-p2,7180,2416297,G3-e004Assembly-epsilon-p7,100162
2,C3-e004Assembly-mBHI-p5,255,2234610,G3-e004Assembly-epsilon-p7,100162
3,G3-e004Assembly-epsilon-p7,0,1080421,G3-e004Assembly-epsilon-p7,100162
4,C3-e004Assembly-mBHI-p7,109,924270,G3-e004Assembly-epsilon-p7,100162
5,G3-e004Assembly-epsilon-p3,296,2604162,G3-e004Assembly-epsilon-p7,100162
6,C11-e003GlycerolRevival-mGAM-p2,6105,1989198,G3-e004Assembly-epsilon-p7,100162
7,C4-e003Assembly-mBHI-p5,7163,2412536,G3-e004Assembly-epsilon-p7,100162
8,G2-e004Assembly-epsilon-p5,6931,2305834,G3-e004Assembly-epsilon-p7,100162
9,F3-e004Assembly-epsilon-p5,450,2503097,G3-e004Assembly-epsilon-p7,100162
10,G3-e004Assembly-epsilon-p5,401,2634597,G3-e004Assembly-epsilon-p7,100162
11,F3-e004Assembly-epsilon-p7,246,893652,G3-e004Assembly-epsilon-p7,100162
0,F3-e004Assembly-epsilon-p3,39,2731831,C3-e004Assembly-mBHI-p7,100162
1,C4-e003GlycerolRevival-mBHI-p2,7409,2416297,C3-e004Assembly-mBHI-p7,100162
2,C3-e004Assembly-mBHI-p5,28,2234610,C3-e004Assembly-mBHI-p7,100162
3,G3-e004Assembly-epsilon-p7,177,1080421,C3-e004Assembly-mBHI-p7,100162
4,C3-e004Assembly-mBHI-p7,0,924270,C3-e004Assembly-mBHI-p7,100162
5,G3-e004Assembly-epsilon-p3,39,2604162,C3-e004Assembly-mBHI-p7,100162
