,0
C9-e003Coalescence-mGAM-p3,107.0
C9-e003Coalescence-mGAM-p7,118.0
B9-e003Coalescence-mGAM-p5,68.0
B3-e003Coalescence-mBHI-p3,4.0
B12-e003Coalescence-mBHI-p3,8.0
C3-e003Coalescence-mGAM-p3,7.0
D3-e003Coalescence-Inoculumn-mBHI,4.0
C3-e003Coalescence-mBHI-p7,25.0
B8-e003Coalescence-mBHI-p5,47.0
D3-e003Coalescence-mBHI-p5,4.0
B11-e003Coalescence-mGAM-p3,5.0
B5-e003Coalescence-mBHI-p5,7.0
C9-e003Coalescence-mBHI-p5,40.0
D9-e003Coalescence-mGAM-p7,4.0
B10-e003Coalescence-mGAM-p3,73.0
A9-e003Coalescence-mGAM-p7,5.0
B5-e003Coalescence-Inoculumn-mGAM,7.0
D9-e003Coalescence-mGAM-p5,7.0
C9-e003Coalescence-mBHI-p3,42.0
B4-e003Coalescence-mGAM-p5,6.0
B5-e003Coalescence-mGAM-p5,4.0
B5-e003Coalescence-mGAM-p7,4.0
B10-e003Coalescence-mBHI-p5,46.0
B5-e003Coalescence-mBHI-p3,6.0
BF-Fecal,11.0
D3-e003Assembly-mBHI-p3,5.0
B9-e003GlycerolRevival-mGAM-p2,6.0
B2-e003Coalescence-Inoculumn-mGAM,7.0
D9-e003Assembly-mGAM-p5,45.0
A3-e003Coalescence-Inoculumn-mGAM,4.0
C3-e003Coalescence-mGAM-p5,9.0
D3-e003Assembly-mBHI-p5,18.0
A9-e003Coalescence-mBHI-p3,67.0
D3-e003Coalescence-mBHI-p7,36.0
C3-e003Coalescence-mBHI-p5,6.0
B3-e003Assembly-mBHI-p5,4.0
A9-e003Coalescence-mBHI-p5,19.0
B2-e003Coalescence-mGAM-p3,26.0
B3-e003Coalescence-Inoculumn-mBHI,4.0
D9-e003Coalescence-mBHI-p3,5.0
B9-e003Assembly-mGAM-p5,9.0
D9-e003Coalescence-mGAM-p3,6.0
D3-e003Coalescence-mGAM-p5,8.0
B9-e003Coalescence-mGAM-p7,23.0
C3-e003Coalescence-Inoculumn-mGAM,14.0
B5-e003Coalescence-mBHI-p7,13.0
A3-e003Coalescence-mGAM-p7,18.0
B9-e003Coalescence-mBHI-p5,50.0
B10-e003Coalescence-mBHI-p3,42.0
C3-e003GlycerolRevival-mBHI-p2,10.0
B10-e003Coalescence-mGAM-p7,10.0
A9-e003Coalescence-mBHI-p7,54.0
B3-e003Coalescence-Inoculumn-mGAM,19.0
B4-e003Coalescence-Inoculumn-mGAM,17.0
D9-e003Coalescence-mBHI-p5,24.0
B9-e003Coalescence-mBHI-p7,17.0
C3-e003Coalescence-mGAM-p7,13.0
B3-e003Coalescence-mGAM-p5,6.0
D9-e003Coalescence-mBHI-p7,16.0
C9-e003Coalescence-mBHI-p7,22.0
B8-e003Coalescence-mGAM-p5,22.0
B2-e003Coalescence-Inoculumn-mBHI,5.0
