,0
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,9.0
C9-e003Coalescence-mGAM-p3,4.0
C9-e003Coalescence-mGAM-p7,5.0
B9-e003Coalescence-mGAM-p5,4.0
B11-e003Coalescence-mGAM-p3,6.0
B9-e003Coalescence-mGAM-p7,2.0
B11-e003Coalescence-mGAM-p7,2.0
C9-e003Coalescence-mGAM-p5,5.0
F111-e003Coalescence-mGAM-p7_S164,2.0
G9-e003Coalescence-mGAM-p5_S78,2.0
G9-e003Coalescence-mGAM-p7_S174,3.0
F111-e003Coalescence-mGAM-p3_S168,4.0
G9-e003Coalescence-mGAM-p3_S178,5.0
B5-e003Coalescence-Inoculumn-mGAM,22.0
D5-e003Coalescence-Inoculumn-mGAM,31.0
B2-e003Coalescence-Inoculumn-mGAM,10.0
A3-e003Coalescence-Inoculumn-mGAM,5.0
C3-e003Coalescence-Inoculumn-mGAM,11.0
B3-e003Coalescence-Inoculumn-mGAM,27.0
B4-e003Coalescence-Inoculumn-mGAM,21.0
A5-e003Coalescence-Inoculumn-mGAM,12.0
D4-e003Coalescence-Inoculumn-mGAM,3.0
D2-e003Coalescence-Inoculumn-mGAM,13.0
D3-e003Coalescence-Inoculumn-mGAM,25.0
C5-e003Coalescence-Inoculumn-mGAM,17.0
B10-e003Coalescence-mGAM-p1_S769,5.0
D10-e003Coalescence-mGAM-p1_S771,40.0
E11-e003Coalescence-mGAM-p1_S840,3.0
B9-e003Coalescence-mGAM-p1_S761,3.0
H10-e003Coalescence-mGAM-p1_S835,15.0
H9-e003Coalescence-mGAM-p1_S827,7.0
C11-e003Coalescence-mGAM-p1_S778,3.0
F11-e003Coalescence-mGAM-p1_S841,4.0
D8-e003Coalescence-mGAM-p1_S755,3.0
D9-e003Coalescence-mGAM-p1_S763,8.0
C9-e003Coalescence-mGAM-p1_S762,8.0
G11-e003Coalescence-mGAM-p1_S842,20.0
H11-e003Coalescence-mGAM-p1_S843,2.0
F10-e003Coalescence-mGAM-p1_S833,6.0
F9-e003Coalescence-mGAM-p1_S825,4.0
D11-e003Coalescence-mGAM-p1_S779,4.0
G9-e003Coalescence-mGAM-p1_S826,7.0
Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,6.0
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,3.0
B11-e003Assembly-mGAM-p3,4.0
B11-e003Assembly-mGAM-p5,6.0
B11-e003GlycerolRevival-mGAM-p2,6.0
B2-e003Assembly-mBHI-p3,4.0
B9-e003Assembly-mGAM-p5,4.0
B9-e003GlycerolRevival-mGAM-p2,6.0
C11-e003Assembly-mGAM-p3,3.0
C11-e003Assembly-mGAM-p5,3.0
C11-e003GlycerolRevival-mGAM-p2,2.0
C8-e003Assembly-mGAM-p3,10.0
C8-e003Assembly-mGAM-p5,3.0
C9-e003GlycerolRevival-mGAM-p2,4.0
D11-e003Assembly-mGAM-p3,3.0
D11-e003Assembly-mGAM-p5,3.0
D8-e003Assembly-mGAM-p3,5.0
D8-e003Assembly-mGAM-p5,5.0
D9-e003Assembly-mGAM-p5,2.0
Assembly-G9-C9-ACPP-mGAM-3_S700,2.0
Assembly-G11-D9-ACPP-mGAM-3_S702,3.0
Assembly-G4-B9-ACPP-mGAM-3_S695,23.0
C_B1_e003Assembly_6_S205,66.0
C_B9_e003Assembly_4_S213,29.0
C_F4_e003Assembly_6_S256,2.0
C_F5_e003Assembly_6_S257,7.0
C_F8_e003Assembly_6_S260,20.0
C_F12_e003Assembly_4_S264,14.0
D_B8_e003Assembly_S308,10.0
D_F5_e003Assembly_S353,34.0
D_F8_e003Assembly_S356,13.0
D_F9_e003Assembly_S357,36.0
D_F10_e003Assembly_S358,5.0
D_F12_e003Assembly_S360,21.0
C_A2_e003Assembly_S194,3.0
C_E6_e003Assembly_S246,48.0
C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,112.0
C_H2_e003Assembly_S278,32.0
C_H6_e003Assembly_S282,2.0
C_H10_H3_ACPP_AF_mBHI_mGAM_4_S286,7.0
