,trial_parts,abundance_file,test_genome,abundance_id,is_close_to_ref,initial_sample,mesocosm,trial
64,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_11_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_11_abundances.txt,GUT_GENOME001329,11,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
65,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_11_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_11_abundances.txt,GUT_GENOME001329,11,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
66,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_7_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_7_abundances.txt,GUT_GENOME001329,7,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
67,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_7_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_7_abundances.txt,GUT_GENOME001329,7,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
68,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_10_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_10_abundances.txt,GUT_GENOME001329,10,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
69,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_10_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_10_abundances.txt,GUT_GENOME001329,10,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
70,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_5_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_5_abundances.txt,GUT_GENOME001329,5,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
71,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_5_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_5_abundances.txt,GUT_GENOME001329,5,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
72,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_1_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_1_abundances.txt,GUT_GENOME001329,1,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
73,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_1_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_1_abundances.txt,GUT_GENOME001329,1,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
74,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_4_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_4_abundances.txt,GUT_GENOME001329,4,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
75,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_4_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_4_abundances.txt,GUT_GENOME001329,4,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
76,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_8_abundances_trial_000,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_8_abundances.txt,GUT_GENOME001329,8,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,0
77,GUT_GENOME001329_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_8_abundances_trial_001,workflow/abundance_files/GUT_GENOME001329/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001329_8_abundances.txt,GUT_GENOME001329,8,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001329,1
78,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_11_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_11_abundances.txt,GUT_GENOME034180,11,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
79,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_11_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_11_abundances.txt,GUT_GENOME034180,11,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
80,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_0_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_0_abundances.txt,GUT_GENOME034180,0,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
81,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_0_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_0_abundances.txt,GUT_GENOME034180,0,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
82,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_4_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_4_abundances.txt,GUT_GENOME034180,4,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
83,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_4_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_4_abundances.txt,GUT_GENOME034180,4,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
84,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_5_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_5_abundances.txt,GUT_GENOME034180,5,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
85,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_5_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_5_abundances.txt,GUT_GENOME034180,5,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
86,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_4_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_4_abundances.txt,GUT_GENOME034180,4,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
87,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_4_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_4_abundances.txt,GUT_GENOME034180,4,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
88,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_2_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_2_abundances.txt,GUT_GENOME034180,2,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
89,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_2_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_2_abundances.txt,GUT_GENOME034180,2,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
90,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_12_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_12_abundances.txt,GUT_GENOME034180,12,True,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
91,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_12_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_12_abundances.txt,GUT_GENOME034180,12,True,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
92,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_1_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_1_abundances.txt,GUT_GENOME034180,1,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
93,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_1_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_1_abundances.txt,GUT_GENOME034180,1,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
94,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_0_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_0_abundances.txt,GUT_GENOME034180,0,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
95,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_0_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_0_abundances.txt,GUT_GENOME034180,0,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
96,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_10_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_10_abundances.txt,GUT_GENOME034180,10,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
97,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_10_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_10_abundances.txt,GUT_GENOME034180,10,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
98,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_9_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_9_abundances.txt,GUT_GENOME034180,9,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
99,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_9_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_9_abundances.txt,GUT_GENOME034180,9,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
100,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_3_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_3_abundances.txt,GUT_GENOME034180,3,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
101,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_3_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_3_abundances.txt,GUT_GENOME034180,3,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
102,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_3_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_3_abundances.txt,GUT_GENOME034180,3,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
103,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_3_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_3_abundances.txt,GUT_GENOME034180,3,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
104,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_5_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_5_abundances.txt,GUT_GENOME034180,5,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
105,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_5_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_5_abundances.txt,GUT_GENOME034180,5,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
106,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_8_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_8_abundances.txt,GUT_GENOME034180,8,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
107,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_8_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_8_abundances.txt,GUT_GENOME034180,8,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
108,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_1_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_1_abundances.txt,GUT_GENOME034180,1,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
109,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_1_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_1_abundances.txt,GUT_GENOME034180,1,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
110,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_2_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_2_abundances.txt,GUT_GENOME034180,2,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
111,GUT_GENOME034180_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_2_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME034180_2_abundances.txt,GUT_GENOME034180,2,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
112,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_6_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_6_abundances.txt,GUT_GENOME034180,6,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
113,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_6_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_6_abundances.txt,GUT_GENOME034180,6,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
114,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_7_abundances_trial_000,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_7_abundances.txt,GUT_GENOME034180,7,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,0
115,GUT_GENOME034180_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_7_abundances_trial_001,workflow/abundance_files/GUT_GENOME034180/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME034180_7_abundances.txt,GUT_GENOME034180,7,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME034180,1
116,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_5_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_5_abundances.txt,GUT_GENOME001553,5,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
117,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_5_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_5_abundances.txt,GUT_GENOME001553,5,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
118,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_10_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_10_abundances.txt,GUT_GENOME001553,10,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
119,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_10_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_10_abundances.txt,GUT_GENOME001553,10,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
120,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_1_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_1_abundances.txt,GUT_GENOME001553,1,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
121,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_1_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_1_abundances.txt,GUT_GENOME001553,1,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
122,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_9_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_9_abundances.txt,GUT_GENOME001553,9,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
123,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_9_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_9_abundances.txt,GUT_GENOME001553,9,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
124,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_12_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_12_abundances.txt,GUT_GENOME001553,12,True,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
125,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_12_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_12_abundances.txt,GUT_GENOME001553,12,True,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
126,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_2_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_2_abundances.txt,GUT_GENOME001553,2,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
127,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_2_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_2_abundances.txt,GUT_GENOME001553,2,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
128,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_5_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_5_abundances.txt,GUT_GENOME001553,5,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
129,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_5_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_5_abundances.txt,GUT_GENOME001553,5,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
130,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_0_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_0_abundances.txt,GUT_GENOME001553,0,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
131,GUT_GENOME001553_A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_0_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/A10-e003Coalescence-mBHI-p7_annotated_abundance_GUT_GENOME001553_0_abundances.txt,GUT_GENOME001553,0,False,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
132,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_8_abundances_trial_000,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_8_abundances.txt,GUT_GENOME001553,8,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,0
133,GUT_GENOME001553_G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_8_abundances_trial_001,workflow/abundance_files/GUT_GENOME001553/G8-e003Coalescence-mBHI-p7_S125_annotated_abundance_GUT_GENOME001553_8_abundances.txt,GUT_GENOME001553,8,False,G8-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_GUT_GENOME001553,1
