,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A8-e003Coalescence-mBHI-p3,563,953
A4-e003Coalescence-mBHI-p7,510,803
A4-e003Coalescence-mBHI-inoculumn-redo,614,981
B3-e003Coalescence-mBHI-p3,615,968
B3-e004Assembly-mBHI-p7,451,722
B5-e004Assembly-mBHI-p7,318,498
C4-e003GlycerolRevival-mBHI-p2,441,664
G5-e004Assembly-epsilon-p3,314,416
B2-e003Assembly-mBHI-p5,549,942
D3-e003Coalescence-Inoculumn-mBHI,599,963
B8-e003Coalescence-mBHI-p5,617,898
B5-e003Assembly-mBHI-p5,620,974
D2-e003Coalescence-mBHI-p5,610,969
D5-e003Coalescence-mGAM-p5,615,949
D5-e003Coalescence-mBHI-p7,608,957
A5-e003Coalescence-mGAM-p3,618,983
E5-e004Assembly-mGAM-p5,386,587
C4-e004Assembly-mBHI-p5,454,699
D5-e003Coalescence-mBHI-p3,623,977
G3-e004Assembly-epsilon-p7,505,755
B5-e003Coalescence-mGAM-p5,520,803
B5-e003Coalescence-Inoculumn-mBHI,624,975
D8-e003Coalescence-mBHI-p5,622,947
E5-e004Assembly-mGAM-p7,410,617
B3-e004Assembly-mBHI-p5,440,724
C5-e003Coalescence-mBHI-inoculumn-redo,625,987
A2-e003Coalescence-mBHI-p7,565,935
D2-e003Coalescence-mBHI-p7,420,575
A8-e003Coalescence-mBHI-p7,580,971
D5-e003Coalescence-mGAM-p7,535,768
C5-e003Coalescence-mGAM-p3,498,723
A11-e003Coalescence-mBHI-p7,588,954
A2-e003Coalescence-Inoculumn-mBHI,628,992
D5-e003Coalescence-Inoculumn-mBHI,628,992
A8-e003Coalescence-mBHI-p5,582,936
D5-e004Assembly-mGAM-p7,419,680
C2-e003Assembly-mBHI-p5,546,939
A5-e003Coalescence-mBHI-p7,537,868
D2-e003Coalescence-mGAM-p5,614,982
D3-e003Coalescence-mGAM-p5,570,846
A5-e003Coalescence-mBHI-inoculumn-redo,627,992
D2-e003Assembly-mBHI-p5,557,958
D4-e003Coalescence-Inoculumn-mBHI,625,983
C5-e003Assembly-mBHI-p3,443,691
C4-e004Assembly-mBHI-p3,465,729
D5-e003Coalescence-mGAM-p3,605,944
E5-e004Assembly-mGAM-p3,431,662
D2-e003Coalescence-Inoculumn-mBHI,624,983
D4-e003Coalescence-mGAM-p3,464,675
G5-e004Assembly-epsilon-p5,448,647
D4-e004Assembly-mGAM-p7,458,721
A2-e003Coalescence-mBHI-p3,583,949
C2-e003Coalescence-mBHI-inoculumn-redo,608,954
B2-e003Coalescence-Inoculumn-mBHI,563,949
A11-e003Coalescence-mBHI-p5,610,966
A2-e003Coalescence-mBHI-p5,585,947
B5-e004Assembly-mBHI-p5,445,720
A5-e003Coalescence-mBHI-p3,579,949
B2-e004Assembly-mBHI-p7,451,683
A2-e003Coalescence-mBHI-inoculumn-redo,622,951
B8-e003Coalescence-mBHI-p7,597,962
B2-e004Assembly-mBHI-p3,478,703
G3-e004Assembly-epsilon-p5,491,739
A11-e003Coalescence-mBHI-p3,595,798
B2-e004Assembly-mBHI-p5,484,713
A5-e003Coalescence-Inoculumn-mBHI,584,954
D2-e003Coalescence-mBHI-p3,620,972
F5-e003Coalescence-mGAM-p5_S64,525,744
F8-e003Coalescence-mBHI-p3_S117,584,952
H3-e003Coalescence-mBHI-p3_S46,511,724
H2-e003Coalescence-mBHI-p7_S133,627,989
E5-e003Coalescence-mBHI-p3_S12,570,762
H2-e003Coalescence-mGAM-p7_S181,357,528
H2-e003Coalescence-mGAM-p5_S85,499,687
E5-e003Coalescence-mBHI-p7_S100,618,978
E9-e003Coalescence-mBHI-p7_S102,598,953
E5-e003Coalescence-mBHI-p5_S4,555,891
E111-e003Coalescence-mBHI-p5_S8,578,964
H8-e003Coalescence-mBHI-p7_S137,585,799
E2-e003Coalescence-mBHI-p5_S1,505,947
E2-e003Coalescence-mBHI-p3_S9,577,963
H2-e003Coalescence-mBHI-p3_S45,392,289
E8-e003Coalescence-mBHI-p7_S101,536,803
H2-e003Coalescence-mGAM-p3_S93,626,987
H8-e003Coalescence-mBHI-p5_S41,610,916
G5-e003Coalescence-mGAM-p7_S172,494,682
E5-e003Coalescence-mGAM-p3_S60,598,951
E5-e003Coalescence-mGAM-p7_S148,616,985
H5-e003Coalescence-mGAM-p3_S96,580,849
H3-e003Coalescence-mGAM-p7_S182,546,842
H5-e003Coalescence-mGAM-p5_S88,608,899
F8-e003Coalescence-mBHI-p7_S113,524,941
E111-e003Coalescence-mBHI-p7_S104,556,889
F5-e003Coalescence-mBHI-p3_S24,371,500
F8-e003Coalescence-mBHI-p5_S17,600,952
E5-e003Coalescence-mGAM-p5_S52,611,956
