,0
D11-e003Coalescence-mBHI-p5,15.0
e004-inoculumn-fecal-BD,19.0
F4-e004Assembly-epsilon-p5,4.0
D11-e003Coalescence-mGAM-p5,24.0
A11-e003Coalescence-mGAM-p7,8.0
E5-e004Assembly-mGAM-p5,24.0
D8-e003Coalescence-mGAM-p5,21.0
A12-e003Coalescence-mGAM-p3,9.0
D5-e004Assembly-mGAM-p5,4.0
B5-e003Coalescence-Inoculumn-mGAM,14.0
B11-e003Assembly-mGAM-p5,10.0
E5-e004Assembly-mGAM-p7,18.0
D5-e003Coalescence-Inoculumn-mGAM,38.0
BF-Fecal,31.0
D11-e003Assembly-mGAM-p3,5.0
G4-e004Assembly-epsilon-p3,7.0
D5-e004Assembly-mGAM-p7,14.0
B11-e003Assembly-mGAM-p3,5.0
D5-e004Assembly-mGAM-p3,17.0
F4-e004Assembly-epsilon-p3,4.0
C4-e004Assembly-mBHI-p3,3.0
D11-e003Coalescence-mGAM-p7,54.0
E5-e004Assembly-mGAM-p3,6.0
F4-e004Assembly-epsilon-p7,5.0
D11-e003Assembly-mGAM-p5,5.0
B11-e003GlycerolRevival-mGAM-p2,10.0
D12-e003Coalescence-mBHI-p3,4.0
C11-e003Assembly-mGAM-p3,7.0
C11-e003Assembly-mGAM-p5,5.0
C11-e003GlycerolRevival-mGAM-p2,6.0
A5-e003Coalescence-Inoculumn-mGAM,16.0
D4-e003Coalescence-Inoculumn-mGAM,5.0
D2-e003Coalescence-Inoculumn-mGAM,15.0
D3-e003Coalescence-Inoculumn-mGAM,15.0
C5-e003Coalescence-Inoculumn-mGAM,25.0
BC-Fecal,19.0
e004-inoculumn-fecal-BE,39.0
e003-inoculumn-fecal-AF,6.0
A11-e003Coalescence-mBHI-p3,4.0
A11-e003Coalescence-mGAM-p3,28.0
H111-e003Coalescence-mGAM-p7_S188,53.0
H111-e003Coalescence-mBHI-p3_S144,29.0
H111-e003Coalescence-mGAM-p5_S92,51.0
H8-e003Coalescence-mGAM-p5_S89,21.0
H111-e003Coalescence-mBHI-p5_S44,17.0
E111-e003Coalescence-mGAM-p5_S56,19.0
H111-e003Coalescence-mGAM-p3_S192,49.0
H8-e003Coalescence-mGAM-p7_S185,63.0
