,index,fixed_diffs,comparisons,sample1,species_id
0,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,0,1333707,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
1,C9-e003Coalescence-mGAM-p7,16,820674,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
2,B11-e003Coalescence-mGAM-p3,25,942176,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
3,C9-e003Coalescence-mGAM-p5,32,841988,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
4,G9-e003Coalescence-mGAM-p3_S178,0,806490,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
5,B5-e003Coalescence-Inoculumn-mGAM,791,1549920,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
6,D5-e003Coalescence-Inoculumn-mGAM,22143,1527780,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
7,B2-e003Coalescence-Inoculumn-mGAM,31,1380695,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
8,A3-e003Coalescence-Inoculumn-mGAM,20,829968,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
9,C3-e003Coalescence-Inoculumn-mGAM,35,1416239,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
10,B3-e003Coalescence-Inoculumn-mGAM,35,1481834,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
11,B4-e003Coalescence-Inoculumn-mGAM,37,1474267,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
12,A5-e003Coalescence-Inoculumn-mGAM,21812,1521761,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
13,D2-e003Coalescence-Inoculumn-mGAM,21446,1480761,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
14,D3-e003Coalescence-Inoculumn-mGAM,238,1559156,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
15,C5-e003Coalescence-Inoculumn-mGAM,22411,1554829,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
16,B10-e003Coalescence-mGAM-p1_S769,319,802753,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
17,D10-e003Coalescence-mGAM-p1_S771,22284,1556504,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
18,H10-e003Coalescence-mGAM-p1_S835,22268,1550926,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
19,H9-e003Coalescence-mGAM-p1_S827,1960,1172419,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
20,D9-e003Coalescence-mGAM-p1_S763,3301,1302898,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
21,C9-e003Coalescence-mGAM-p1_S762,6,1265160,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
22,G11-e003Coalescence-mGAM-p1_S842,22318,1558450,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
23,F10-e003Coalescence-mGAM-p1_S833,182,967484,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
24,G9-e003Coalescence-mGAM-p1_S826,70,1146741,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
25,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,0,1025049,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
26,B11-e003Assembly-mGAM-p5,15389,1082976,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
27,B11-e003GlycerolRevival-mGAM-p2,15571,1099375,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
28,B9-e003GlycerolRevival-mGAM-p2,14,944146,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
29,C8-e003Assembly-mGAM-p3,19543,1419286,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
30,D8-e003Assembly-mGAM-p3,8398,826117,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
31,D8-e003Assembly-mGAM-p5,10394,887107,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
32,Assembly-G4-B9-ACPP-mGAM-3_S695,38,1561178,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
33,C_B1_e003Assembly_6_S205,19915,1531223,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
34,C_B9_e003Assembly_4_S213,11296,1558263,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
35,C_F5_e003Assembly_6_S257,9060,1174719,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
36,C_F8_e003Assembly_6_S260,21662,1568599,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
37,C_F12_e003Assembly_4_S264,13050,1575107,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
38,D_B8_e003Assembly_S308,21480,1502242,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
39,D_F5_e003Assembly_S353,11557,1597199,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
40,D_F8_e003Assembly_S356,21804,1531219,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
41,D_F9_e003Assembly_S357,21084,1525804,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
42,D_F10_e003Assembly_S358,11590,947288,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
43,D_F12_e003Assembly_S360,22315,1558094,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
44,C_E6_e003Assembly_S246,20701,1500787,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
45,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,21161,1538874,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
46,C_H2_e003Assembly_S278,22177,1550002,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
47,C_H10_H3_ACPP_AF_mBHI_mGAM_4_S286,16811,1189627,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,102057
0,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,16,1333707,C9-e003Coalescence-mGAM-p7,102057
1,C9-e003Coalescence-mGAM-p7,0,820674,C9-e003Coalescence-mGAM-p7,102057
2,B11-e003Coalescence-mGAM-p3,0,942176,C9-e003Coalescence-mGAM-p7,102057
3,C9-e003Coalescence-mGAM-p5,0,841988,C9-e003Coalescence-mGAM-p7,102057
4,G9-e003Coalescence-mGAM-p3_S178,18,806490,C9-e003Coalescence-mGAM-p7,102057
5,B5-e003Coalescence-Inoculumn-mGAM,437,1549920,C9-e003Coalescence-mGAM-p7,102057
6,D5-e003Coalescence-Inoculumn-mGAM,13526,1527780,C9-e003Coalescence-mGAM-p7,102057
7,B2-e003Coalescence-Inoculumn-mGAM,20,1380695,C9-e003Coalescence-mGAM-p7,102057
8,A3-e003Coalescence-Inoculumn-mGAM,3,829968,C9-e003Coalescence-mGAM-p7,102057
9,C3-e003Coalescence-Inoculumn-mGAM,2,1416239,C9-e003Coalescence-mGAM-p7,102057
10,B3-e003Coalescence-Inoculumn-mGAM,0,1481834,C9-e003Coalescence-mGAM-p7,102057
11,B4-e003Coalescence-Inoculumn-mGAM,0,1474267,C9-e003Coalescence-mGAM-p7,102057
12,A5-e003Coalescence-Inoculumn-mGAM,13408,1521761,C9-e003Coalescence-mGAM-p7,102057
13,D2-e003Coalescence-Inoculumn-mGAM,13117,1480761,C9-e003Coalescence-mGAM-p7,102057
14,D3-e003Coalescence-Inoculumn-mGAM,133,1559156,C9-e003Coalescence-mGAM-p7,102057
15,C5-e003Coalescence-Inoculumn-mGAM,13664,1554829,C9-e003Coalescence-mGAM-p7,102057
16,B10-e003Coalescence-mGAM-p1_S769,220,802753,C9-e003Coalescence-mGAM-p7,102057
17,D10-e003Coalescence-mGAM-p1_S771,13630,1556504,C9-e003Coalescence-mGAM-p7,102057
18,H10-e003Coalescence-mGAM-p1_S835,13621,1550926,C9-e003Coalescence-mGAM-p7,102057
19,H9-e003Coalescence-mGAM-p1_S827,1252,1172419,C9-e003Coalescence-mGAM-p7,102057
20,D9-e003Coalescence-mGAM-p1_S763,2051,1302898,C9-e003Coalescence-mGAM-p7,102057
21,C9-e003Coalescence-mGAM-p1_S762,24,1265160,C9-e003Coalescence-mGAM-p7,102057
22,G11-e003Coalescence-mGAM-p1_S842,13662,1558450,C9-e003Coalescence-mGAM-p7,102057
23,F10-e003Coalescence-mGAM-p1_S833,108,967484,C9-e003Coalescence-mGAM-p7,102057
24,G9-e003Coalescence-mGAM-p1_S826,53,1146741,C9-e003Coalescence-mGAM-p7,102057
25,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,14,1025049,C9-e003Coalescence-mGAM-p7,102057
26,B11-e003Assembly-mGAM-p5,9381,1082976,C9-e003Coalescence-mGAM-p7,102057
27,B11-e003GlycerolRevival-mGAM-p2,9590,1099375,C9-e003Coalescence-mGAM-p7,102057
28,B9-e003GlycerolRevival-mGAM-p2,0,944146,C9-e003Coalescence-mGAM-p7,102057
29,C8-e003Assembly-mGAM-p3,11906,1419286,C9-e003Coalescence-mGAM-p7,102057
30,D8-e003Assembly-mGAM-p3,5016,826117,C9-e003Coalescence-mGAM-p7,102057
31,D8-e003Assembly-mGAM-p5,6388,887107,C9-e003Coalescence-mGAM-p7,102057
32,Assembly-G4-B9-ACPP-mGAM-3_S695,75,1561178,C9-e003Coalescence-mGAM-p7,102057
33,C_B1_e003Assembly_6_S205,12136,1531223,C9-e003Coalescence-mGAM-p7,102057
34,C_B9_e003Assembly_4_S213,6877,1558263,C9-e003Coalescence-mGAM-p7,102057
35,C_F5_e003Assembly_6_S257,5555,1174719,C9-e003Coalescence-mGAM-p7,102057
36,C_F8_e003Assembly_6_S260,13215,1568599,C9-e003Coalescence-mGAM-p7,102057
37,C_F12_e003Assembly_4_S264,8031,1575107,C9-e003Coalescence-mGAM-p7,102057
38,D_B8_e003Assembly_S308,13200,1502242,C9-e003Coalescence-mGAM-p7,102057
39,D_F5_e003Assembly_S353,6950,1597199,C9-e003Coalescence-mGAM-p7,102057
40,D_F8_e003Assembly_S356,13341,1531219,C9-e003Coalescence-mGAM-p7,102057
41,D_F9_e003Assembly_S357,12822,1525804,C9-e003Coalescence-mGAM-p7,102057
42,D_F10_e003Assembly_S358,7251,947288,C9-e003Coalescence-mGAM-p7,102057
43,D_F12_e003Assembly_S360,13591,1558094,C9-e003Coalescence-mGAM-p7,102057
44,C_E6_e003Assembly_S246,12636,1500787,C9-e003Coalescence-mGAM-p7,102057
45,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,12892,1538874,C9-e003Coalescence-mGAM-p7,102057
46,C_H2_e003Assembly_S278,13562,1550002,C9-e003Coalescence-mGAM-p7,102057
47,C_H10_H3_ACPP_AF_mBHI_mGAM_4_S286,10366,1189627,C9-e003Coalescence-mGAM-p7,102057
0,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,25,1333707,B11-e003Coalescence-mGAM-p3,102057
1,C9-e003Coalescence-mGAM-p7,0,820674,B11-e003Coalescence-mGAM-p3,102057
2,B11-e003Coalescence-mGAM-p3,0,942176,B11-e003Coalescence-mGAM-p3,102057
3,C9-e003Coalescence-mGAM-p5,11,841988,B11-e003Coalescence-mGAM-p3,102057
4,G9-e003Coalescence-mGAM-p3_S178,14,806490,B11-e003Coalescence-mGAM-p3,102057
5,B5-e003Coalescence-Inoculumn-mGAM,526,1549920,B11-e003Coalescence-mGAM-p3,102057
6,D5-e003Coalescence-Inoculumn-mGAM,15507,1527780,B11-e003Coalescence-mGAM-p3,102057
7,B2-e003Coalescence-Inoculumn-mGAM,0,1380695,B11-e003Coalescence-mGAM-p3,102057
8,A3-e003Coalescence-Inoculumn-mGAM,2,829968,B11-e003Coalescence-mGAM-p3,102057
9,C3-e003Coalescence-Inoculumn-mGAM,0,1416239,B11-e003Coalescence-mGAM-p3,102057
10,B3-e003Coalescence-Inoculumn-mGAM,0,1481834,B11-e003Coalescence-mGAM-p3,102057
11,B4-e003Coalescence-Inoculumn-mGAM,0,1474267,B11-e003Coalescence-mGAM-p3,102057
12,A5-e003Coalescence-Inoculumn-mGAM,15269,1521761,B11-e003Coalescence-mGAM-p3,102057
13,D2-e003Coalescence-Inoculumn-mGAM,15041,1480761,B11-e003Coalescence-mGAM-p3,102057
14,D3-e003Coalescence-Inoculumn-mGAM,141,1559156,B11-e003Coalescence-mGAM-p3,102057
15,C5-e003Coalescence-Inoculumn-mGAM,15661,1554829,B11-e003Coalescence-mGAM-p3,102057
16,B10-e003Coalescence-mGAM-p1_S769,225,802753,B11-e003Coalescence-mGAM-p3,102057
17,D10-e003Coalescence-mGAM-p1_S771,15592,1556504,B11-e003Coalescence-mGAM-p3,102057
18,H10-e003Coalescence-mGAM-p1_S835,15579,1550926,B11-e003Coalescence-mGAM-p3,102057
19,H9-e003Coalescence-mGAM-p1_S827,1407,1172419,B11-e003Coalescence-mGAM-p3,102057
20,D9-e003Coalescence-mGAM-p1_S763,2373,1302898,B11-e003Coalescence-mGAM-p3,102057
21,C9-e003Coalescence-mGAM-p1_S762,29,1265160,B11-e003Coalescence-mGAM-p3,102057
22,G11-e003Coalescence-mGAM-p1_S842,15596,1558450,B11-e003Coalescence-mGAM-p3,102057
23,F10-e003Coalescence-mGAM-p1_S833,152,967484,B11-e003Coalescence-mGAM-p3,102057
24,G9-e003Coalescence-mGAM-p1_S826,62,1146741,B11-e003Coalescence-mGAM-p3,102057
25,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,20,1025049,B11-e003Coalescence-mGAM-p3,102057
26,B11-e003Assembly-mGAM-p5,10860,1082976,B11-e003Coalescence-mGAM-p3,102057
27,B11-e003GlycerolRevival-mGAM-p2,11081,1099375,B11-e003Coalescence-mGAM-p3,102057
28,B9-e003GlycerolRevival-mGAM-p2,0,944146,B11-e003Coalescence-mGAM-p3,102057
29,C8-e003Assembly-mGAM-p3,13648,1419286,B11-e003Coalescence-mGAM-p3,102057
30,D8-e003Assembly-mGAM-p3,5896,826117,B11-e003Coalescence-mGAM-p3,102057
31,D8-e003Assembly-mGAM-p5,7258,887107,B11-e003Coalescence-mGAM-p3,102057
32,Assembly-G4-B9-ACPP-mGAM-3_S695,98,1561178,B11-e003Coalescence-mGAM-p3,102057
33,C_B1_e003Assembly_6_S205,13935,1531223,B11-e003Coalescence-mGAM-p3,102057
