,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,22436.0,156927.0
A5-e003Coalescence-mBHI-inoculumn-redo,47096.0,330155.0
A5-e003Coalescence-mBHI-p3,12169.0,81589.0
A5-e003Coalescence-mBHI-p7,64605.0,445815.0
A5-e003Coalescence-mGAM-p3,756931.0,4917999.0
D2-e003Coalescence-Inoculumn-mBHI,37537.0,265317.0
D2-e003Coalescence-mBHI-p3,73439.0,484063.0
D2-e003Coalescence-mBHI-p5,25926.0,175005.0
D2-e003Coalescence-mGAM-p5,703860.0,4661919.0
E5-e003Coalescence-mBHI-p3_S12,44538.0,292537.0
E5-e003Coalescence-mBHI-p5_S4,57234.0,352283.0
E5-e003Coalescence-mBHI-p7_S100,127412.0,801713.0
E5-e003Coalescence-mGAM-p3_S60,607389.0,3825524.0
E5-e003Coalescence-mGAM-p5_S52,995025.0,6141457.0
E5-e003Coalescence-mGAM-p7_S148,1201838.0,7480386.0
H2-e003Coalescence-mBHI-p3_S45,46072.0,305541.0
H2-e003Coalescence-mBHI-p7_S133,66038.0,443542.0
H2-e003Coalescence-mGAM-p3_S93,698664.0,4393162.0
H2-e003Coalescence-mGAM-p5_S85,71975.0,430342.0
H2-e003Coalescence-mGAM-p7_S181,3353220.0,21064436.0
