,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,0.585,0.37
C5-e003Coalescence-mBHI-p3,0.23099999999999998,0.727
C5-e003Coalescence-mBHI-p5,0.22,0.741
C5-e003Coalescence-mBHI-p7,0.129,0.855
C5-e003Coalescence-mGAM-p3,0.0050000000000000044,0.993
C5-e003Coalescence-mGAM-p7,0.0006378864050336047,0.999525468160676
D4-e003Coalescence-Inoculumn-mBHI,0.591,0.359
D4-e003Coalescence-mBHI-p3,0.095,0.882
D4-e003Coalescence-mBHI-p5,0.174,0.81
D4-e003Coalescence-mBHI-p7,0.155,0.829
D4-e003Coalescence-mGAM-p3,0.006,0.994
D4-e003Coalescence-mGAM-p5,0.0003230693392811588,0.9997566719014586
D4-e003Coalescence-mGAM-p7,0.0004101585049008264,0.9997334544159714
G5-e003Coalescence-mBHI-p3_S36,0.11499999999999999,0.857
G5-e003Coalescence-mBHI-p5_S28,0.092,0.882
G5-e003Coalescence-mBHI-p7_S124,0.122,0.846
G5-e003Coalescence-mGAM-p3_S84,0.01200000000000001,0.984
G5-e003Coalescence-mGAM-p5_S76,0.004,0.995
G5-e003Coalescence-mGAM-p7_S172,0.0003416108856889511,0.9996477993433629
H4-e003Coalescence-mBHI-p3_S47,0.414,0.519
H4-e003Coalescence-mBHI-p5_S39,0.11399999999999999,0.855
H4-e003Coalescence-mBHI-p7_S135,0.184,0.78
H4-e003Coalescence-mGAM-p3_S95,0.003064933790908329,0.9970641317470421
H4-e003Coalescence-mGAM-p5_S87,0.0006144378859392088,0.9995206667128872
H4-e003Coalescence-mGAM-p7_S183,0.0001981384694738068,0.9998002866992189
