,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.783,0.15000000000000002
A9-e003Coalescence-mBHI-p3,0.358,0.583
A9-e003Coalescence-mBHI-p5,0.125,0.824
A9-e003Coalescence-mBHI-p7,0.157,0.807
A9-e003Coalescence-mGAM-p5,0.402,0.545
A9-e003Coalescence-mGAM-p7,0.19399999999999995,0.777
B2-e003Coalescence-Inoculumn-mGAM,0.787,0.148
B8-e003Coalescence-mBHI-p5,0.17,0.778
B8-e003Coalescence-mBHI-p7,0.02796566995305145,0.833
B8-e003Coalescence-mGAM-p5,0.556,0.399
B8-e003Coalescence-mGAM-p7,0.286,0.674
E9-e003Coalescence-mBHI-p5_S6,0.129,0.8260000000000001
E9-e003Coalescence-mBHI-p7_S102,0.139,0.808
E9-e003Coalescence-mGAM-p3_S154,0.332,0.6074999999999999
E9-e003Coalescence-mGAM-p5_S54,0.485,0.44599999999999995
F8-e003Coalescence-mBHI-p3_S117,0.25,0.667
F8-e003Coalescence-mBHI-p5_S17,0.22599999999999998,0.714
F8-e003Coalescence-mBHI-p7_S113,0.115,0.833
F8-e003Coalescence-mGAM-p3_S165,0.6,0.128563387683856
F8-e003Coalescence-mGAM-p5_S65,0.5429999999999999,0.382
F8-e003Coalescence-mGAM-p7_S161,0.09,0.88
