,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,0.9944214230758291,0.003757291595328243
B11-e003Coalescence-mGAM-p3,0.045,0.938
B11-e003Coalescence-mGAM-p7,0.050000000000000044,0.927
B5-e003Coalescence-Inoculumn-mGAM,0.175,0.776
D3-e003Coalescence-Inoculumn-mGAM,0.19599999999999995,0.754
D9-e003Coalescence-mBHI-p3,0.9811127319566455,0.01152157012954249
D9-e003Coalescence-mBHI-p5,0.9958644720753613,0.002148806434103813
D9-e003Coalescence-mBHI-p7,0.9987262387706601,0.0002979336832709114
D9-e003Coalescence-mGAM-p3,0.04,0.942
D9-e003Coalescence-mGAM-p5,0.04700000000000004,0.935
D9-e003Coalescence-mGAM-p7,0.034,0.951
F111-e003Coalescence-mBHI-p3_S120,0.9880289897130412,0.006605600438542893
F111-e003Coalescence-mBHI-p5_S20,0.9918447543017849,0.0021938758612205693
F111-e003Coalescence-mBHI-p7_S116,0.7,0.172
F111-e003Coalescence-mGAM-p3_S168,0.013533242830020583,0.915
F111-e003Coalescence-mGAM-p5_S68,0.005411645975865691,0.9907499851633789
F111-e003Coalescence-mGAM-p7_S164,0.005698490734553301,0.9898515616027848
H9-e003Coalescence-mBHI-p5_S42,0.9929456353974763,0.003493123658098471
H9-e003Coalescence-mBHI-p7_S138,0.9962595991802066,0.0008950944752679174
H9-e003Coalescence-mGAM-p3_S190,0.009129865799936146,0.9851572665176239
H9-e003Coalescence-mGAM-p5_S90,0.031000000000000028,0.95
H9-e003Coalescence-mGAM-p7_S186,0.038,0.942
