,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.5880000000000001,0.407
B4-e003Coalescence-mBHI-p3,0.138,0.857
B4-e003Coalescence-mGAM-p5,0.21449999999999997,0.77
C3-e003Coalescence-mBHI-inoculumn-redo,0.59,0.42300000000000004
C3-e003Coalescence-mBHI-p5,0.879,0.107
C3-e003Coalescence-mBHI-p7,0.667,0.30400000000000005
C3-e003Coalescence-mGAM-p3,0.129,0.882
C3-e003Coalescence-mGAM-p5,0.359,0.64
C3-e003Coalescence-mGAM-p7,0.308,0.6859999999999999
F4-e003Coalescence-mBHI-p3_S23,0.143,0.788
F4-e003Coalescence-mBHI-p5_S15,0.31599999999999995,0.651
F4-e003Coalescence-mBHI-p7_S111,0.385,0.571
F4-e003Coalescence-mGAM-p3_S71,0.161,0.844
F4-e003Coalescence-mGAM-p5_S63,0.5,0.469
F4-e003Coalescence-mGAM-p7_S159,0.14800000000000002,0.859
G3-e003Coalescence-mBHI-p3_S34,0.189,0.616
G3-e003Coalescence-mBHI-p5_S26,0.628,0.32799999999999996
G3-e003Coalescence-mBHI-p7_S122,0.7264999999999999,0.22399999999999998
G3-e003Coalescence-mGAM-p3_S82,0.192,0.809
G3-e003Coalescence-mGAM-p5_S74,0.364,0.606
