,0.025,0.025
C5-e003Coalescence-mBHI-inoculumn-redo,0.286,0.143
C5-e003Coalescence-mBHI-p3,0.0,0.0
C5-e003Coalescence-mBHI-p5,0.0,0.44799999999999995
C5-e003Coalescence-mBHI-p7,0.0,0.5434
C5-e003Coalescence-mGAM-p3,0.0,0.942
C5-e003Coalescence-mGAM-p7,0.0,0.975
D4-e003Coalescence-Inoculumn-mBHI,0.28030000000000005,0.148
D4-e003Coalescence-mBHI-p3,0.0,0.611
D4-e003Coalescence-mBHI-p5,0.0,0.455
D4-e003Coalescence-mBHI-p7,0.0,0.576
D4-e003Coalescence-mGAM-p3,0.0,0.945
D4-e003Coalescence-mGAM-p5,0.0,0.91
D4-e003Coalescence-mGAM-p7,0.0,0.954
G5-e003Coalescence-mBHI-p3_S36,0.0,0.571
G5-e003Coalescence-mBHI-p5_S28,0.0,0.65795
G5-e003Coalescence-mBHI-p7_S124,0.0,0.598
G5-e003Coalescence-mGAM-p3_S84,0.0,0.925
G5-e003Coalescence-mGAM-p5_S76,0.0,0.868
G5-e003Coalescence-mGAM-p7_S172,0.0,0.817
H4-e003Coalescence-mBHI-p3_S47,0.0,0.212
H4-e003Coalescence-mBHI-p5_S39,0.0,0.593
H4-e003Coalescence-mBHI-p7_S135,0.0,0.409
H4-e003Coalescence-mGAM-p3_S95,0.0,0.891
H4-e003Coalescence-mGAM-p5_S87,0.0,0.862
H4-e003Coalescence-mGAM-p7_S183,0.0,0.951
