,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,2264,7078
A3-e003Coalescence-mBHI-p3,1021,3181
A3-e003Coalescence-mGAM-p7,2482,7701
B2-e003Coalescence-Inoculumn-mBHI,2485,7722
B2-e003Coalescence-mBHI-p3,1969,6021
B2-e003Coalescence-mGAM-p3,2470,7629
E3-e003Coalescence-mBHI-p3_S10,2161,6514
E3-e003Coalescence-mGAM-p3_S58,2455,7535
E3-e003Coalescence-mGAM-p5_S50,2492,7732
E3-e003Coalescence-mGAM-p7_S146,2492,7737
F2-e003Coalescence-mBHI-p3_S21,1373,3897
F2-e003Coalescence-mBHI-p5_S13,959,2738
F2-e003Coalescence-mGAM-p3_S69,2477,7663
F2-e003Coalescence-mGAM-p5_S61,2493,7739
F2-e003Coalescence-mGAM-p7_S157,2487,7706
