,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,6545,7594
A9-e003Coalescence-mBHI-p3,6611,7604
A9-e003Coalescence-mBHI-p5,6461,7297
A9-e003Coalescence-mBHI-p7,6607,7583
A9-e003Coalescence-mGAM-p5,6613,7608
A9-e003Coalescence-mGAM-p7,6612,7601
B2-e003Coalescence-Inoculumn-mGAM,6592,7603
B8-e003Coalescence-mBHI-p5,6596,7547
B8-e003Coalescence-mBHI-p7,6449,7241
B8-e003Coalescence-mGAM-p5,6613,7608
B8-e003Coalescence-mGAM-p7,6613,7608
E9-e003Coalescence-mBHI-p5_S6,6542,7345
E9-e003Coalescence-mBHI-p7_S102,6574,7461
E9-e003Coalescence-mGAM-p3_S154,6601,7600
E9-e003Coalescence-mGAM-p5_S54,6593,7601
F8-e003Coalescence-mBHI-p3_S117,6561,7485
F8-e003Coalescence-mBHI-p5_S17,6572,7490
F8-e003Coalescence-mBHI-p7_S113,6494,7206
F8-e003Coalescence-mGAM-p3_S165,3149,4023
F8-e003Coalescence-mGAM-p5_S65,6587,7587
F8-e003Coalescence-mGAM-p7_S161,6581,7359
