,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,1919,13693
A5-e003Coalescence-mBHI-inoculumn-redo,2350,17678
A5-e003Coalescence-mBHI-p3,1252,8408
A5-e003Coalescence-mBHI-p7,2365,17723
A5-e003Coalescence-mGAM-p3,2423,18125
D2-e003Coalescence-Inoculumn-mBHI,2307,17210
D2-e003Coalescence-mBHI-p3,2398,17675
D2-e003Coalescence-mBHI-p5,2137,15474
D2-e003Coalescence-mGAM-p5,2424,18120
E5-e003Coalescence-mBHI-p3_S12,2362,17221
E5-e003Coalescence-mBHI-p5_S4,2331,17058
E5-e003Coalescence-mBHI-p7_S100,2375,17613
E5-e003Coalescence-mGAM-p3_S60,2415,18020
E5-e003Coalescence-mGAM-p5_S52,2424,18039
E5-e003Coalescence-mGAM-p7_S148,2426,18106
H2-e003Coalescence-mBHI-p3_S45,2356,17317
H2-e003Coalescence-mBHI-p7_S133,2384,17823
H2-e003Coalescence-mGAM-p3_S93,2424,18062
H2-e003Coalescence-mGAM-p5_S85,2296,16506
H2-e003Coalescence-mGAM-p7_S181,2426,18153
