,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,26811.0,86975.0
A3-e003Coalescence-mBHI-p3,9960.0,32792.0
A3-e003Coalescence-mGAM-p7,75829.0,235350.0
B2-e003Coalescence-Inoculumn-mBHI,71855.0,232341.0
B2-e003Coalescence-mBHI-p3,19096.0,61023.0
B2-e003Coalescence-mGAM-p3,54014.0,165609.0
E3-e003Coalescence-mBHI-p3_S10,22498.0,71601.0
E3-e003Coalescence-mGAM-p3_S58,43958.0,129574.0
E3-e003Coalescence-mGAM-p5_S50,171730.0,520665.0
E3-e003Coalescence-mGAM-p7_S146,144497.0,438665.0
F2-e003Coalescence-mBHI-p3_S21,13139.0,39343.0
F2-e003Coalescence-mBHI-p5_S13,9569.0,29415.0
F2-e003Coalescence-mGAM-p3_S69,74063.0,222756.0
F2-e003Coalescence-mGAM-p5_S61,205197.0,633444.0
F2-e003Coalescence-mGAM-p7_S157,99318.0,301409.0
