,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,0.46455555555555555,0.43853016110902954
C11-e003Coalescence-mBHI-p5,0.6990672430355427,0.2605147995503934
C11-e003Coalescence-mGAM-p3,0.043058277297470395,0.9308208692394154
C11-e003Coalescence-mGAM-p5,0.026186999679795073,0.9491807418508804
C11-e003Coalescence-mGAM-p7,0.04796765930195325,0.9281361183964031
C5-e003Coalescence-Inoculumn-mGAM,0.18084277937880242,0.7615559385537655
D10-e003Coalescence-mBHI-p3,0.581355427473583,0.3546306107156238
D10-e003Coalescence-mBHI-p5,0.6254847902657701,0.2416010865492694
D10-e003Coalescence-mBHI-p7,0.7267576048671148,0.22379778943424503
D10-e003Coalescence-mGAM-p3,0.038857829010566766,0.9276641438741101
D10-e003Coalescence-mGAM-p5,0.04823246878001922,0.9156318471337578
D10-e003Coalescence-mGAM-p7,0.05777809798270894,0.9013490071187711
D4-e003Coalescence-Inoculumn-mGAM,0.1380371437720141,0.7653192581491195
G111-e003Coalescence-mBHI-p5_S32,0.7264303554274735,0.1784373548145373
G111-e003Coalescence-mBHI-p7_S128,0.7542596861991676,0.06478366429374298
G111-e003Coalescence-mGAM-p3_S180,0.05415305795709254,0.8828557886849007
G111-e003Coalescence-mGAM-p5_S80,0.036983669548511046,0.8751874859497938
G111-e003Coalescence-mGAM-p7_S176,0.0066490553954530905,0.6258616710378418
H100-e003Coalescence-mBHI-p5_S43,0.5762539225104066,0.31676238291494946
H100-e003Coalescence-mBHI-p7_S139,0.6300531540185719,0.30369932559010865
H100-e003Coalescence-mGAM-p5_S91,0.22068876080691643,0.6224446234544773
H100-e003Coalescence-mGAM-p7_S187,0.13661863592699328,0.7201961034095167
