,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.0,0.04929022082018927
A9-e003Coalescence-mBHI-p3,0.0,0.0
A9-e003Coalescence-mBHI-p5,0.42854982610010584,0.0006572029442691904
A9-e003Coalescence-mBHI-p7,0.010736428247391502,0.0
A9-e003Coalescence-mGAM-p5,0.0,0.0
A9-e003Coalescence-mGAM-p7,0.00030243459851807047,0.0
B2-e003Coalescence-Inoculumn-mGAM,0.0,0.003943217665615142
B8-e003Coalescence-mBHI-p5,0.0691063057613791,0.0
B8-e003Coalescence-mBHI-p7,0.5716013911991532,0.0005257623554153522
B8-e003Coalescence-mGAM-p5,0.0,0.0
B8-e003Coalescence-mGAM-p7,0.0,0.0
E9-e003Coalescence-mBHI-p5_S6,0.3195221533343415,0.0003943217665615142
E9-e003Coalescence-mBHI-p7_S102,0.15484651444125208,0.0
E9-e003Coalescence-mGAM-p3_S154,0.0006048691970361409,0.0
E9-e003Coalescence-mGAM-p5_S54,0.0009073037955542114,0.0003943217665615142
F8-e003Coalescence-mBHI-p3_S117,0.06472100408286709,0.0017087276550998948
F8-e003Coalescence-mBHI-p5_S17,0.08120368970210191,0.0003943217665615142
F8-e003Coalescence-mBHI-p7_S113,0.43686677755935277,0.0003943217665615142
F8-e003Coalescence-mGAM-p3_S165,0.07273552094359595,0.31440588853838064
F8-e003Coalescence-mGAM-p5_S65,0.0006048691970361409,0.0005257623554153522
F8-e003Coalescence-mGAM-p7_S161,0.1751096325419628,0.0
