,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.0,0.020347979946918313
B5-e003Coalescence-mBHI-p3,0.00098884023167114,4.91497100167109e-05
B5-e003Coalescence-mBHI-p5,0.0004237886707162029,0.06792489924309447
B5-e003Coalescence-mBHI-p7,0.00014126289023873428,0.15093875946131918
B5-e003Coalescence-mGAM-p3,0.07204407402175449,0.0
B5-e003Coalescence-mGAM-p5,0.5530442152846448,0.0
B5-e003Coalescence-mGAM-p7,0.7595705608136742,0.0
D3-e003Coalescence-Inoculumn-mBHI,0.0,0.0001474491300501327
D3-e003Coalescence-mBHI-p5,0.0007063144511936714,0.12213702939152658
D3-e003Coalescence-mBHI-p7,0.0,0.4259313870048167
D3-e003Coalescence-mGAM-p3,0.5095352450911146,0.0
D3-e003Coalescence-mGAM-p5,0.3346517869755615,0.0
F5-e003Coalescence-mBHI-p3_S24,0.0031077835852521543,4.91497100167109e-05
F5-e003Coalescence-mBHI-p5_S16,0.00395536092668456,0.08822372947999607
F5-e003Coalescence-mBHI-p7_S112,0.011018505438621274,0.2177332153740293
F5-e003Coalescence-mGAM-p3_S72,0.485379290860291,0.0
F5-e003Coalescence-mGAM-p5_S64,0.3015962706596977,0.0
F5-e003Coalescence-mGAM-p7_S160,0.27461505862409946,0.0
H3-e003Coalescence-mBHI-p3_S46,0.0015538917926260771,0.0
H3-e003Coalescence-mBHI-p5_S38,0.00197768046334228,0.06600806055244274
H3-e003Coalescence-mBHI-p7_S134,0.02005933041390027,0.06571316229234248
H3-e003Coalescence-mGAM-p3_S94,0.46207091397089983,0.0
H3-e003Coalescence-mGAM-p5_S86,0.535386354004803,0.0
H3-e003Coalescence-mGAM-p7_S182,0.3575363751942365,0.0
