,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0011589096977563508
C5-e003Coalescence-mBHI-p3,0.38414414414414416,0.032681253476729094
C5-e003Coalescence-mBHI-p5,0.04792792792792793,0.0
C5-e003Coalescence-mBHI-p7,0.05009009009009009,0.0
C5-e003Coalescence-mGAM-p3,0.3827027027027027,0.0
C5-e003Coalescence-mGAM-p7,0.7610810810810811,0.0
D4-e003Coalescence-Inoculumn-mBHI,0.0,9.271277582050807e-05
D4-e003Coalescence-mBHI-p3,0.33441441441441444,0.0
D4-e003Coalescence-mBHI-p5,0.2673873873873874,0.0005562766549230484
D4-e003Coalescence-mBHI-p7,0.0781981981981982,0.0
D4-e003Coalescence-mGAM-p3,0.418018018018018,0.0
D4-e003Coalescence-mGAM-p5,0.7603603603603604,0.0
D4-e003Coalescence-mGAM-p7,0.8079279279279279,0.0
G5-e003Coalescence-mBHI-p3_S36,0.24396396396396397,0.0
G5-e003Coalescence-mBHI-p5_S28,0.03495495495495495,0.0
G5-e003Coalescence-mBHI-p7_S124,0.03711711711711712,0.0
G5-e003Coalescence-mGAM-p3_S84,0.24324324324324326,0.0
G5-e003Coalescence-mGAM-p5_S76,0.4810810810810811,0.0
G5-e003Coalescence-mGAM-p7_S172,0.745945945945946,0.0
H4-e003Coalescence-mBHI-p3_S47,0.034594594594594595,0.0003708511032820323
H4-e003Coalescence-mBHI-p5_S39,0.1063063063063063,0.0
H4-e003Coalescence-mBHI-p7_S135,0.11927927927927928,0.0001390691637307621
H4-e003Coalescence-mGAM-p3_S95,0.5866666666666667,0.0
H4-e003Coalescence-mGAM-p5_S87,0.7845045045045045,0.0
H4-e003Coalescence-mGAM-p7_S183,0.752072072072072,0.0
