,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.04035311072837356,0.9570704135906992
A3-e003Coalescence-mBHI-p3,0.16332871594080714,0.836704297663031
A3-e003Coalescence-mGAM-p7,0.0008697090247324753,0.9991324038368198
B2-e003Coalescence-Inoculumn-mBHI,0.143,0.853
B2-e003Coalescence-mBHI-p3,0.04596875596448699,0.9486285859488617
B2-e003Coalescence-mGAM-p3,0.0048598240303222165,0.9936815915108722
E3-e003Coalescence-mBHI-p3_S10,0.038915931832286255,0.9533551334698063
E3-e003Coalescence-mGAM-p3_S58,0.003850152834975124,0.994736032628885
E3-e003Coalescence-mGAM-p5_S50,0.010000799712939327,0.963
E3-e003Coalescence-mGAM-p7_S146,0.005312601281526748,0.9934528480925148
F2-e003Coalescence-mBHI-p3_S21,0.11655058671235419,0.8644170636146935
F2-e003Coalescence-mBHI-p5_S13,0.17241678943374586,0.7787518011186068
F2-e003Coalescence-mGAM-p3_S69,0.01220639268124841,0.9862466648993956
F2-e003Coalescence-mGAM-p5_S61,0.08599999999999997,0.901
F2-e003Coalescence-mGAM-p7_S157,0.014103939445454619,0.9861880891714376
