,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,7668,8492
B4-e003Coalescence-mBHI-p3,7489,8307
B4-e003Coalescence-mGAM-p5,7678,8498
C3-e003Coalescence-mBHI-inoculumn-redo,7671,8480
C3-e003Coalescence-mBHI-p5,7541,8379
C3-e003Coalescence-mBHI-p7,7612,8461
C3-e003Coalescence-mGAM-p3,7684,8511
C3-e003Coalescence-mGAM-p5,7682,8510
C3-e003Coalescence-mGAM-p7,7684,8511
F4-e003Coalescence-mBHI-p3_S23,6700,7622
F4-e003Coalescence-mBHI-p5_S15,7265,8174
F4-e003Coalescence-mBHI-p7_S111,7173,7934
F4-e003Coalescence-mGAM-p3_S71,7684,8510
F4-e003Coalescence-mGAM-p5_S63,7683,8507
F4-e003Coalescence-mGAM-p7_S159,7682,8510
G3-e003Coalescence-mBHI-p3_S34,7644,8492
G3-e003Coalescence-mBHI-p5_S26,7596,8493
G3-e003Coalescence-mBHI-p7_S122,7615,8479
G3-e003Coalescence-mGAM-p3_S82,7682,8492
G3-e003Coalescence-mGAM-p5_S74,7680,8457
